,biancollelli-arlequin-gentilhomme,regnard-arlequin-bonnes-fortunes,Cost,Operation Type
206,"('#isabelle', 'Je dois me conformer à votre volonté,  Répondre à vos désirs est ma plus chère envie,  Vous pouvez disposer de mon sort et de ma vie. ')","('#brocantin', 'Animal !  Est-ce là ce que je te dis ?  Tiens, vois le logis.  Le butor !  Je vois bien que nous ne vivrons pas longtemps ensemble : je ne veux point de bête dans ma maison. ')",1.53,Substitution
207,"('#scaramouche', 'Enfin vous prétendez Monsieur le spadassin,  Persévérer toujours dans ce noble dessein,  Où Diable voulez-vous mener cette femelle ?  Pour en être charmé la trouvez-vous si belle ?  Pour moi je la verrais du haut jusques au bas,  Que je ne serais point tenté de ses appas. ')","('#pierrot', 'Pardi, monsieur, il faut donc que vous en sortiez.  Il y a ici des scènes italiennes. ')",1.42,Substitution
208,"('#leandre', 'Monsieur le Précepteur finissez, je vous prie,  De pareils quolibets passent la raillerie. ')","('#colombine', 'Hé bien, mon pauvre Pierrot, as-tu porté ma lettre à monsieur le Vicomte ? ')",1.21,Substitution
209,"('#isabelle', ""Scaramouche n'est pas un garçon fort poli. "")",,1.0,Insertion
210,"('#scaramouche', ""C'est que je ne vois rien en vous de trop joli. "")",,1.0,Insertion
211,"('#isabelle', 'Monsieur, votre valet est prompt à la riposte. ')","('#pierrot', ""Assurément, et il m'a donné un petit mot de réplique."")",1.17,Substitution
212,"('#leandre', ""Il faut aller chercher une chaise de poste,  Car je veux l'enlever. "")",,1.0,Insertion
213,"('#scaramouche', 'Sans rien dire au Docteur.  Il pleure.')",,1.0,Insertion
214,"('#leandre', ""Scaramouche qu'as-tu ? "")","('#colombine', 'Eh !  Donne donc vite. ')",1.33,Substitution
215,"('#scaramouche', 'Je pleure son honneur  Qui ne reviendra pas sitôt de ce voyage,  Pacatroufe en chemin il va faire naufrage. ')",,1.0,Insertion
216,"('#leandre', 'Pauvre fol ! ')","('#pierrot', 'Malepeste !  Comme vous êtes âpre à la curée ! ')",1.44,Substitution
217,"('#scaramouche', 'Je vois bien que je perds mon latin,  Et vous ne voulez pas renoncer au butin,  Allons je vous suivrai par-delà la Turquie,  Partons. ')","('#colombine', ""« L'amour est comme la gale, on ne le saurait cacher ; c'est ce qui fait que je vous irai voir aujourd'hui, ou je veux que la peste m'étouffe !  Le vicomte de Bergamotte » "")",1.07,Substitution
218,"('#leandre', ""Va-t'en frapper à cette hôtellerie,  Madame y restera jusqu'à notre retour. "")",,1.0,Insertion
219,"('#isabelle', ""Cher Léandre jugez de mon parfait amour  Puisque sans consulter une austère sagesse  Je cède aveuglément à l'ardeur qui me presse. "")","('#pierrot', 'Voilà un homme qui écrit bien tendrement. ')",1.32,Substitution
220,"('#leandre', ""Rassurez-vous, Madame, et croyez qu'avec moi  Vous ne risquez rien. "")","('#colombine', ""Il m'aime bien, car il me l'a dit, et j'espère que nous serons bientôt mariés ensemble.  Il n'y a qu'une chose qui m'embarrasse, c'est que je ne sais pas encore tout à fait ce que c'est que le mariage : ne pourrais-tu pas me le dire ? "")",1.55,Substitution
221,"('#scaramouche', ""J'en jurerais ma foi  Mon maître est pour le moins sage comme une fille. "")","('#pierrot', ""Assurément ; il n'y a rien de si aisé : c'est comme qui dirait une chose...  Oh !  Vous ne pouviez jamais mieux vous adresser qu'à moi. "")",1.44,Substitution
222,"('#leandre', 'Frappe donc. ')","('#colombine', 'Hé bien donc ? ')",0.25,Substitution
223,"('#scaramouche', 'Je commence à la trouver gentille,  Oh di casa ? ')","('#pierrot', ""C'est comme, par exemple, une chose où l'on est ensemble... Votre père... avait épousé... votre mère... ; ça faisait qu'ils étaient deux ; et comme çà, votre grand-père..., d'un côté..., la nature...  On ne saurait bien expliquer ce brouillamini-là.  Mais vous n'aurez pas été deux jours ensemble, que vous saurez toutes ces drogues-là sur le bout du doigt.  Ah, mademoiselle !  C'est monsieur le vicomte de Bergamotte.  On frappe à la porte. "")",1.38,Substitution
224,"('#pierrot', ""Claudine embrochez ce chapon,  Écumez la salade et plumez cet oignon,  Allez-vous-en compter avec ce Capitaine,  Scaramouche, bon jour, qu'est-ce qui vous amène.  En sortant et voyant Scaramouche."")","('#colombine', 'Fais-le monter, Pierrot ; hé !  Vite.')",1.11,Substitution
225,"('#scaramouche', ""Cette fille est charmante et vaut un million,  Je veux dans ton logis la mettre en pension.  C'est moi qui l'entretiens, soit dit en confidence.  Toujours pour mes plaisirs je fis de la dépense. "")","('#le-fiacre', ""Çà, monsieur, de l'argent. "")",1.41,Substitution
226,"('#pierrot', ""Elle le porte beau, c'est tout or et azur.  Ma foi si de mon fait je pouvais être sûr,  Je m'amuserais bien à lui conter fleurette,  Car tel que tu me vois j'aime un peu la grisette. "")","('#le-vicomte', 'Va, va, mon ami, tu rêves : un homme de ma qualité ne paye pas plus dans les fiacres que sur les ponts. ')",0.86,Substitution
227,"('#leandre', 'Mon ami recevez cette Dame chez vous. ')","('#le-fiacre', 'Paye-t-on comme cela le monde ?  Vous ne me donnez pas un sou.')",1.6,Substitution
228,"('#pierrot', ""Scaramouche, morgué tu te gausses de nous,  Tu n'entretiens donc pas cette beauté friande,  Puisque c'est ce Monsieur qui me la recommande,  Serais-tu par hasard de profit avec lui. "")","('#le-vicomte', ""Tu ne sais ce que tu dis, maraud.  Est-ce qu'un homme de ma qualité n'a pas toujours son franc fiacre ? "")",0.85,Substitution
229,"('#scaramouche', ""Oui nous nous relevons c'est son jour aujourd'hui,  Demain j'aurai le mien chacun a sa journée,  Nous nous accommodons. "")","('#le-fiacre', 'Mardi, monsieur !  Je veux être payé, ou par la sambleu !  Nous verrons beau jeu.')",1.5,Substitution
230,"('#pierrot', ""L'affaire est bien menée. "")",,1.0,Insertion
231,"('#leandre', 'Entrez belle personne et comptez sur mon coeur. ')",,1.0,Insertion
232,"('#isabelle', 'Puissent les justes Dieux couronner votre ardeur  Je vous attends Léandre avec impatience. ')","('#le-vicomte', 'Insolent !  Tu te feras battre. ')",1.49,Substitution
233,"('#leandre', 'Scaramouche suis-moi. ')",,1.0,Insertion
234,"('#scaramouche', ""Partons en diligence.  Isabelle entre avec Pierrot dans l'Hôtellerie."")",,1.0,Insertion
235,"('#le-docteur', ""Géronte cette fois ne sera pas content,  Mais lui-même à ma place en aurait fait autant,  Seul avec Isabelle ayant surpris Léandre,  Je crois que c'est ainsi que je devais m'y prendre,  Jusques au fond du coeur ce trait m'avait percé,  Il fallait satisfaire à l'honneur offensé  Ce parti pour ma fille est d'un grand avantage,  Et je me sais bon gré qu'il lui tombe en partage,  D'Octave je saurai bientôt me dégager  Et Géronte sur lui peut se dédommager,  Je vais lui raconter toute cette aventure,  Et de mon procédé je crains peu qu'il murmure.  Il frappe chez Géronte."")","('#le-fiacre', ""Insolent !  Je ne crains rien ; je veux être payé tout à l'heure.  Il enfonce son chapeau, et lève son fouet. "")",0.81,Substitution
236,"('#geronte', ""Ah c'est vous chez moi, quel plaisir de vous voir,  Souffrez que je m'acquitte ici de mon devoir,  En vous remerciant de la tapisserie... "")",,1.0,Insertion
237,"('#le-docteur', 'Fi donc ne parlez point de cela, je vous prie,  Je viens vous révéler des secrets importants,  Vous serez étonné... ')","('#le-vicomte', ""Ah, ah !  Ventrebleu !  Il faut que je coupe les oreilles à ce coquin-là. Mademoiselle, prêtez-moi un écu ; je n'ai point de monnaie.  Il met la main sur la garde de son épée, comme s'il la voulait tirer. "")",1.16,Substitution
238,"('#geronte', 'Parlez je vous entends. ')",,1.0,Insertion
239,"('#le-docteur', ""De retour au logis j'ai trouvé votre gendre,  Caché derrière un lit. "")",,1.0,Insertion
240,"('#geronte', 'Vous parlez de Léandre ? ')",,1.0,Insertion
241,"('#le-docteur', ""Justement à ma fille il faisait les yeux doux,  Et voulait profiter je crois du rendez-vous,  Léandre lui parlait, jugez de ma surprise,  Je me suis récrié contre son entreprise,  Mais enfin il fallait effacer ce forfait,  En cette occasion, cher ami, qu'ai-je fait ?  J'ai contraint le galant à devenir mon gendre,  D'épouser Isabelle, il n'a pu se défendre  Si vous eussiez été de la sorte insulté  Je crois qu'en pareil cas vous m'eussiez imité. "")","('#colombine', ""Monsieur, je n'ai point ma bourse sur moi ; mais je vais le faire payer. Holà, quelqu'un ! Qu'on paye cet homme-là.  Allez, allez, l'homme ; on vous contentera.  Au Fiacre. "")",0.52,Substitution
242,"('#geronte', ""À quoi bon plaisanter, Docteur, c'est assez rire,  Léandre est-il ici ? "")",,1.0,Insertion
243,"('#le-docteur', ""Tenez vous pouvez lire,  Vous connaîtrez par là si j'ai tort ou raison,  C'est la lettre d'avis que vous écrit Damon. "")","('#le-vicomte', ""Ces marauds-là ne sont jamais contents. J'en ai déjà tué quinze ou seize ; mais je ne serai point satisfait que je n'en aie achevé le quarteron. "")",1.55,Substitution
244,"('#geronte', ""Je vous plains, mais enfin ce n'est pas là mon compte,  Léandre m'a promis... "")",,1.0,Insertion
245,"('#le-docteur', ""Point de courroux Géronte,  Il m'a déshonoré. "")",,1.0,Insertion
246,"('#geronte', 'Que veut dire ceci,  Mais ne puis-je le voir ? ')",,1.0,Insertion
247,"('#le-docteur', 'Fort bien car le voici. ')",,1.0,Insertion
248,"('#geronte', ""Vous m'avez fait, Monsieur, une sensible offense,  Vous me tiendrez parole, ou j'en aurai vengeance. "")","('#colombine', 'En vérité, monsieur le Vicomte, il faut bien vous aimer, pour vous regarder après une si longue négligence à me venir voir. ')",0.53,Substitution
249,"('#arlequin', 'Que dit donc ce vieux fol ? Je ne le connais pas. ')",,1.0,Insertion
250,"('#le-docteur', ""C'est Géronte. "")",,1.0,Insertion
251,"('#arlequin', ""Ma foi j'en fais fort peu de cas. "")",,1.0,Insertion
252,"('#geronte', 'Vous devez épouser ma fille Léonore. ')",,1.0,Insertion
253,"('#arlequin', ""Il lui faudrait donner quelques grains d'ellébore,  Il en a grand besoin. "")",,1.0,Insertion
254,"('#geronte', ""Vous vous loquez de moi  Mais on n'abuse pas en vain ma bonne foi,  Votre père Damon... "")","('#le-vicomte', ""Ma foi, mademoiselle, les heures d'un joli homme sont bien comptées.  Les femmes se pressent aujourd'hui ; elles savent que les quartiers d'hiver seront diablement courts cette année ; je n'ai pas un moment à moi. "")",1.35,Substitution
255,"('#arlequin', ""Ah ! Le plaisant jocrisse,  Je n'ai jamais connu que ma mère nourrice,  Je suis du côté gauche, autrement dit bâtard,  Dans ce monde, dit-on, j'arrivai par hasard. "")",,1.0,Insertion
256,"('#geronte', ""Est-ce ainsi que s'explique un homme de naissance,  Un Gentilhomme... "")",,1.0,Insertion
257,"('#arlequin', ""Moi, vous êtes en démence  Depuis quand, s'il vous plaît, Messieurs les crocheteurs,  Ont-ils été placés parmi les grands Seigneurs. "")",,1.0,Insertion
258,"('#le-docteur', 'Mon gendre entrez chez nous. ')",,1.0,Insertion
259,"('#geronte', ""Il n'est pas nécessaire,  Venez dans ma maison. "")","('#colombine', 'Et que faites-vous donc toute la journée ? ')",1.7,Substitution
260,"('#arlequin', ""Y fait-on bonne chère,  J'irai... non je ne puis et j'en sais les raisons,  On fait chez le docteur d'excellents macarons,  Allons-y promptement. "")","('#le-vicomte', ""À peine ai-je quitté la toilette, qu'il faut aller dîner chez Rousseau.  Un officier ne peut pas être moins de cinq à six heures à table ; et avant qu'il ait fumé dix ou douze douzaines de pipes, il est heure de s'y remettre pour souper. "")",0.81,Substitution
261,"('#le-docteur', 'Entrez, Monsieur Léandre. ')",,1.0,Insertion
262,"('#geronte', ""Corbleu vous n'irez pas. "")","('#colombine', ""Quoi, monsieur !  Vous prenez donc du tabac comme ces vilains soldats ?  Fi !  Je ne pourrais jamais m'y accoutumer. "")",1.4,Substitution
263,"('#arlequin', ""Je ne puis m'en défendre  C'est lui qui le premier m'a voulu régaler,  Oh parbleu je suis las de me voir tirailler,  Laissez-moi donc vous dis-je. "")","('#le-vicomte', ""Vous n'avez qu'à vous mettre cinq ou six mois dragon dans ma compagnie, vous fumerez de reste.  Bon !  Vous moquez-vous ?  Les gens du grand volume ont-ils d'autres occupations ?  C'est, morbleu !  Au feu d'une pipe qu'il faut qu'un homme de qualité allume sa tendresse. "")",0.87,Substitution
264,"('#geronte', ""Hé bien je vais sur l'heure  Vous faire préparer une bonne demeure.  Il sort."")","('#colombine', ""Eh !  Monsieur le Vicomte, avez-vous fumé aujourd'hui ? "")",1.57,Substitution
265,"('#le-docteur', 'Il enrage. ')","('#le-vicomte', ""Est-ce que j'y manque jamais ?  Mais j'ai la précaution, quand je vais en femme, de me rincer la bouche avec trois ou quatre pintes d'eau-de-vie.  Vous ne sauriez croire comme, après cela, on soupire tendrement.  Il fait un rot. "")",1.54,Substitution
266,"('#arlequin', ""Cet homme a le cerveau gâté  Je veux aller chez vous j'y suis fort bien traité,  Préparez-moi, beau-père, une soupe au fromage,  Car selon mon avis, c'est le meilleur potage. "")","('#colombine', ""Ah !  Fi, fi, monsieur le Vicomte !  Je n'aime point ces soupirs-là.  Les gens que je vois n'assaisonnent pas leurs douceurs de tabac et d'eau-de-vie. "")",1.28,Substitution
267,"('#le-docteur', ""On va vous en faire une et chez moi mes valets  Vous serviront toujours au gré de vos souhaits.  Géronte vient avec des Archers,  leur montre Arlequin, les Archers veulent s'en saisir,  Arlequin se défend contre eux avec son coutelas ;  mais étant obligé à la fin de céder à la force,  il se laisse conduire en prison,  le Docteur se retire tout affligé. "")","('#le-vicomte', ""C'est que vous ne voyez que des courtauds de boutique, ou des gens de robe.  Croyez-moi, la belle, il n'est rien tel que de s'accrocher à l'épée.  Les fastidieux personnages que vos robins !  Ont-ils le sens commun ?  Ils font l'amour par articles, comme s'ils dressaient un procès-verbal. "")",1.01,Substitution
268,"('#octave', 'Je te suis obligé, ma chère Colombine. ')","('#colombine', ""C'est ce que je dis tous les jours à deux grands haquiers d'avocats, qui sont sans cesse autour de moi à me faire endêver. "")",1.94,Substitution
269,"('#mezzetin', ""Je suis, je l'avouerai content de sa cuisine,  Messieurs les marmitons ont bien fait leur devoir. "")","('#le-vicomte', ""Oh !  Ma foi, le plumet est en amour ce que la moutarde est à la sauce-robert ; il n'y a que cela de piquant. "")",1.18,Substitution
270,,"('#colombine', ""Je ne sais pas pourquoi mon père a tant d'aversion pour les gens d'épée. "")",1.0,Deletion
271,,"('#le-vicomte', ""C'est que votre père est un sot. "")",1.0,Deletion
272,,"('#colombine', ""Il dit qu'ils sont tous débauchés, et qu'ils n'ont jamais le sou."")",1.0,Deletion
273,"('#colombine', ""Je me flatte Monsieur, que vous viendrez nous voir,  Mon vin est assez bon j'en ai quelque barrique,  N'accordez qu'à moi seule au moins votre pratique. "")","('#le-vicomte', ""Débauchés ?  Ha, ha !  Débauchés !  Ils aiment le vin, le jeu et les femmes ; mais, du reste, il n'y a point de gens mieux réglés.  Pour de l'argent, je crois, que tant que les femmes en auront, nous n'en manquerons guère. "")",1.1,Substitution
274,"('#mezzetin', 'Je vous accorderai la mienne de bon coeur,  Pourvu que vous vouliez recevoir cet honneur  Ne me refusez point ma petite mignonne.')",,1.0,Insertion
275,"('#octave', ""J'ai vu dans ton logis une aimable personne,  Ne sais-tu point son nom ?"")","('#colombine', 'Je crois, monsieur le Vicomte, que, fait comme vous êtes, vous voyez bien des femmes de condition. ')",0.98,Substitution
276,"('#colombine', ""À vous parler sans fard,  On peut bien la nommer Madame du hasard,  Elle ne sent pas bon je le juge à la mine,  Je m'y connais un peu. "")","('#le-vicomte', ""Je veux être déshonoré, vous êtes la seule bourgeoise avec qui je déroge ; mais, à vous parler franchement, toutes les femmes que je vois, au prix de vous, c'est, ma foi, de la piquette contre du vin de Sillery. "")",1.01,Substitution
277,"('#mezzetin', ""La peste qu'elle est fine  Bien fol ferait celui qui voudrait s'y fier  Elle a l'odorat bon pour flairer le gibier,  Que je lui donnerais volontiers son décompte. "")",,1.0,Insertion
278,"('#octave', 'De grâce, enseignez-moi la maison de Géronte. ')",,1.0,Insertion
279,"('#colombine', 'La voici. ')",,1.0,Insertion
280,"('#octave', ""C'est assez j'y vais dans le moment. "")",,1.0,Insertion
281,"('#colombine', 'Si je puis vous servir commandez librement. ')",,1.0,Insertion
282,"('#mezzetin', 'Adieu belle traîteuse, hôtesse de mon âme. ')",,1.0,Insertion
283,"('#colombine', 'Adieu le gros joufflu. ')",,1.0,Insertion
284,"('#mezzetin', 'Votre valet Madame.  Colombine rentre chez elle.')",,1.0,Insertion
285,"('#octave', 'Frappe à cette maison. ')",,1.0,Insertion
286,"('#mezzetin', ""Vous êtes dans l'erreur,  Que n'allez-vous plutôt chez M. le Docteur ? "")",,1.0,Insertion
287,"('#octave', 'Non je veux avant tout chez Géronte me rendre,  [Pour] le voir de la part du père de Léandre. ')",,1.0,Insertion
288,"('#mezzetin', ""J'obéis. "")",,1.0,Insertion
289,"('#geronte', 'Que veut-on ? ')",,1.0,Insertion
290,"('#mezzetin', 'Le patron du logis  Est-il ici, Monsieur ? ')",,1.0,Insertion
291,"('#geronte', ""Oui sans doute j'y suis. "")",,1.0,Insertion
292,"('#mezzetin', ""Excusez je n'ai pas l'honneur de vous connaître  Vous êtes en ce lieu demandé par mon maître. "")","('#colombine', ""Vous dites la même chose de moi quand vous êtes auprès d'une autre ?  Dites la vérité. "")",1.12,Substitution
293,"('#octave', ""Avant que de partir pour me rendre à Lyon,  Un de vos bons amis que l'on nomme Damon,  Dont le fils, m'a-t-il dit, doit être votre gendre,  En arrivant ici m'a chargé de vous rendre  Cette lettre. "")",,1.0,Insertion
294,"('#geronte', ""Parbleu vous me faites honneur,  Et je serais content si j'avais le bonheur  De vous faire plaisir, je parle avec franchise,  Mais Monsieur, s'il vous plaît, permettez que je lise.  Vous venez épouser la fille du Docteur,  Il m'a pour cet hymen témoigné tant d'ardeur,  Que vous avez grand tort de l'avoir fait attendre.  Il lit la lettre après quoi il dit."")","('#le-vicomte', ""Si vous voulez que je vous parle sans fard, cela est vrai, et je vais, au sortir d'ici, à deux ou trois rendez-vous, où il faudra bien dire que vous êtes une guenon comme les autres.  Mais, à propos de guenon, quand nous marions-nous ensemble ?  Je suis diablement pressé.  Écoutez, il ne faut pas laisser morfondre l'amour d'un officier ; cela n'est pas de longue haleine.  Quel âge avez-vous bien ? "")",0.08,Substitution
295,"('#octave', 'Je dois aussi remettre une lettre à Léandre  Je ne le connais point. ')","('#colombine', ""Je ne sais pas ; mais mon père dit qu'il y a quatorze ans que ma mère était grosse de moi. "")",1.9,Substitution
296,"('#geronte', 'Entrez dans ma maison. ')",,1.0,Insertion
297,"('#octave', ""Je crains d'être incommode. "")",,1.0,Insertion
298,"('#geronte', 'Ah Monsieur sans façon. ')",,1.0,Insertion
299,"('#mezzetin', 'Ce vieillard est civil. ')",,1.0,Insertion
300,"('#geronte', 'Entrez donc, je vous prie,  Et vous aussi, mon cher.  À Mezzetin.')","('#le-vicomte', 'Quatorze ans !  Je ne croyais pas que vous eussiez vaillant plus de dix ou douze années. ')",1.51,Substitution
301,"('#mezzetin', 'Ah ! ')",,1.0,Insertion
302,"('#geronte', 'Sans cérémonie. ')",,1.0,Insertion
303,"('#le-docteur', ""Je ne puis revenir de mon étonnement :  Ciel ! Est-il pour un père un plus affreux tourment ?  Ma fille a déserté la maison paternelle  Tu formes le dessein, malheureuse Isabelle,  D'abandonner ainsi ton père, ton époux,  Sans craindre les effets de mon fuste courroux,  Ah ! Dans le désespoir qui pénètre mon âme,  Si le sort à mes yeux présentait cette infâme  Elle ressentirait ma fatale fureur,  Et je la livrerais à toute ma rigueur. "")",,1.0,Insertion
304,"('#geronte', ""Je reviendrai bientôt vous n'avez qu'à m'attendre.  Docteur ai-je bien reçu le beau Léandre,  Ma foi s'il ne se met bientôt à la raison,  Il risque de rester quelque temps en prison.  Mais qu'avez-vous ?  En voyant le Docteur."")","('#colombine', ""Vraiment !  J'ai bien plus que tout cela.  Vous croyez donc parler à une petite fille ?  Vous vous trompez.  Je sais déjà bien des choses : j'ai déjà lu cinq ou six comédies de Molière, et j'en suis au troisième tome de Cyrus ; je fais du point à la turque, et j'apprends à chanter. "")",1.11,Substitution
305,"('#le-docteur', ""Hélas je suis inconsolable,  Ma fille m'a quitté. "")",,1.0,Insertion
306,"('#geronte', 'Ce serait bien le diable. ')",,1.0,Insertion
307,"('#le-docteur', 'Je ne la trouve plus et sans doute elle est loin. ')",,1.0,Insertion
308,"('#geronte', ""D'un pareil contretemps, vous n'aviez pas besoin,  Car Octave est chez moi. "")",,1.0,Insertion
309,"('#le-docteur', ""Que dites-vous Géronte,  Cessez de m'imposer... "")","('#le-vicomte', 'Vous apprenez à chanter ?  Et qui est votre maître ? ')",1.42,Substitution
310,"('#geronte', ""Non ce n'est pas un conte.  Et mon ami Damon me l'a recommandé,  De ce que je vous dis soyez persuadé. "")","('#colombine', ""C'est un nommé l'Opéra. "")",1.7,Substitution
311,"('#le-docteur', 'Tâchez de découvrir où peut être Isabelle,  Et ne divulguez point cette triste nouvelle. ')",,1.0,Insertion
312,"('#geronte', 'Croyez-moi, mon ami loin de vous alarmer,  En différents quartiers allez vous informer. ')","('#le-vicomte', 'Diable !  Un habile homme.  Oh !  Puisque vous savez chanter, il faut que vous me décochiez un petit air. ')",1.2,Substitution
313,"('#le-docteur', ""Je ne veux épargner ni l'argent ni la peine,  Je vais tout de ce pas droit à la quarantaine,  Sous les Tillots, au Change, aux Cafés, aux Terreaux,  Dans la Traille, aux Faubourgs, à S[aint] Clair, aux Breteaux,  En un mot dans ces lieux si charmants à la vue,  Où l'on trouve toujours quelque fille perdue.  Il s'en va."")",,1.0,Insertion
314,"('#geronte', ""Octave pourrait bien en écrire à Damon,  S'il savait que Léandre est dans une prison,  Pour éviter la chose il est de ma prudence,  De l'en faire sortir en toute diligence,  Je vais donner cet ordre à Monsieur le Geôlier...  Holà. "")",,1.0,Insertion
315,"('#le-geolier', ""Je suis bien las d'avoir ce prisonnier,  Il veut toujours manger, le plaisant personnage  Il faut à tout moment lui donner du fromage,  Je vous rends son épée. "")",,1.0,Insertion
316,"('#geronte', ""Ah ! Je la reconnais,  C'est celle dont pour lui j'ai moi-même fait choix,  Et qu'ensuite j'eus soin d'envoyer à son père  Vous serez satisfait et j'en fais mon affaire,  Vous pouvez l'élargir et le conduire ici,  Je veux examiner..."")",,1.0,Insertion
317,"('#arlequin', ""Que veut dire ceci ?  Où voulez-vous que j'aille ? "")","('#colombine', ""Ah, monsieur !  Je vous prie de m'excuser ; j'ai aujourd'hui quelque chose qui m'en empêche. "")",1.39,Substitution
318,"('#geronte', ""Approchez-vous mon gendre,  Gardez par le docteur de vous laisser surprendre,  Je vous rends votre épée et j'ose me flatter,  Que d'un esprit plus doux vous voudrez m'écouter,  Je vous ai destiné ma fille en mariage. "")","('#le-vicomte', ""Qu'avez-vous donc ?  Est-ce que vous êtes enrhumée ?  Tenez, voilà du tabac en machicatoire ; il n'y a rien de si bon pour le rhume. "")",1.64,Substitution
319,"('#arlequin', ""Je suis trop jeune encore pour me mettre en ménage,  J'en mourrais etc.  Il chante."")","('#colombine', ""S'il n'y avait que cela, je ne laisserais pas de chanter. "")",0.66,Substitution
320,"('#geronte', 'Terminez de semblables discours,  Sans rimer et sans raison vous plaisantez toujours,  Je prétends dès ce soir terminer cette affaire. ')",,1.0,Insertion
321,"('#arlequin', ""Puisque enfin vous croyez la chose nécessaire,  Je vous obligerai du meilleur de mon coeur,  J'épouserai d'abord la fille du Docteur,  La vôtre ensuite, vous, et toute la famille,  S'il le faut. "")","('#le-vicomte', ""Qu'avez-vous donc autre chose ? "")",1.63,Substitution
322,"('#geronte', 'Il suffit seulement de ma fille,  Votre père Damon homme de probité,  A pour ce mariage avec moi contracté. ')","('#colombine', ""Je n'ai rien, c'est que... "")",1.53,Substitution
323,"('#arlequin', ""Mon père dites-vous, hélas il s'est fait pendre,  Il fut, quoique honnête homme un peu sujet à prendre,  C'est-à-dire à voler, c'était son seul défaut,  La Justice en public lui fit faire le saut,  Qu'il mourut noblement. "")",,1.0,Insertion
324,"('#geronte', ""Toujours l'humeur bouffonne,  Vous vous divertissez et je vous le pardonne. "")",,1.0,Insertion
325,"('#arlequin', ""Votre fille, à propos, n'a-t-elle point servi ? "")","('#le-vicomte', 'Quoi donc ? ')",1.52,Substitution
326,"('#geronte', 'Non sans doute elle est sage. ')",,1.0,Insertion
327,"('#arlequin', ""Hé bien, j'en suis ravi,  Je craignais de subir le destin de mon père  Il n'y prit pas trop garde en épousant ma mère  Puisque trois mois après elle accoucha de moi,  Gardez de me tromper je suis de bonne foi. "")",,1.0,Insertion
328,"('#geronte', ""Que vous êtes badin, c'est votre caractère,  Et vous aimez à rire ainsi que votre père,  Mais n'aspirez point à vous entretenir  Avec ma fille. "")","('#colombine', ""C'est que...  Voilà-t-il pas ?  Ces vilains hommes, ils veulent tout savoir.  C'est que ma voix ne paraît rien quand je n'ai pas mes fontanges argent et jaune. "")",1.47,Substitution
329,"('#arlequin', ""Oui da la belle peut venir.  Parbleu cette aventure est tout à fait comique,  Je suis un crocheteur de nouvelle fabrique,  Et jamais on n'en vit de si nobles que moi.  Géronte entre."")","('#le-vicomte', 'Comme si les fontanges faisaient quelque chose à la voix !  Courage, mignonne ; je vous soufflerai, en tout cas. ')",0.89,Substitution
330,"('#geronte', 'Léonore venez.  Léonore en voyant Arlequin jette un cri, Arlequin tombe à la renverse tout épouvanté.')",,1.0,Insertion
331,"('#leonore', ""Ciel qu'est-ce que je vois !  Ah le vilain magot ! "")",,1.0,Insertion
332,"('#arlequin', ""Savez-vous bien ma femme,  Que je vous frotterai sans craindre qu'on me blâme,  Cela vous convient-il, je ne suis point trompeur,  J'ai fait caca sous moi, pourquoi me faire peur  J'ai blêmi, j'en suis sûr "")","('#colombine', ""Jeanneton, m'aimez-vous bien ?... Hélas ! Quel conte ! Pourquoi ne vous aimerais-je pas ? Mon_Dieu ! Quel conte ! Vous qui m'avez tant fait de bien, Quel fichu conte ! Je le veux bien ; mais vous allez voir comme je vais trembler.  La, la, la...  Mon_Dieu !  Je suis faite comme je ne sais quoi...  Elle chante. "")",0.53,Substitution
333,"('#leonore', ""Quoi c'est là votre gendre ?  Mon mari prétendu. "")",,1.0,Insertion
334,"('#geronte', ""C'est le Seigneur Léandre. "")",,1.0,Insertion
335,"('#leonore', ""Hélas ! Pourquoi faut-il qu'un destin rigoureux  Ait réservé ma main à cet époux hideux,  Octave mieux que lui serait sûr de me plaire. "")","('#le-vicomte', ""Je veux être un fripon, si cela n'est divin.  Voilà une voix à peindre.  Je n'en ai pas perdu une goutte.  Mais de quel opéra est cet air-là ? "")",0.69,Substitution
336,"('#arlequin', ""Venons au fait, ma fille et concluons l'affaire. "")",,1.0,Insertion
337,"('#geronte', 'Honorez-la du moins de quelque compliment. ')","('#colombine', ""Je crois que c'est de Roland. "")",1.61,Substitution
338,"('#arlequin', ""Taupe, quand je m'y mets je parle élégamment,  Et dans ce que je dis je fus toujours sincère.  Madame, tout ainsi que le bourreau sévère  Attache un patient au funeste gibet,  Et pour le dépêcher lui sert le sifflet,  De même aussi la belle... au gibet de vos charmes,  Vous m'avez attaché... car enfin mes alarmes...  Le soleil... de vos yeux... votre nez... votre main...  Allons-nous-en souper, beau-père, car j'ai faim.  À Léonore."")","('#le-vicomte', ""Oh !  Point, point.  Il faut que ce soit des derniers, car voilà le tour aisé de nos poètes et de nos musiciens d'aujourd'hui.  La jolie chanson !  On ne travaillait point comme cela autrefois.  Mais je veux chanter avec vous.  Tel que vous me voyez, je sais la musique comme un orchestre.  Vous allez voir comme je vais vous tortiller un air. "")",0.29,Substitution
339,"('#leonore', ""Je souffre en le voyant on ne peut davantage,  Juste ciel qu'il est laid ! Le vilain personnage ! "")",,1.0,Insertion
