moliere-divertissement-chambord,moliere-monsieur-pourceaugnac,Score
-,"('#oronte', ""Si je te l'ai promis, je te le dépromets."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Elle voudrait bien me tenir.')",0.0
-,"('#julie', 'Vous avez beau faire, nous serons mariés ensemble en dépit de tout le monde.')",0.0
-,"('#oronte', 'Je vous en empêcherai bien tous deux, je vous assure.  Voyez un peu quel vertigo lui prend.')",0.0
-,"('#monsieur-de-pourceaugnac', ""Mon_Dieu, notre beau-père prétendu, ne vous fatiguez point tant ; on n'a pas envie de vous enlever votre fille, et vos grimaces n'attraperont rien."")",0.0
-,"('#oronte', ""Toutes les vôtres n'auront pas grand effet."")",0.0
-,"('#monsieur-de-pourceaugnac', ""Vous êtes-vous mis dans la tête que Léonard de Pourceaugnac soit un homme à acheter chat en poche ?  3t qu'il n'ait pas là dedans quelque morceau de judiciaire pour se conduire, pour se faire informer de l'histoire du monde, et voir en se mariant, si son honneur a bien toutes ses sûretés ?"")",0.0
-,"('#oronte', ""Je ne sais pas ce que cela veut dire : mais vous êtes-vous mis dans la tête qu'un homme de soixante et trois ans ait si peu de cervelle, et considère si peu sa fille, que de la marier avec un homme qui a ce que vous savez, et qui a été mis chez un médecin pour être pansé ?"")",0.0
-,"('#monsieur-de-pourceaugnac', ""C'est une pièce que l'on m'a faite, et je n'ai aucun mal."")",0.0
-,"('#oronte', ""Le médecin me l'a dit lui-même."")",0.0
-,"('#monsieur-de-pourceaugnac', ""Le médecin en a menti ; je suis gentilhomme, et je le veux voir l'épée à la main."")",0.0
-,"('#oronte', ""Je sais ce que j'en dois croire, et vous ne m'abuserez pas là-dessus, non plus que sur les dettes que vous avez assignées sur le mariage de ma fille."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Quelles dettes ?')",0.0
-,"('#oronte', ""La feinte ici est inutile, et j'ai vu le marchand flamand, qui, avec les autres créanciers, a obtenu, depuis huit mois, sentence contre vous."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Quel marchand flamand ?  Quels créanciers ?  Quelle sentence obtenue contre moi ?')",0.0
-,"('#oronte', 'Vous savez bien ce que je veux dire.')",0.0
-,"('#lucette', 'Ah tu es assy, et à la fy yeu te trobi aprés abé fait tant de passés.  Podes-tu, scélérat, podes-tu sousteni ma bisto ?')",0.0
-,"('#monsieur-de-pourceaugnac', ""Qu'est-ce que veut cette femme-là ?"")",0.0
-,"('#lucette', ""Que te boli, infame !  Tu fas semblan de nou me pas counouysse, et nou rougisses pas, impudent que tu sios, tu ne rougisses pas de me beyre ?  Nou sabi pas, Moussur, saquos bous dont m'an dit que bouillo espousa la fillo ; may yeu bous declari que yeu soun sa fenno, et que y a set ans, Moussur, qu'en passan à Pezenas el auguet l'adresse dambé sas mignardisos, commo sap tapla fayre, de me gaigna lou cor, et m'oubligel pra quel mouyen à ly douna la ma per l'espousa."")",0.0
-,"('#oronte', 'Oh, oh.')",0.0
-,"('#monsieur-de-pourceaugnac', 'Que diable est-ce ci ?')",0.0
-,"('#lucette', ""Lou trayté me quitel trés ans aprés, sul preteste de qualques affayrés que l'apelabon dins soun païs, et despey noun ly resçauput quaso de noubelo ; may dins lou tens qui soungeabi lou mens, m'an dounat abist, que begnio dins aquesto bilo, per se remarida danbé un autro jouena fillo, que sous parens ly an proucurado, sensse saupré res de sou prumié mariatge.  Yeu ay tout quitat en diligensso, et me souy rendu dodins aqueste loc lou pu leu qu'ay pouscut, per m'oupousa en aquel criminel mariatge, et confondre as ely de tout le mounde lou plus méchant des hommes."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Voilà une étrange effrontée !')",0.0
-,"('#lucette', ""Impudent, n'as pas honte de m'injuria, alloc d'estre confus day reproches secrets que ta conssiensso te deu fayre ?"")",0.0
-,"('#monsieur-de-pourceaugnac', 'Moi, je suis votre mari ?')",0.0
-,"('#lucette', ""Infame, gausos-tu dire lou contrari ?  He tu sabes be, per ma penno, que n'es que trop bertat ; et plaguesso al Cel qu'aco nou fougesso pas, et que m'auquessos layssado dins l'estat d'innoussenço, et dins la tranquillitat oun moun amo bibio daban que tous charmes et tas trounpariés nou m'en benguesson malhurousomen fayre sourty ; yeu nou serio pas reduito à fayré lou tristé perssounatgé qu'yeu fave presentomen, à beyre un marit cruel mespresa touto l'ardou que yeu ay per el, et me laissa sensse cap de pietat abandounado à las mourtéles doulous que yeu ressenty de sas perfidos acciûs."")",0.0
-,"('#oronte', ""Je ne saurais m'empêcher de pleurer.  Allez, vous êtes un méchant homme."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Je ne connais rien à tout ceci.')",0.0
-,"('#nerine', ""Ah !  Je n'en pis plus, je sis toute essoflée.  Ah sinfaron, tu m'as bien fait courir, tu ne m'écaperas mie.  Justice, justice ; je boute empeschement au mariage.  Chés mon mery, Monsieur, et je veux faire pindre che bon pindar là."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Encor !')",0.0
-,"('#oronte', ""Quel diable d'homme est-ce ci ?"")",0.0
-,"('#lucette', 'Et que boulés-bous dire, ambe bostre empachomen, et bostro pendarié ?  Quaquel homo es bostre marit ?')",0.0
-,"('#nerine', 'Oui, Medeme, et je sis sa femme.')",0.0
-,"('#lucette', 'Aquo es faus, aquos yeu que soun sa fenno ; et se deû estre pendut, aquo sera yeu que lou faray penda.')",0.0
-,"('#nerine', ""Je n'entains mie che baragoin-là."")",0.0
-,"('#lucette', 'Yeu bous disy que yeu soun sa fenno.')",0.0
-,"('#nerine', 'Sa femme ?')",0.0
-,"('#lucette', 'Oy.')",0.0
-,"('#nerine', 'Je vous dis que chest my, encore in coup, qui le sis.')",0.0
-,"('#lucette', ""Et yeus bous sousteni yeu, qu'aquos yeu."")",0.0
-,"('#nerine', ""Il y a quetre ans qu'il m'a éposée."")",0.0
-,"('#lucette', ""Et yeu set ans y a que m'a preso per fenno."")",0.0
-,"('#nerine', ""J'ay des gairents de tout ce que je dy."")",0.0
-,"('#lucette', 'Tout mon païs lo sap.')",0.0
-,"('#nerine', 'No ville en est témoin.')",0.0
-,"('#lucette', 'Tout Pezenas a bist notre mariatge.')",0.0
-,"('#nerine', 'Tout Chin-Quentin a assisté à no noce.')",0.0
-,"('#lucette', 'Nou y a res de tan beritable.')",0.0
-,"('#nerine', ""Il gn'y a rien de plus chertain."")",0.0
-,"('#lucette', 'Gausos-tu dire lou contrari, valisquos ?')",0.0
-,"('#nerine', 'Est-che que tu me démaintiras, méchaint homme ?')",0.0
-,"('#monsieur-de-pourceaugnac', ""Il est aussi vrai l'un que l'autre."")",0.0
-,"('#lucette', ""Quaign'impudensso !  Et coussy, miserable, nou te soubenes plus de la pauro Françon, et del paure Jeanet, que soun lous fruits de notre mariatge ?"")",0.0
-,"('#nerine', ""Bayez un peu l'insolence.  Quoi, tu ne te souviens mie de chette pauvre ainfain, no petite Madelaine, que tu m'as laichée pour gaige de ta foy ?"")",0.0
-,"('#monsieur-de-pourceaugnac', 'Voilà deux impudentes carognes !')",0.0
-,"('#lucette', ""Beny Françon, beny Jeanet, beny toustou, beny toustoune, beny fayre beyre à un payre dénaturat, la duretat qu'el a per nautres."")",0.0
-,"('#nerine', ""Venez, Madelaine, me n'ainfain, venez-ves-en ichy faire honte à vo père de l'impudainche qu'il a."")",0.0
-,"('#jeanet #fanchon #madelaine', 'Ah mon papa, mon papa, mon papa.')",0.0
-,"('#monsieur-de-pourceaugnac', 'Diantre soit des petits fils de putains !')",0.0
-,"('#lucette', ""Coussy, trayte, tu nou sios pas dins la darnière confusiu, de ressaupre à tal tous enfants, et de ferma l'aureillo à la tendresso paternello ?  Tu nou m'escaperas pas, infame ; yeu te boli seguy per tout, et te reproucha ton crime jusquos à tant que me sio beniado, et que t'ayo fayt penia, couqui, te boli fayré penia."")",0.0
-,"('#nerine', ""Ne rougis-tu mie de dire ches mots-là, et d'estre insainsible aux cairesses de chette pauvre ainfain ?  Tu ne te sauveras mie de mes pattes ; et en dépit de tes dains, je feray bien voir que je sis ta femme, et je te feray peindre."")",0.0
-,"('#jeanet #fanchon #madelaine', 'Mon papa, mon papa, mon papa.')",0.0
-,"('#monsieur-de-pourceaugnac', ""Au secours !  Au secours !  Où fuirai-je ?  Je n'en puis plus."")",0.0
-,"('#oronte', ""Allez, vous ferez bien de le faire punir, et il mérite d'être pendu."")",0.0
-,"('#sbrigani', ""Je conduis de l'oeil toutes choses, et tout ceci ne va pas mal.  Nous fatiguerons tant notre provincial, qu'il faudra, ma foi !  Qu'il déguerpisse."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Ah je suis assommé.  Quelle peine !  Quelle maudite ville !  Assassiné de tous côtés !')",0.0
-,"('#sbrigani', ""Qu'est-ce, Monsieur, est-il encore arrivé quelque chose ?"")",0.0
-,"('#monsieur-de-pourceaugnac', 'Oui.  Il pleut en ce pays des femmes et des lavements.')",0.0
-,"('#sbrigani', 'Comment donc ?')",0.0
-,"('#monsieur-de-pourceaugnac', 'Deux carognes de baragouineuses me sont venu accuser de les avoir épousé toutes deux, et me menacent de la justice.')",0.0
-,"('#sbrigani', 'Voilà une méchante affaire, et la justice en ce pays-ci est rigoureuse en diable contre cette sorte de crime.')",0.0
-,"('#monsieur-de-pourceaugnac', ""Oui : mais quand il y aurait information, ajournement, décret, et jugement obtenu par surprise, défaut et contumace, j'ai la voie de conflit de juridiction, pour temporiser et venir aux moyens de nullité qui seront dans les procédures."")",0.0
-,"('#sbrigani', ""Voilà en parler dans tous les termes ; et l'on voit bien, Monsieur, que vous êtes du métier."")",0.0
-,"('#monsieur-de-pourceaugnac', 'Moi, point du tout, je suis gentilhomme.')",0.0
-,"('#sbrigani', 'Il faut bien pour parler ainsi que vous ayez étudié la pratique.')",0.0
-,"('#monsieur-de-pourceaugnac', ""Point, ce n'est que le sens commun qui me fait juger que je serai toujours reçu à mes faits justificatifs, et qu'on ne me saurait condamner sur une simple accusation, sans un récolement et confrontation avec mes parties."")",0.0
-,"('#sbrigani', 'En voilà du plus fin encore.')",0.0
-,"('#monsieur-de-pourceaugnac', 'Ces mots-là me viennent sans que je les sache.')",0.0
-,"('#sbrigani', ""Il me semble que le sens commun d'un gentilhomme peut bien aller à concevoir ce qui est du droit et de l'ordre de la justice ; mais non pas à savoir les vrais termes de la chicane."")",0.0
-,"('#monsieur-de-pourceaugnac', ""Ce sont quelques mots que j'ai retenus en lisant les romans."")",0.0
-,"('#sbrigani', 'Ah fort bien.')",0.0
-,"('#monsieur-de-pourceaugnac', ""Pour vous montrer que je n'entends rien du tout à la chicane, je vous prie de me mener chez quelque avocat pour consulter mon affaire."")",0.0
-,"('#sbrigani', ""Je le veux, et vais vous conduire chez deux hommes fort habiles ; mais j'ai auparavant à vous avertir de n'être point surpris de leur manière de parler ; ils ont contracté du barreau certaine habitude de déclamation, qui fait que l'on dirait qu'ils chantent, et vous prendrez pour musique tout ce qu'ils vous diront."")",0.0
-,"('#monsieur-de-pourceaugnac', ""Qu'importe comme ils parlent, pourvu qu'ils me disent ce que je veux savoir."")",0.0
"('#l-avocat', 'La Polygamie est un cas,  Est un cas bien pendable. ')","('#l-avocat-trainant', 'La polygamie est un cas, Est un cas pendable.')",0.9447451233863831
"('#l-avocat-bredouilleur', ""Votre fait  Est clair et net,  Et tout le droit  Sur cet endroit  Conclut tout droit.  Si vous consultez nos Auteurs,  Législateurs et Glossateurs,  Justinian, Papinian,  Ulpian, et Tribonian,  Fernand, Rebuffe, Jean, Imole,  Paul, Castie, Julian, Barthole,  Jason, Alciat, et Cujas,  Ce grand homme si capable ;  La Polygamie est un cas,  Est un cas pendable.  Tous les Peuples policés,  Et bien sensés ;  Les Français, Anglais, Hollandais,  Danois, Suédois, Polonais,  Portugais, Espagnols, Flamands,  Italiens, Allemands,  Sur ce fait tiennent loi semblable,  Et l'affaire est sans embarras. La Polygamie est un cas,  Est un cas bien pendable.  Les deux Avocats, chantants. Messieurs d'Estival, et Gaye. Les deux Procureurs : Messieurs Beauchamp et Chicaneau. Les deux Sergents : Messieurs la Pierre, et Favier. "")","('#l-avocat-bredouilleur', ""Votre fait Est clair et net ;  Et tout le droit Sur cet endroit Conclut tout droit. Si vous consultez nos auteurs, Législateurs et glossateurs, Justinian, Papinian, Ulpian et Tribonian, Fernand, Rebuffe, Jean Imole, Paul, Castre, Julian, Barthole, Jason, Alcial, et Cujas, Ce grand homme si capable ; La polygamie est un cas, Est un cas pendable. Tous les peuples policés Et bien sensés ;  Les Français, Anglais, Hollandais, Danois, Suédois, Polonais, Portugais, Espagnols, Flamands, Italiens, Allemands, Sur ce fait tiennent loi semblable, Et l'affaire est sans embarras ;  La polygamie est un cas, Est un cas pendable. Monsieur de Pourceaugnac les bat. Deux Procureurs et deux Sergents dansent une entrée, qui finit l'acte."")",0.9723902940750122
