,quinault-proserpine,voltaire-pandore,Cost,Operation Type
170,"('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",,1.0,Insertion
171,"('#le-choeur-des-ombres', ""Loin d'ici, loin de nous, Tristes ennuis, importunes alarmes : Gardez-vous, gardez-vous D'interrompre la paix dont nous goûtons les charmes ; Gardez-vous, gardez-vous De troubler un bonheur si doux."")","('#promethee', ""C'en est assez, je pars, et je suis rassuré.  Nymphes des bois, redoublez votre zèle :  Chantez cet univers détruit et réparé.  Que tout s'embellisse à son gré,  Puisque tout est formé pour elle.  Il sort."")",0.72,Substitution
172,"('#deux-ombres', 'Ô ! Bienheureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')","('#une-nymphe', ""Voici le siècle d'or, voici le temps de plaire.  Doux loisir, ciel pur, heureux jours,  Tendres amours,  La nature est votre mère.  Comme elle durez toujours. "")",0.47,Substitution
173,"('#deux-ombres', ""Ah que ces demeures sont belles ! Que nous y passons d'heureux jours ! Quelle félicité pour les amants fidèles ! Ici les amours éternelles Ont toujours les douceurs des nouvelles amours. Ah que ces demeures sont belles ! Que nous y passons d'heureux jours."")","('#une-autre-nymphe', ""La discorde, la triste guerre,  Ne viendront plus nous affliger :  Le bonheur est né sur la terre.  Le malheur était étranger.  Les fleurs commencent à paraître :  Quelle main pourrait les flétrir ?  Les plaisirs s'empressent de naître :  Quels tyrans les feraient périr ? "")",0.47,Substitution
174,"('#deux-ombres', ""Dans ces beaux lieux, tout nous enchante, Les plaisirs y suivent nos pas ; Et plus on en jouit, plus le désir augmente D'en goûter les appas."")",,1.0,Insertion
175,"('#le-choeur-des-ombres', 'Ô bien-heureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')","('#le-choeur', ""Voici le siècle d'or, voici le temps de plaire.  Doux loisir, ciel pur, heureux jours,  Tendres amours,  La nature est votre mère.  Comme elle durez toujours. "")",0.52,Substitution
176,"('#proserpine', ""Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte De douleur, de trouble, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ? Ombres que j'interromps, souffrez ma triste plainte, Ce n'est pas pour mon coeur que vos plaisirs sont faits : Plaignez-vous avec moi du dieu qui m'a contrainte De troubler la douceur de votre heureuse paix. Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte ! De douleur, d'amour, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ?"")","('#une-nymphe', ""Vous voyez l'éloquent Mercure :  Il est avec Pandore, il confirme en ces lieux,  De la part du maître des dieux,  La paix de la nature.  Les nymphes se retirent : Pandore s'avance avec Némésis, qui paraît sous la figure de Mercure. "")",1.1,Substitution
177,"('#ascalaphe', ""Aimez qui vous aime, Rien n'est si charmant. Pluton n'est pas un dieu sujet au changement, Il vous offre son coeur avec son diadème. Aimez qui vous aime, Rien n'est si charmant. Les ombres répètent ces deux derniers vers."")","('#nemesis', ""Je vous l'ai déjà dit, Prométhée est jaloux :  Il abuse de sa puissance. "")",1.04,Substitution
178,"('#proserpine', ""Que n'est-il satisfait de sa grandeur suprême, J'étais heureuse sans amant ; Mon coeur se contentait de régner sur lui-même."")","('#pandore', ""Il est l'auteur de ma naissance,  Mon roi, mon amant, mon époux. "")",0.88,Substitution
179,"('#les-ombres', ""Rien n'est si charmant."")",,1.0,Insertion
180,"('#proserpine', 'Ah ! Sans la liberté, sans sa douceur extrême, Tout autre bien est un cruel tourment.')",,1.0,Insertion
181,"('#les-ombres', ""Aimez qui vous aime, Rien n'est si charmant."")",,1.0,Insertion
182,"('#proserpine', ""Est-ce une illusion dont le charme m'abuse, Est-ce toi, ma chère Arethuse ?"")",,1.0,Insertion
183,"('#arethuse #alphee', ""Pluton veut qu'avec vous nous demeurions ici ; Nous suivons sans effort la loi qu'il nous impose. Ce dieu veut soulager le chagrin qu'il vous cause, Et croit que par nos soins il peut être adouci. Il attend pour vous voir que de votre colère Les premiers transports soient calmés. Le dieu que vous charmez Ne songe qu'à vous plaire."")","('#nemesis', ""Il porte à trop d'excès les droits qu'il a sur vous.  Devait-il jamais vous défendre  De voir ce don charmant que vous tenez des dieux ? "")",0.45,Substitution
184,"('#proserpine', ""Que devient pour l'amour ton mépris éclatant ? Cet amant près de toi goûte un bonheur paisible."")","('#pandore', ""Il craint tout : son amour est tendre,  Et j'aime à complaire à ses voeux. "")",0.14,Substitution
185,"('#arethuse', ""Rien n'est impossible À l'amour constant. En vain je présumais tant D'avoir un coeur invincible, Rien n'est impossible À l'amour constant."")","('#nemesis', ""Il en exige trop, adorable Pandore :  Il n'a point fait pour vous ce que vous méritez.  Il put en vous formant vous donner des beautés  Dont vous manquez peut-être encore. "")",1.21,Substitution
186,"('#alphee', ""Qu'un amant fidèle est content D'engager ce qu'il aime à devenir sensible !"")","('#pandore', ""Il m'a fait un coeur tendre, il me charme, il m'adore :  Pouvait-il mieux m'embellir ? "")",0.51,Substitution
187,"('#arethuse #alphee', ""Rien n'est impossible À l'amour constant."")",,1.0,Insertion
188,"('#ascalaphe', 'Pluton pourra trouver un favorable instant Ou son amour pour vous deviendra moins terrible.')",,1.0,Insertion
189,"('#arethuse #alphee #ascalaphe', ""Rien n'est impossible À l'amour constant. Voyez ce beau séjour, ces charmantes campagnes, Ces vallons écartés, ces paisibles forêts."")","('#nemesis', 'Vos charmes périront. ')",1.38,Substitution
190,"('#proserpine', 'Ne reverrai-je plus Cérès ? Ne reverrai-je plus mes fidèles compagnes ?')",,1.0,Insertion
191,"('#ascalaphe', ""Vous avez par malheur goûté de quelques grains D'un fruit de ces lieux souterrains."")",,1.0,Insertion
192,"('#arethuse #alphee', 'Pluton le sait, il vient de nous le dire.')",,1.0,Insertion
193,"('#ascalaphe', ""J'ai pris soin de l'en avertir. Par l'arrêt du destin, le dieu de cet empire Peut vous voir désormais autant qu'il le désire."")",,1.0,Insertion
194,"('#arethuse #alphee #ascalaphe', ""Jamais s'il n'y veut consentir, Du séjour des enfers vous ne pourrez sortir."")",,1.0,Insertion
195,"('#proserpine', ""Je ne verrai jamais la lumière céleste ! Dans une ardente soif, par un secours funeste, C'est toi qui m'as montré ce fruit si dangereux : Tu m'as caché l'arrêt du destin rigoureux ; Perfide, c'est toi qui m'abuse, Et c'est toi-même qui m'accuse ? Ah ! Du moins, le destin exaucera les voeux De ma juste vengeance : Tu ne surprendras plus la crédule innocence ; Tu seras un objet affreux, Et d'un présage malheureux ; Va, cruel, va languir dans l'horreur des ténèbres ; Va, deviens, s'il se peut, aussi triste que moi. Que tes cris soient des cris funèbres ; Que le sombre chagrin, que le mortel effroi ; Ne se lassent jamais de voler après toi. Ascalaphe se transforme en hibou, et s'envole."")",,1.0,Insertion
196,"('#proserpine', 'Venez-vous contre moi défendre un téméraire ?')",,1.0,Insertion
197,"('#pluton', ""Votre pouvoir ici ne sera point borné ; On n'est point innocent quand on peut vous déplaire : Épuisez, s'il se peut sur cet infortuné, Tous les traits de votre colère."")",,1.0,Insertion
198,"('#proserpine', ""Tout ressent ici bas mon trouble et ma terreur : Les ombres sans trembler ne peuvent plus m'entendre, Ne souffrez pas que ma fureur De cet heureux séjour, fasse un séjour d'horreur, À la clarté du ciel, hâtez-vous de me rendre."")","('#pandore', 'Vous me faites frémir ! ')",0.63,Substitution
199,"('#pluton', ""Ne regrettez point tant la lumière des cieux. Des astres faits pour nous éclairent ces beaux lieux ; Jamais un verdoyant feuillage Ne cesse de parer les arbres de nos bois, Sans cesse dans nos champs nous trouvons à la fois Des fruits, des fleurs, et de l'ombrage, Et le temps affreux des frimas Est la seule saison que l'on n'y connaît pas."")",,1.0,Insertion
200,"('#proserpine', ""Mon triste coeur ne peut connaître La douceur des appas qu'on voit ici paraître, Hélas ! Ces lieux si beaux où je frémis d'effroi, Sont toujours les enfers pour moi."")","('#nemesis', 'Cette boîte mystérieuse  Immortalise la beauté :  Vous serez, en ouvrant ce trésor enchanté,  Toujours belle, toujours heureuse :  Vous régnerez sur votre époux :  Il sera soumis et facile.  Craignez un tyran jaloux :  Formez un sujet docile. ')",0.86,Substitution
201,"('#pluton', ""Je suis roi des enfers, Neptune est le roi de l'onde, Nous regardons avec des yeux jaloux Jupiter plus heureux que nous ; Son sceptre est le premier des trois sceptres du monde. Mais si de votre coeur j'étais victorieux, Je serais plus content d'adorer vos beaux yeux Au milieu des enfers dans une paix profonde, Que Jupiter le plus heureux des dieux N'est content d'être roi de la terre et des cieux."")","('#pandore', ""Non, il est mon amant, il doit l'être à jamais.  Il est mon roi, mon dieu, pourvu qu'il soit fidèle.  C'est pour l'aimer toujours qu'il faut être immortelle :  C'est pour le mieux charmer que je veux plus d'attraits. "")",0.62,Substitution
202,"('#proserpine', ""Que deviendra Cérès à qui je suis si chère ? Qu'elle surprise ! Hélas ! Quelle douleur amère ! Hélas !"")",,1.0,Insertion
203,"('#pluton', ""Ne donnerez-vous Des soupirs qu'à votre mère ? Aimez, beauté trop sévère, Les soupirs d'amour sont doux."")","('#nemesis', ""Ah ! C'est trop vous en défendre : Je sers vos tendres amours :  Je ne veux que vous apprendre  À plaire, à brûler toujours. "")",0.58,Substitution
204,"('#proserpine', ""D'un insensible coeur que pouvez-vous attendre ?"")","('#pandore', ""Mais n'abusez-vous point de ma faible innocence ?  Auriez-vous tant de cruauté ? "")",0.94,Substitution
205,"('#pluton', ""J'ignorais le pouvoir des traits qui m'ont surpris, Mon coeur ne connaissait rien de doux ni de tendre. Ne pourrai-je vous apprendre Ce que vous m'avez appris ?"")","('#nemesis', 'Ah ! Qui pourrait tromper une jeune beauté ?  Tout prendrait votre défense. ')",1.41,Substitution
206,"('#proserpine', ""Dieu cruel ! Vous n'aimez que les pleurs et les cris. Deviez-vous aux enfers me contraindre à descendre ? Vous m'ôtez le bonheur qui m'était destiné ?"")","('#pandore', 'Hélas ! Je mourrais de douleur,  Si je méritais sa colère,  Si je pouvais déplaire  Au maître de mon coeur. ')",0.53,Substitution
207,"('#pluton', ""Est-ce à moi qu'il faut vous en prendre ? Accusez-en l'amour que vous m'avez donné."")",,1.0,Insertion
208,"('#proserpine', ""Voulez-vous me causer d'éternelles alarmes ?"")","('#nemesis', 'Au nom de la nature entière,  Au nom de votre époux, rendez-vous à ma voix. ')",0.69,Substitution
209,"('#pluton', ""Voulez-vous me causer d'éternels déplaisirs ?"")","('#pandore', ""Ce nom l'emporte, et je vous crois :  Ouvrons.  Quelle vapeur épaisse, épouvantable,  M'a dérobé le jour, et troublé tous mes sens ?  Dieu trompeur, ministre implacable !  Ah ! Quels maux affreux je ressens !  Je me vois punie et coupable.  Elle ouvre la boîte : la nuit se répand sur le théâtre, et l'on entend un bruit souterrain."")",1.14,Substitution
210,"('#proserpine', 'Laissez-moi suivre en paix mes innocents désirs.')",,1.0,Insertion
211,"('#pluton', 'Laissez-moi la douceur de voir toujours vos charmes')",,1.0,Insertion
212,"('#proserpine', 'Voyez couler mes larmes.')",,1.0,Insertion
213,"('#pluton', 'Écoutez mes soupirs. Pluton et Proserpine ensemble.')","('#nemesis', ""Fuyons de la terre et des airs.  Jupiter est vengé, rentrons dans les enfers.  Némésis s'abîme : Pandore est évanouie sur un lit de gazon."")",1.14,Substitution
214,"('#pluton', 'Mon amour fidèle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",,1.0,Insertion
215,"('#proserpine', 'Ma douleur mortelle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",,1.0,Insertion
216,"('#pluton', ""N'importe, fussiez-vous cent fois plus inhumaine, Mon amour entreprend de vaincre votre haine."")",,1.0,Insertion
217,"('#pluton', ""Que l'on suspende ici les tourments éternels Des plus criminels : Qu'aux enfers en ce jour tout soit exempt de peine. Vous qu'un heureux repos suit après le trépas, Et vous, dieux, mes sujets, venez, hâtez vos pas, Rendez hommage à votre reine : Admirez ses divins appas. Régnez aimable souveraine, Régnez à jamais ici bas."")","('#promethee', ""Ô surprise ! Ô douleur profonde !  Fatale absence ! Horribles changements !  Quels astres malfaisants  Ont flétri la face du monde ?  Je ne vois point Pandore : elle ne répond pas  Aux accents de ma voix plaintive.  Pandore ! mais, hélas ! de l'infernale rive  Les monstres déchaînés volent dans ces climats. "")",0.75,Substitution
218,"('#les-choeurs', 'Rendons hommage à notre reine, Admirons ses divins appas. Régnez, aimable souveraine, Régnez à jamais ici-bas.')",,1.0,Insertion
219,"('#choeur-des-ombres', ""C'est assez de regrets ; C'est verser trop de larmes, Goûtez les attraits Du destin plein de charmes, Pluton aime mieux que Cérès. Une mère Vaut-elle un époux ? L'amour doit toujours plaire, Les soins en sont doux. Un coeur est trop sauvage S'il change l'usage D'un bien si charmant, Et c'est grand dommage D'en faire un tourment. Triomphez dans ces lieux : C'est pour vous que soupire L'un des plus grands dieux, Possédez son empire. Tout cède au pouvoir de vos yeux. Une mère Vaut-elle un époux, etc."")","('#furies-et-demons', ""Les temps sont remplis :  Voici notre empire :  Tout ce qui respire  Nous sera soumis.  La triste froidure  Glace la nature  Dans les flancs du Nord.  La Crainte tremblante,  L'injure arrogante,  Le sombre Remord,  La Guerre sanglante,  Arbitre du sort,  Toutes les furies  Vont avec transport  Dans ces lieux impies  Apporter la mort. "")",0.31,Substitution
220,"('#les-choeurs', ""Dans les enfers Tout rit, tout chante ; On vous doit, beauté charmante, La douceur de nos concerts. Un dieu sévère Par vos yeux est enflammé, Tout son empire vous révère ; Qu'il est doux d'avoir charmé Un coeur qui n'a jamais aimé. Que vos appas Auront de gloire ! Ils étendent leur victoire Jusqu'où règne le trépas. Un dieu sévère, etc."")","('#promethee', ""Quoi ! La mort en ces lieux s'est donc fait un passage !  Quoi ! La terre a perdu son éternel printemps,  Et ses malheureux habitants  Sont tombés en partage  A la fureur des dieux, de l'enfer, et du temps !  Ces nymphes de leurs pleurs arrosent ce rivage.  Pandore ! Cher objet, ma vie et mon image,  Chef-d'oeuvre de mes mains, idole de mon coeur,  Répondez à ma douleur.  Je la vois, de ses sens elle a perdu l'usage. "")",0.12,Substitution
221,"('#pluton', ""Vous qui reconnaissez ma suprême puissance, Donnez-moi des conseils, donnez-moi du secours. L'orgueilleux Jupiter m'offense, Il veut rompre aujourd'hui l'heureuse intelligence Que nous avions juré de conserver toujours. Les dieux ont aimé tous, et le Dieu du ciel-même S'est laissé cent fois enflammer. C'est la première fois que j'aime, Et l'on veut me ravir ce qui ma su charmer. Ah ! C'est une rigueur extrême De condamner un coeur à ne jamais aimer. C'est votre reine qu'on demande : Jupiter veut que je la rende, Et Mercure prétend l'enlever d'ici bas. Pouvons-nous endurer que l'on nous la ravisse ?"")","('#pandore', ""Ah ! Je suis indigne de vous :  J'ai perdu l'univers, j'ai trahi mon époux.  Punissez-moi : nos maux sont mon ouvrage.  Frappez. "")",0.34,Substitution
222,"('#le-choeur', ""Non, non, c'est une injustice Que nous ne souffrirons-pas."")","('#promethee', 'Moi, la punir ! ')",0.7,Substitution
223,"('#pluton', ""Et par quel droit faut-il que Jupiter s'obstine À troubler le bonheur que l'amour me destine ? Mon pouvoir n'est-il pas indépendant du sien ? Gardons Proserpine, Les enfers ne rendent rien. Le choeur répète ces deux vers."")",,1.0,Insertion
224,"('#les-trois-juges-des-enfers', ""Proserpine a goûté des fruits de votre empire, Elle est à vous, on ne peut vous l'ôter. Aux arrêts du destin les dieux doivent souscrire, C'est vainement qu'on y veut résister."")","('#pandore', 'Frappez, arrachez-moi  Cette vie odieuse  Que vous rendiez heureuse,  Ce jour que je vous dois. ')",0.92,Substitution
225,"('#pluton', ""Que le ciel menace, qu'il tonne ; Il faut que rien ne nous étonne, Nous avons pour nous en ce jour, Les destins et l'amour. Le choeur répète ces quatre vers."")",,1.0,Insertion
226,"('#les-trois-furies', ""Plutôt que de souffrir l'injure Que le ciel veut faire aux enfers, Renversons toute la nature Périsse l'univers. Le choeur répète les deux derniers vers."")",,1.0,Insertion
227,"('#une-des-furies', 'Retirons les géants de leur prison obscure ; Des titans enchaînés il faut briser les fers :')",,1.0,Insertion
228,"('#les-furies #lechoeur', ""Renversons toute la nature, Périsse l'univers."")",,1.0,Insertion
229,"('#ceres', ""Déserts écartés, sombres lieux, Cachez mes soupirs et mes larmes. Mon désespoir a trop de charmes Pour les impitoyables dieux. Déserts écarté, sombres lieux, Cachez mes soupirs, et mes larmes. Les dieux étaient jaloux de mon sort glorieux ; C'est un doux spectacle à leurs yeux Que les malheurs cruels dont je suis poursuivie : Ils se font un plaisir de mes cris furieux ; Jupiter m'a livrée à leur barbare envie : Jupiter me trahit, ma fille m'est ravie. Je perds ce que j'aimais le mieux ; Infortunée, hélas ! Le jour m'est odieux, Et je suis pour jamais condamnée à la vie. Ah ! Je ne puis souffrir la lumière des cieux ! Mon désespoir a trop de charmes Pour les impitoyables dieux ; Déserts écartés, sombres lieux, Cachez mes soupirs, et mes larmes."")","('#choeur-des-nymphes', ""Tendre époux, essuyez ses larmes :  Faites grâce à tant de beauté :  L'excès de sa fragilité  Ne saurait égaler ses charmes. "")",0.27,Substitution
230,"('#ceres', ""Quels abîmes se sont ouverts ? Qu'entends-je ? Quel affreux murmure !"")","('#promethee', 'Quoi ! Malgré ma prière, et malgré vos serments,  Vous avez donc ouvert cette boîte odieuse ? ')",0.86,Substitution
231,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers."")",,1.0,Insertion
232,"('#ceres', ""Le ciel n'est point touché des maux que j'ai soufferts, L'enfer prendrait-il part aux peines que j'endure."")",,1.0,Insertion
233,"('#voix-infernales', ""Renversons toute la nature. Périsse l'univers. Cérès répète ce dernier vers."")",,1.0,Insertion
234,"('#ceres', ""Ne m'apprendrez-vous point où ma fille peut être ?"")",,1.0,Insertion
235,"('#arethuse', ""Votre ennemi secret veut se faire connaître ; Enfin vous pouvez tout savoir. De l'empire infernal le redoutable maître Tient votre fille en son pouvoir."")",,1.0,Insertion
236,"('#ceres', ""L'enfer retient ma fille ! ô ciel ! ô sort barbare ! L'éternelle nuit nous sépare ! Ma chère Proserpine... ô regrets superflus ! Hélas ! Je ne la verrai plus ! Dieux ! Ma fille n'est point coupable, Pourquoi Pluton inexorable Veut-il dans les enfers l'accabler de douleur ?"")","('#pandore', 'Un dieu cruel, par ses enchantements,  A séduit ma raison faible et trop curieuse.  Ô fatale crédulité !  Tous les maux sont sortis de ce don détesté,  Tous les maux sont venus de la triste Pandore. \n')",0.41,Substitution
237,"('#arethuse #alphee', ""C'est quelquefois un grand malheur Que d'être trop aimable."")",,1.0,Insertion
238,"('#ceres', ""Pluton l'aime ! Et l'amour pour me désespérer Fait soupirer un coeur qui doit être inflexible !"")","('#l-amour', ""Tous les biens sont à vous, l'Amour vous reste encore.  Le théâtre change, et représente le palais de l'Amour."")",1.31,Substitution
239,"('#arethuse #alphee', ""Quel coeur se peut assurer D'être toujours insensible ? Quel coeur se peut assurer. De ne jamais soupirer ?"")","('#l-amour', ""Je combattrai pour vous le Destin rigoureux.  Aux humains j'ai donné l'être :  Ils ne seront point malheureux  Quand ils n'auront que moi pour maître. "")",1.14,Substitution
240,"('#alphee', ""Le dieu qui pour elle soupire Est un des trois grands dieux, maîtres de l'univers."")","('#pandore', ""Consolateur charmant, dieu digne de mes voeux,  Vous qui vivez dans moi, vous, l'âme de mon âme,  Punissez Jupiter en redoublant la flamme  Dont vous nous embrasez tous deux. "")",0.69,Substitution
241,"('#arethuse', ""Elle est reine d'un vaste empire."")",,1.0,Insertion
242,"('#arethuse #alphee', 'Il est beau de régner même dans les enfers.')",,1.0,Insertion
243,"('#ceres', ""Quelque honneur qu'aux enfers on s'empresse à lui rendre, Elle n'en peut sortir, et je n'y puis descendre : Je la perds, je perds tout espoir Je ne pourrai jamais la voir."")",,1.0,Insertion
244,"('#arethuse #alphee', ""Jupiter la demande, et l'enfer plein d'alarmes Pour la garder a pris les armes."")",,1.0,Insertion
245,"('#ceres', ""Jupiter n'est donc pas insensible aux regrets De la malheureuse Cérès ? Obtenez Dieu puissant que ma fille revienne ; Sans troubler votre paix j'irais suivre ses pas Si je pouvais passer dans la nuit du trépas : Ne souffrez plus que l'enfer la retienne, Grand dieu, c'est votre fille aussi bien que la mienne, C'est votre fille, hélas ! Ne l'abandonnez pas."")","('#promethee #pandore', ""Le ciel en vain sur nous rassemble  Les maux, la crainte, et l'horreur de mourir.  Nous souffrirons ensemble,  Et ce n'est point souffrir."")",0.66,Substitution
246,"('#mercure', ""Tous les dieux sont d'accord, pour vous tout s'intéresse, Proserpine verra le jour, Elle suivra Cérès et Pluton tour à tour, Elle partagera son temps et sa tendresse Entre la nature et l'amour. Vous verrez votre fille, et Jupiter lui-même A pris soin qu'à vos voeux le sort ait répondu."")","('#l-amour', ""Descendez, douce Espérance,  Venez, Désirs flatteurs :  Habitez dans tous les coeurs,  Vous serez leur jouissance.  Fussiez-vous trompeurs,  C'est vous qu'on implore :  Par vous on jouit,  Au moment qui passe et qui fuit,  Du moment qui n'est pas encore. "")",0.72,Substitution
247,"('#ceres', ""Après une peine extrême Qu'un bien qu'on avait perdu Est doux quand il est rendu Par les soins de ce qu'on aime."")",,1.0,Insertion
248,"('#mercure', ""L'hymen assemble tous les dieux De l'empire infernal de la terre et des cieux. Le ciel s'ouvre, et Jupiter paraît accompagné des divinités célestes. Pluton et Proserpine, sortent des enfers assis sur un trône, ou Cérès, va prendre place près de sa fille. Une troupe de divinités infernales richement parées, accompagnent Pluton. Et une troupe de divinités de la terre viennent prendre part à la joie de Cérès, et à la gloire de Proserpine."")",,1.0,Insertion
249,"('#jupiter', ""Cérès, que de vos pleurs le triste cours finisse ; Qu'avec Pluton Proserpine s'unisse. Que l'on enchaîne pour jamais La discorde et la guerre, Dans les enfers, dans les cieux, sur la terre, Tout doit jouir d'une éternelle paix. Les choeurs répètent ces quatre derniers vers, et les divinités célestes, terrestres et infernales, témoignent par leurs chants et par leurs danses la joie qu'ils ont de voir l'intelligence rétablie entre les plus grands dieux du monde, par le mariage de Pluton et de Proserpine."")","('#pandore', ""Des destins la chaîne redoutable  Nous entraîne à d'éternels malheurs :  Mais l'Espoir, à jamais secourable,  De ses mains viendra sécher nos pleurs.  Dans nos maux il sera des délices :  Nous aurons de charmantes erreurs :  Nous serons au bord des précipices,  Mais l'Amour les couvrira de fleurs. "")",0.41,Substitution
