barante-arlequin-misanthrope,dufresny-depart-des-comediens,Score
-,"('#colombine', ""J'aurai le profit du jeu, et toi tu fourniras les cartes.  Pour ce qui est des habits, je prendrai les jupes, et tu garderas les manteaux."")",0.0
-,"('#pierrot', 'Je le veux bien. Pierrot et Colombine se retirent. ')",0.0
-,"('#arlequin', ""Et vous monsieur le mystérieux, méditez-vous quelque chose d'utile pour votre fortune ?  Que prétendez-vous faire pour vous enrichir ?"")",0.0
-,"('#octave', 'Moi ?  Rien.')",0.0
-,"('#arlequin', 'Rien ?')",0.0
-,"('#octave', 'Rien du tout.')",0.0
-,"('#arlequin', ""Faire rien serait un excellent emploi, s'il y avait des appointements."")",0.0
-,"('#octave', 'Je ne ferai rien, vous dis-je ; et si, je gagnerai plus que pas un de la troupe.')",0.0
-,"('#arlequin', 'Apprenez-moi votre secret.')",0.0
-,"('#octave', ""Je me lèverai tous les jours à dix heures ; et de là jusqu'à midi, je tiendrai conseil à ma toilette sur les ajustements de l'habit du jour."")",0.0
-,"('#arlequin', ""Oui : mais ces ajustements de l'habit du jour, où les prendrez-vous, si vous n'avez point de métier pour les gagner."")",0.0
-,"('#octave', 'Où je les prendrai ?  Ah, ah ! Où je les prendrai !  Je vois bien que tu ne te connais pas en physionomie. Il rit.')",0.0
-,"('#arlequin', ""Ah, ah, je vous entends. C'est-à-dire, vous dépenserez les libéralités de quelque vieille dupe, qui se sera fort mal à propos coiffée de votre noire peau."")",0.0
-,"('#octave', 'À midi, je prendrai un consommé.  À...')",0.0
-,"('#arlequin', ""Je vous quitte de ce détail-là ; je sais par coeur le journal coquet d'un comédien distingué.  Mais, faites-vous réflexion que nous fermons le théâtre, et qu'en France on oublie bien vite ce qu'on n'a plus devant les yeux ?  Croyez-moi, quelque mérite qu'ait un acteur, il cesse de briller quand le théâtre ne le met plus en vogue."")",0.0
-,"('#octave', ""Je veux me retirer vous dis-je.  Le mérite le plus caché est celui que les dames recherchent avec le plus d'empressement."")",0.0
-,"('#arlequin', ""Il est certain négoce où l'on perd beaucoup en quittant boutique."")",0.0
-,"('#octave', ""On n'a que faire d'enseigne, quand on est bien achalandé."")",0.0
-,"('#arlequin', ""Quand on trafique des colifichets, et qu'on n'a que des babioles à vendre, il faut étaler en place marchande pour en avoir le débit.  En un mot, je ne veux point m'associer avec vous."")",0.0
-,"('#octave', ""Va, va, je n'ai que faire de ta société ; je trouverai bien dans Paris quelque illustre associé qui m'apprendra le fin du commerce."")",0.0
-,"('#arlequin', ""À quel emploi vous destinez-vous, s'il vous plaît ?"")",0.0
-,"('#le-comedien', ""Moi ?  Je suis retenu auprès d'une comtesse."")",0.0
-,"('#arlequin', 'Est-ce en qualité de singe ou de doguin ?')",0.0
-,"('#le-comedien', ""Non : c'est pour lui apprendre la langue."")",0.0
-,"('#arlequin', 'Hé, quelle langue ?  Grecque, latine, hébraïque, syriaque ?')",0.0
-,"('#le-comedien', ""Non, c'est la langue des mines agréables, gentilles, et mignonnes."")",0.0
-,"('#arlequin', ""Le langage minaudier ?  Diable !  C'est une mère langue, une langue vivante : car les vieilles minaudent aussi volontiers que les jeunes.  Montrez-moi un peu le dictionnaire et la grammaire de cette langue-là."")",0.0
-,"('#le-comedien', 'Le dictionnaire : le voilà. Il fait une grimace. ')",0.0
-,"('#arlequin', ""Voilà un dictionnaire d'une vilaine impression.  Faites-moi voir dans votre grammaire quelque dialogue entre une femme et un officier, qui se parlent d'une loge à l'autre. Le Comédien fait des grimaces épouvantables, tantôt d'un côté, tantôt de l'autre, pour marquer l'homme et la femme. "")",0.0
-,"('#arlequin', ""Fi, fi !  Arrêtez-vous, je n'en veux pas voir davantage.  Voulez-vous prendre un conseil d'ami ?  C'est de vous en aller à la campagne, et tâcher de vous louer pour épouvantail en quelque chènevière : car tant que vous resterez dans la troupe, vous volerez la part, et vous ferez fuir les spectateurs.  À le bien prendre, vous n'êtes propre à rien."")",0.0
-,"('#arlequin', ""Et vous, monsieur, qu'allez-vous faire ?"")",0.0
-,"('#pasquariel', ""Je m'en vais avec ma soeur jouer l'opéra en vendange."")",0.0
-,"('#arlequin', 'Comment donc ?')",0.0
-,"('#mezzetin', ""Oui, monsieur.  Voyant qu'il n'y a plus rien à faire à la comédie, nous nous en allons jouer un opéra à la campagne.  Si vous voulez vous associer à nous, tenez, voilà toutes nos machines. Il montre une espèce de paravent que le comédien porte sur le dos, et qu'il pose à terre. "")",0.0
-,"('#arlequin', ""J'irais volontiers avec vous, mais je ne sais pas la musique."")",0.0
-,"('#pasquariel', ""Bon : et en faut-il savoir pour chanter à l'opéra ?  Nous ne la savons pas non plus, nous autres.  Nous avons mis Bellérophon sur les airs du pont-neuf : et si voulez être des nôtres, nous vous donnerons votre rôle, que vous chanterez à livre ouvert."")",0.0
-,"('#arlequin', 'Et quel rôle me donnerez-vous ?')",0.0
-,"('#mezzetin', 'Celui de Bellérophon.  Tenez, le voilà.  Essayons pour voir.')",0.0
-,"('#arlequin', ""Princesse, tout conspire à couronner ma flamme,  Sentez-vous le plaisir qui règne dans mon âme ?  Je le veux bien. Mezzetin embrasse Arlequin, et en l'embrassant lui attache son tablier aux épaules, ce qui forme un habit à la romaine. Arlequin, se trouvant habillé en Bellérophon chante sur l'air, Sur le pont d'Avignon."")",0.0
-,"('#mezzetin', ""J'ai toujours partagé vos peines,  Je dois partager vos plaisirs."")",0.0
-,"('#arlequin', ""Qu'un si doux aveu me doit plaire,  Qu'il rend mon destin glorieux ! "")",0.0
-,"('#mezzetin', ""Quand ma bouche pourrait se taire  L'amour ferait parler mes yeux. "")",0.0
-,"('#arlequin', ""Reçois, reçois, grand Apollon,  Reçois, reçois, grand Apollon,  Reçois ce sacrifice ;  Fais que le ciel, fais que le ciel à nos voeux soit propice. Tout cela va fort bien : mais certaine Sténobée jalouse, pria Amisodar de prier tous les cinquante mille diables de former un monstre de peinture et de carton, pour dévorer Bellérophon.  Bellérophon va prier le roi, le roi prie le sacrificateur, le sacrificateur prie la pythie, la pythie prie l'oracle, l'oracle prie Apollon, Apollon prie le tonnerre, le tonnerre...  Mais voyons un peu le sacrifice. Mezzetin prenant la robe de chambre de Pasquariel, devient sacrificateur, et Pasquariel reste avec un habit de prêtresse, et donne une bouteille de vin à Mezzetin, qui chante sur l'air : Ami, ne quittons point Créteil."")",0.0
-,"('#arlequin', ""Il faut verser le vin sur l'animal."")",0.0
-,"('#mezzetin', 'Quelle bête était-ce ?')",0.0
-,"('#arlequin', 'Un boeuf.')",0.0
-,"('#mezzetin', ""Par ce vin que je trouve bon,  Apollon, faites-moi raison.  Au glou de ma bouteille,  Hé bien,  Les dieux prêtent l'oreille,  Vous m'entendez bien.  Boeuf ou âne, n'importe. Il boit et chante sur l'air : Vous m'entendez bien. "")",0.0
-,"('#la-pretresse', ""Chut, chut, gardez tous un silence extrême,  Je vois trembler le temple d'Apollon.  Il vous entend, il va parler lui-même.  Il va tonner à peu près sur le même ton,  Ton re lon, ton ton, tontaine, la tontaine, la ton ton.  On remue le paravent.  Le paravent s'ouvre. "")",0.0
-,"('#arlequin', ""Un des fils de Neptune  Apaisera dit-on,  La déleste rancune ;  Mais il lui faut Nanon. Flon, flon, etc.  Pendant qu'Arlequin est derrière le paravent, on lui met un manteau royal. "")",0.0
-,"('#le-sacrificateur', 'Voici le Roi.')",0.0
-,"('#arlequin', ""Vous l'avez entendu, je n'ai rien à vous dire,  Je plains vos déplaisirs, avec vous j'en soupire :  Mais rien n'est préférable  Au repos de ces lieux.  Allez-vous-en au diable,  Soumettons-nous aux dieux. "")",0.0
-,"('#le-sacrificateur', 'Le monstre redouble sa rage. Le voilà qui vient, sauvez-vous. Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.')",0.0
-,"('#arlequin', ""Voilà qui est fait, je vais avec vous autres. Allons jouer l'opéra aux vendanges. Prenons auparavant congé de ces messieurs. Il montre les auditeurs. Ici tous les violons jouent, et tous les comédiens chantent ce qui suit. "")",0.0
-,"('#arlequin', 'Adieu théâtre, adieu balcons.  Adieu loges, adieu parterre.')",0.0
-,"('#leandre', 'Adieu fillettes et garçons,  Plus assidus que père et mère. ')",0.0
-,"('#colombine', 'Dieu bons bourgeois de Paris  Qui veniez nous voir le dimanche.')",0.0
"('#arlequin', 'Des femmes ?')","('#mezzetin', 'Adieu femmes, dont les maris  Trouvaient ici leurs places franches. ')",0.4373440146446228
"('#pierrot', ""Oui, des femmes.  Il y en a de jeunes et de vieilles.  Il y en a de pimpantes comme des poupées du Palais, et d'autres qui ont l'air sainte Nitouche.  Il y a encore des abbés."")","('#la-chanteuse', 'Adieu grands et petits collets,  Adieu gens de robe et finance.')",0.1823391169309616
"('#arlequin', 'Des Abbés ?')","('#pierrot', 'Vous pouvez vendre vos sifflets,  À tous les chaudronniers de France.')",0.1840648055076599
"('#pierrot', ""Oh, pour ceux-là, ils m'ont bien fait rire.  Il y avait un petit rougeau qui se plaignait de vapeurs, et un autre endévait d'avoir perdu sa boîte à mouches."")","('#arlequin', ""Revenez tous encor demain,  Voir partir la troupe dolente.  Plus le parterre sera plein,  Plus la chose sera touchante.  Avant de nous séparer,  J'ai bien des choses à vous dire.  Si notre adieu vous fait pleurer,  Votre argent nous fera bien rire. "")",0.25938695669174194
