,la-fontaine-daphne,quinault-proserpine,Cost,Operation Type
181,"('#daphne #leucippe', ""Ô bienheureux soupirs, favorables moments Où l'un et l'autre coeur, plein de doux sentiments, Aime, et le dit, et se fait croire ! Les dieux, dans leurs ravissements, Les dieux, au milieu de leur gloire, Sont moins dieux quelquefois que ne sont les amants."")","('#ceres', ""Je vais revoir ma fille, elle est dans ces campagnes : Je viens d'y voir les nymphes ses compagnes. Je vais goûter près d'elle un sort doux et charmant. Hélas ! Qu'un tendre amour accroît l'empressement De la tendresse maternelle. Proserpine est pour moi le gage précieux De l'amour le plus grand des dieux, C'est Jupiter que j'aime en elle. J'ai rendu les humains heureux, Mes travaux ont comblé leurs voeux ; Il m'est permis enfin d'être heureuse moi-même : Après avoir acquis un immortel honneur, Quand chacun par mes soins goûte un bonheur extrême Qu'il m'est doux de songer à mon propre bonheur. Les nymphes de ces lieux semblent fuir ma présence : Proserpine ? Ma fille ? Ah quel triste silence ! Est-ce ainsi qu'on devait dans cet heureux séjour Se réjouir de mon retour ? Venez, nymphes, venez, que ma fille s'avance. Venez, dieux des bois, venez-tous."")",0.22,Substitution
182,,"('#ceres', ""Ma fille n'est pas avec vous ! Quoi, donc, est-ce le soin que vous en deviez prendre ? Rendez-moi Proserpine. Au lieu de me la rendre, Vous m'offrez seulement des soupirs et des pleurs ?"")",1.0,Deletion
183,,"('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah quelles seront vos douleurs.')",1.0,Deletion
184,,"('#ceres', ""Ciel ! On m'ôte ma fille ! Et qui l'ose entreprendre ?"")",1.0,Deletion
185,,"('#deux-nymphes', ""Nous n'avons pu l'apprendre, Et l'on a pris le temps que nous cueillions des fleurs."")",1.0,Deletion
186,"('#leucippe', 'Je bénis mon destin, et cependant Pénée Favorise mon rival.')","('#ceres', ""J'ai cru qu'un doux repos devait ici m'attendre, Et je n'y trouve, hélas ! Que de cruels malheurs."")",1.15,Substitution
187,,"('#le-choeur', 'Ô Cérès ! Ô mère trop tendre ! Ah ! Quelles seront vos douleurs !')",1.0,Deletion
188,"('#daphne', ""Quand il aurait pour lui le dieu même hyménée, Ce n'est pas son bonheur qui fera votre mal."")","('#cyane', ""Je ressens vos ennuis, et j'en suis trop atteinte, Quoiqu'il puisse arriver, vous allez tout savoir. Il faut que mon devoir L'emporte sur ma crainte."")",1.11,Substitution
189,"('#leucippe', 'Et mon bien ?')","('#ceres', 'Parle, ma chère Cyané ; Soulage un coeur infortuné.')",1.55,Substitution
190,"('#daphne', ""Attendez la réponse d'Ismèle : Peut-être elle sera favorable à nos voeux. Allez : il reviendra quelque moment heureux ; Daphné craint qu'on ne trouve un amant avec elle."")","('#cyane', ""J'ai suivi Proserpine, et j'ai pris sa défense ! Hélas tous mes efforts pour elle ont été vains ! Son écharpe est entre mes mains..."")",1.81,Substitution
191,"('#daphne', ""Que notre sexe a d'ennemis ! A combien de tyrans le destin l'a soumis ! Des amants importuns, un père inexorable, Un devoir impitoyable ; Tout combat nos désirs : trop heureuses encor Si nous n'avions que cette peine ! Mais il faut, par un double effort, Ainsi que notre amour, surmonter notre haine."")","('#ceres', ""Ce cher et triste objet presse encore ma vengeance. Hâte-toi de nommer l'ennemi qui m'offense."")",0.62,Substitution
192,,"('#cyane', ""C'est... c'est..."")",1.0,Deletion
193,,"('#ceres', 'Achève.')",1.0,Deletion
194,,"('#cyane', ""C'est..."")",1.0,Deletion
195,,"('#ceres #le-choeur', ""Ah ! Quel malheur nouveau ! Cyané perd la voix et n'est plus qu'un ruisseau."")",1.0,Deletion
196,,"('#ceres', 'Ô malheureuse mère !')",1.0,Deletion
197,,"('#le-choeur', 'Ô trop malheureuse Cérès !')",1.0,Deletion
198,"('#penee', 'Daphné, rendez grâces aux dieux : Cet ours fatal aux bergeries, Fatal aux autres ours, teint de sang nos prairies ; Tharsis a vaincu seul ce monstre furieux.')","('#ceres', ""Les dieux n'ont pu souffrir qu'une nymphe sincère M'ait découvert mes ennemis secrets. Je ne saurai donc pas sur qui lancer les traits De ma juste colère ? On me ravit une fille si chère ! Jupiter dans les cieux sourd à mes vains regrets Ne ressent plus qu'il est son père ! Ô malheureuse mère !"")",0.83,Substitution
199,,"('#le-choeur', 'Ô trop malheureuse Cérès !')",1.0,Deletion
200,"('#tharsis', ""L'Amour m'accompagnait ; lui seul en a la gloire : Ce n'est pas à mes mains qu'on doit cette victoire, Belle Daphné, c'est à vos yeux."")","('#ceres', ""Ah ! Qu'elle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux ? De cette audace criminelle Est-ce Apollon ou Mars que je dois soupçonner ? Leurs mères en fureur n'ont pu me pardonner D'avoir une fille si belle. Dois-je accuser l'amour, et sert-il aujourd'hui À me ravir un bien que je tenais de lui ? Trahirait-il mon coeur fidèle ? Ah ! Quelle injustice cruelle ! Ô dieux ! Pourquoi m'arrachez-vous Un bien que je trouvais si doux ? Par mes soins, les champs de Cybele De fruits, et de moissons viennent d'être couverts ; De mes dons précieux la richesse nouvelle Brille par mes travaux en cent climats divers, Et quand de tant de biens j'ai comblé l'univers, Les dieux percent mon coeur d'une douleur mortelle. Ah ! Quelle injustice cruelle ! Ô dieux pourquoi m'arrachez-vous Un bien que je trouvais si doux. Après un si sensible outrage, Mon coeur désespéré s'abandonne à la rage. Du monde trop heureux je veux troubler la paix : Brûlons, ravageons-tout, détruisons mes bienfaits."")",0.66,Substitution
201,"('#penee', ""Ma fille, venez voir aussi l'énorme bête. Réjouissez-vous, bergers ; Que les ours soient de la fête : Ils avaient part aux dangers."")",,1.0,Insertion
202,"('#tharsis', 'Daphné ne peut souffrir ma flamme. Si je parlais au sort ?')","('#ceres', 'Que tout se ressente De la fureur que je sens.')",0.95,Substitution
203,"('#telamon', 'Changera-t-il son âme ?')",,1.0,Insertion
204,"('#tharsis', 'Je vais le consulter. Attends ici Tharsis.')",,1.0,Insertion
205,"('#momus', ""Vous qui de votre sort, voulez être éclaircis, Consultez, comme moi, le démon de la treille ; Mon oracle est Bacchus, quand j'ai quelques soucis, Et ma sibylle est la bouteille. Cette chasse m'altère. Ah ! Si Bacchus... Je crois Que ce dieu m'entendait."")","('#le-choeur', 'Quel crime avons-nous fait ? Divinité puissante, Écoutez les clameurs des peuples gémissants.')",0.97,Substitution
206,"('#bacchus', ""Momus, monte avec moi Viens écouter d'ici tous les chants de victoire. Ces gens m'ont au spectacle invité, les voici. Quoi ! la peau de leur ours aussi ?"")","('#ceres', ""J'ai fait du bien à tous, ma fille est innocente, Et pour toucher les dieux, nos cris sont impuissants ; J'entendrai sans pitié les cris des innocents : Que tout se ressente De la fureur que je sens."")",0.82,Substitution
207,"('#un-chasseur', 'Tharsis, nous érigeons ce trophée à ta gloire')",,1.0,Insertion
208,"('#un-sylvain', 'Par ta valeur, le monstre a vu finir son sort.')","('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.76,Substitution
209,"('#un-berger', ""L'ennemi commun est mort."")",,1.0,Insertion
210,"('#momus', 'Noyez-en dans le vin la funeste mémoire.')","('#ceres', ""Portons partout l'horreur qui règne dans mon âme. Portons partout d'horribles feux."")",1.21,Substitution
211,,"('#le-choeur', 'Ah ! Quelle épouvantable flamme ! Ah ! Quel ravage affreux !')",1.0,Deletion
212,"('#un-chasseur', ""N'est-ce pas Télamon qui nous invite à boire ?"")","('#le-choeur-des-ombres', ""Loin d'ici, loin de nous, Tristes ennuis, importunes alarmes : Gardez-vous, gardez-vous D'interrompre la paix dont nous goûtons les charmes ; Gardez-vous, gardez-vous De troubler un bonheur si doux."")",1.29,Substitution
213,"('#tous-ensemble', ""Ô le mortel heureux, d'être aimé de Bacchus !"")","('#deux-ombres', 'Ô ! Bienheureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.29,Substitution
214,"('#un-sylvain', ""Amis, laissons à part les discours superflus. L'ours est mort."")",,1.0,Insertion
215,"('#un-chasseur', ""L'ours ne vit plus."")",,1.0,Insertion
216,"('#un-berger', ""L'ours a passe l'onde noire."")",,1.0,Insertion
217,"('#tous', ""Noyons-en dans le vin la funeste mémoire. Les chasseurs et les Sylvains dansent à l'entour du trophée et font une forme de bacchanales. Les Sylvains sont suivis de leurs ours, qui vont en cadence. Pendant que les danseurs se reposent, Bacchus et Momus, faisant la débauche sous le berceau suspendu, animent toute cette troupe par leur exemple."")","('#deux-ombres', ""Ah que ces demeures sont belles ! Que nous y passons d'heureux jours ! Quelle félicité pour les amants fidèles ! Ici les amours éternelles Ont toujours les douceurs des nouvelles amours. Ah que ces demeures sont belles ! Que nous y passons d'heureux jours."")",1.34,Substitution
218,"('#bacchus', ""Cher compagnon, me veux-tu croire ? Courons ensemble le pays ; Tu sais médire, et je sais boire : Nous ne manquerons point d'amis."")","('#deux-ombres', ""Dans ces beaux lieux, tout nous enchante, Les plaisirs y suivent nos pas ; Et plus on en jouit, plus le désir augmente D'en goûter les appas."")",0.9,Substitution
219,"('#momus', 'Toujours le vin et la satire Tiennent aux tables le haut bout ; Tu sais boire, et je sais médire : Voilà de quoi passer partout.')","('#le-choeur-des-ombres', 'Ô bien-heureuse vie ! Vous ne nous serez point ravie. Ô ! Doux plaisirs dont nos voeux sont comblés ! Vous ne serez jamais troublés.')",1.57,Substitution
220,"('#clymene', ""Quel étrange et sombre palais ! Je frémis à le voir ; n'as-tu point peur, Aminte ? Va seule dans ces lieux ; pour moi, j'ai trop de crainte."")","('#proserpine', ""Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte De douleur, de trouble, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ? Ombres que j'interromps, souffrez ma triste plainte, Ce n'est pas pour mon coeur que vos plaisirs sont faits : Plaignez-vous avec moi du dieu qui m'a contrainte De troubler la douceur de votre heureuse paix. Ma chère liberté que vous aviez d'attraits ! En vous perdant, hélas ! Que mon âme est atteinte ! De douleur, d'amour, et de crainte ! Ma chère liberté que vous aviez d'attraits ! Faut-il vous perdre pour jamais ?"")",0.24,Substitution
221,"('#aminte', ""Qu'y demanderais-tu ? Tes voeux sont satisfaits. Philandre a l'âme blessée Des traits dont tu sais charmer ; Moi, que Tircis a laissée, J'ai sujet d'être empressée Pour savoir qui doit m'aimer."")","('#ascalaphe', ""Aimez qui vous aime, Rien n'est si charmant. Pluton n'est pas un dieu sujet au changement, Il vous offre son coeur avec son diadème. Aimez qui vous aime, Rien n'est si charmant. Les ombres répètent ces deux derniers vers."")",1.13,Substitution
222,"('#clymene', ""Je te rends ce Tircis ; son ardeur m'importune."")","('#proserpine', ""Que n'est-il satisfait de sa grandeur suprême, J'étais heureuse sans amant ; Mon coeur se contentait de régner sur lui-même."")",0.77,Substitution
223,,"('#les-ombres', ""Rien n'est si charmant."")",1.0,Deletion
224,"('#aminte', ""J'aurai donc pour toute fortune Ton refus."")","('#proserpine', 'Ah ! Sans la liberté, sans sa douceur extrême, Tout autre bien est un cruel tourment.')",1.58,Substitution
225,,"('#les-ombres', ""Aimez qui vous aime, Rien n'est si charmant."")",1.0,Deletion
226,"('#clymene', ""Que t'importe ? Examine ton coeur ; Et si Tircis te plaît, laisse le point d'honneur."")","('#proserpine', ""Est-ce une illusion dont le charme m'abuse, Est-ce toi, ma chère Arethuse ?"")",0.93,Substitution
227,"('#aminte', ""Tu ris ; que diras-tu, si je fais qu'il te quitte ?"")","('#arethuse #alphee', ""Pluton veut qu'avec vous nous demeurions ici ; Nous suivons sans effort la loi qu'il nous impose. Ce dieu veut soulager le chagrin qu'il vous cause, Et croit que par nos soins il peut être adouci. Il attend pour vous voir que de votre colère Les premiers transports soient calmés. Le dieu que vous charmez Ne songe qu'à vous plaire."")",1.43,Substitution
228,"('#clymene', 'Mes rigueurs en cela préviendront ton mérite.')","('#proserpine', ""Que devient pour l'amour ton mépris éclatant ? Cet amant près de toi goûte un bonheur paisible."")",0.66,Substitution
229,,"('#arethuse', ""Rien n'est impossible À l'amour constant. En vain je présumais tant D'avoir un coeur invincible, Rien n'est impossible À l'amour constant."")",1.0,Deletion
230,"('#aminte', 'Tu dois aux miennes ce berger Que mes faveurs vont rengager.')","('#alphee', ""Qu'un amant fidèle est content D'engager ce qu'il aime à devenir sensible !"")",0.4,Substitution
231,"('#clymene #aminte', 'Une fille a cent adresses Pour rebuter un amant ; Mais de dire ses finesses Pour faire un engagement, On ne le peut nullement.')","('#arethuse #alphee', ""Rien n'est impossible À l'amour constant."")",1.3,Substitution
232,"('#clymene', 'Voilà, sans consulter Ismèle Un oracle bientôt rendu.')","('#ascalaphe', 'Pluton pourra trouver un favorable instant Ou son amour pour vous deviendra moins terrible.')",1.09,Substitution
233,,"('#arethuse #alphee #ascalaphe', ""Rien n'est impossible À l'amour constant. Voyez ce beau séjour, ces charmantes campagnes, Ces vallons écartés, ces paisibles forêts."")",1.0,Deletion
234,"('#aminte', 'Aurait-elle mieux répondu ?')","('#proserpine', 'Ne reverrai-je plus Cérès ? Ne reverrai-je plus mes fidèles compagnes ?')",1.52,Substitution
235,,"('#ascalaphe', ""Vous avez par malheur goûté de quelques grains D'un fruit de ces lieux souterrains."")",1.0,Deletion
236,,"('#arethuse #alphee', 'Pluton le sait, il vient de nous le dire.')",1.0,Deletion
237,"('#clymene', ""Non, et nous nous pouvons désormais passer d'elle : Aussi bien l'intérêt de Daphné nous appelle."")","('#ascalaphe', ""J'ai pris soin de l'en avertir. Par l'arrêt du destin, le dieu de cet empire Peut vous voir désormais autant qu'il le désire."")",1.53,Substitution
238,"('#penee', ""Ma fille, tout est prêt ; Ismèle va sortir : N'ayez point de repentir, Si le choix des dieux est autre Que le vôtre."")","('#arethuse #alphee #ascalaphe', ""Jamais s'il n'y veut consentir, Du séjour des enfers vous ne pourrez sortir."")",0.81,Substitution
239,"('#ismele', ""Monarque de l'Olympe, en qui sont tous les temps, Qui les fais devant toi passer comme moments, Et pour qui n'est qu'un point toute la destinée, Dis-nous, Ô maître des dieux, À qui doit être donnée La princesse de ces lieux. Où sont tes truchements ? Es-tu sourd aux prières ? Fantômes, qui savez peindre en mille manières Les secrets du destin gravés au haut des cieux, Simulacres volants, frères du dieu des songes, Faites-nous voir sans mensonges Ce qu'ont ordonné les dieux Sur un si digne hyménée ; Dites-nous la destinée De la Nymphe de ces lieux. Que vois-je ! Quel objet ! Quelle image à mes yeux Si vive et si claire Vient se présenter, Et me tourmenter Plus qu'à l'ordinaire ? L'objet Me fait Tressaillir : Je sens Mes sens Défaillir. Après ces paroles, Ismèle, comme possédée du Dieu, danse avec les autres prêtresses, tantôt comme si elles allaient tomber en extase, et tantôt avec des contorsions étranges. Pendant qu'elles dansent, des enfants, en guise de petits démons, et représentant les simulacres et les espèces qui s'offrent aux yeux, viennent de divers endroits du ciel se présenter à Ismèle, portant des branches et des couronnes de laurier. Ismèle, ayant vu ces objets, dit."")","('#proserpine', ""Je ne verrai jamais la lumière céleste ! Dans une ardente soif, par un secours funeste, C'est toi qui m'as montré ce fruit si dangereux : Tu m'as caché l'arrêt du destin rigoureux ; Perfide, c'est toi qui m'abuse, Et c'est toi-même qui m'accuse ? Ah ! Du moins, le destin exaucera les voeux De ma juste vengeance : Tu ne surprendras plus la crédule innocence ; Tu seras un objet affreux, Et d'un présage malheureux ; Va, cruel, va languir dans l'horreur des ténèbres ; Va, deviens, s'il se peut, aussi triste que moi. Que tes cris soient des cris funèbres ; Que le sombre chagrin, que le mortel effroi ; Ne se lassent jamais de voler après toi. Ascalaphe se transforme en hibou, et s'envole."")",0.0,Match
240,,"('#proserpine', 'Venez-vous contre moi défendre un téméraire ?')",1.0,Deletion
241,"('#amphrise', ""Les dieux à leur interprète Ont fait un étrange don ; Ne peut-on être prophète, Si l'on ne perd la raison ?"")",,1.0,Insertion
242,"('#apidame #sperchee #amphrise', ""Les démons Vont l'agitant, Ses poumons Vont haletant ; Et son coeur va palpitant. Les ressorts De son corps, Son esprit, Tout pâtit."")","('#pluton', ""Votre pouvoir ici ne sera point borné ; On n'est point innocent quand on peut vous déplaire : Épuisez, s'il se peut sur cet infortuné, Tous les traits de votre colère."")",0.98,Substitution
243,"('#ismele', ""Qu'on se taise : soyez attentifs aux mystères. J'épands en l'air ces caractères : C'est ma réponse ; il faut la poser sur l'autel. Démons, peuples légers, ministres de l'oracle, Cherchez-la ; car aucun mortel Ne la peut trouver sans miracle. Approchez-vous, lisez, et que dans ce vallon Un invisible choeur mon oracle répète. À ce commandement d'Ismèle, les esprits habitants de l'air cherchent en dansant les feuilles que la Sibylle a jetées, et les viennent, en dansant aussi, poser sur l'autel. Ismèle assemble ces feuilles, et dit à Pénée et à Daphné."")","('#proserpine', ""Tout ressent ici bas mon trouble et ma terreur : Les ombres sans trembler ne peuvent plus m'entendre, Ne souffrez pas que ma fureur De cet heureux séjour, fasse un séjour d'horreur, À la clarté du ciel, hâtez-vous de me rendre."")",0.29,Substitution
244,"('#penee #daphne', ""Daphné doit aujourd'hui couronner Apollon."")",,1.0,Insertion
245,"('#choeur', ""Daphné doit aujourd'hui couronner Apollon."")",,1.0,Insertion
246,"('#penee', ""Ismèle, servez-vous vous-même d'interprète ; Expliquez-nous l'ordre des dieux."")",,1.0,Insertion
247,"('#amphrise', ""Un prophète entend-il les choses qu'il annonce ? C'est à l'événement d'expliquer sa réponse."")",,1.0,Insertion
248,"('#ismele', 'Adieu, princesse, adieu, je vous laisse en ces lieux.')",,1.0,Insertion
249,"('#penee', ""Couronner Apollon ! Qu'importe à l'hyménée De la fille de Pénée ? Pour comprendre ces mots, je fais un vain effort."")",,1.0,Insertion
250,"('#amphrise', ""Nos conseils ont été frivoles ; La seule obscurité fait le prix des paroles Que l'on cherche aux livres du Sort."")","('#pluton', ""Ne regrettez point tant la lumière des cieux. Des astres faits pour nous éclairent ces beaux lieux ; Jamais un verdoyant feuillage Ne cesse de parer les arbres de nos bois, Sans cesse dans nos champs nous trouvons à la fois Des fruits, des fleurs, et de l'ombrage, Et le temps affreux des frimas Est la seule saison que l'on n'y connaît pas."")",0.45,Substitution
251,"('#penee', ""Ma fille, rendez-vous aux volontés d'un père : Qu'il soit votre oracle aujourd'hui Aimez Tharsis ; il vous doit plaire ; Toute notre Cour est pour lui."")",,1.0,Insertion
252,"('#apidame', ""Tels étaient ces mortels pour qui l'idolâtrie Commença d'introduire au monde son pouvoir."")",,1.0,Insertion
253,"('#amphrise', ""Il a tout l'air d'un dieu ; l'on dirait à le voir, Que l'Olympe est sa patrie."")",,1.0,Insertion
254,"('#daphne', ""Hélas ! J'en crus autant, lorsqu'en notre prairie Je le vis arriver inconnu dans ces lieux. Maintenant mon coeur tâche à démentir mes yeux. Ne m'en accusez point : quelque force suprême M'entretient malgré moi dans cette erreur extrême. Que Tharsis soit parfait, qu'il ait l'air qu'ont les dieux, Est-ce par raison que l'on aime ?"")","('#proserpine', ""Mon triste coeur ne peut connaître La douceur des appas qu'on voit ici paraître, Hélas ! Ces lieux si beaux où je frémis d'effroi, Sont toujours les enfers pour moi."")",0.33,Substitution
255,"('#penee', ""L'hymen change les coeurs : suivez mes volontés."")",,1.0,Insertion
256,"('#daphne', ""Quoi ! Seigneur, vous aussi vous me persécutez ! De ses autres tyrans sans peine on se console ; Mais d'un père ! un père m'immole ! Je tiens le jour de vous, Seigneur ; vous me l'ôtez."")","('#pluton', ""Je suis roi des enfers, Neptune est le roi de l'onde, Nous regardons avec des yeux jaloux Jupiter plus heureux que nous ; Son sceptre est le premier des trois sceptres du monde. Mais si de votre coeur j'étais victorieux, Je serais plus content d'adorer vos beaux yeux Au milieu des enfers dans une paix profonde, Que Jupiter le plus heureux des dieux N'est content d'être roi de la terre et des cieux."")",0.43,Substitution
257,"('#penee', ""Moi, je perdrais Daphné ! qu'ai-je à conserver qu'elle ? L'hymen m'a-t-il fait d'autres dons ?"")","('#proserpine', ""Que deviendra Cérès à qui je suis si chère ? Qu'elle surprise ! Hélas ! Quelle douleur amère ! Hélas !"")",1.01,Substitution
258,"('#daphne', ""Cependant, quand je vous appelle Du plus tendre de tous les noms, Vous ne vous souvenez que de votre puissance ; Vous regardez l'obéissance, La raison, et jamais d'autres tyrans plus doux ; Il en est toutefois. Leucippe vient à nous : Je lui vais ôter l'espérance. Vous le voulez, Seigneur ; je le lis dans vos yeux."")","('#pluton', ""Ne donnerez-vous Des soupirs qu'à votre mère ? Aimez, beauté trop sévère, Les soupirs d'amour sont doux."")",0.73,Substitution
259,"('#daphne', ""Leucippe, il faut tâcher d'éteindre votre flamme. Je ne puis être à vous."")","('#proserpine', ""D'un insensible coeur que pouvez-vous attendre ?"")",1.22,Substitution
260,"('#leucippe', 'Ô cieux ! Injustes cieux ! Est-ce là votre arrêt ?')",,1.0,Insertion
261,"('#daphne', 'Cet oracle odieux Vient de mon père seul.')",,1.0,Insertion
262,"('#leucippe', 'Votre père et les dieux Disposent de mon sort, mais non pas de mon âme : Moi-même en suis-je maître ?')",,1.0,Insertion
263,"('#daphne', 'Il le faut.')",,1.0,Insertion
264,"('#leucippe', ""Ah ! Daphné ! Que ce mot est facile à dire ! Et que l'amour possède avecque peu d'empire Un coeur que la contrainte a si tôt entraîné !"")","('#pluton', ""J'ignorais le pouvoir des traits qui m'ont surpris, Mon coeur ne connaissait rien de doux ni de tendre. Ne pourrai-je vous apprendre Ce que vous m'avez appris ?"")",0.91,Substitution
265,"('#daphne', ""Quoi ! Faut-il que mon coeur soit par vous soupçonné ? Cruel ! n'avais-je pas encore assez de peine ?"")","('#proserpine', ""Dieu cruel ! Vous n'aimez que les pleurs et les cris. Deviez-vous aux enfers me contraindre à descendre ? Vous m'ôtez le bonheur qui m'était destiné ?"")",0.54,Substitution
266,"('#leucippe', ""Enfin donc le Destin me déclare sa haine ; Vous serez à Tharsis ; et moi, par mes soupirs, J'augmenterai ses plaisirs."")","('#pluton', ""Est-ce à moi qu'il faut vous en prendre ? Accusez-en l'amour que vous m'avez donné."")",0.7,Substitution
267,"('#daphne', ""Plût au Ciel que Tharsis causât seul vos alarmes, Et qu'un père..."")","('#proserpine', ""Voulez-vous me causer d'éternelles alarmes ?"")",0.83,Substitution
268,"('#leucippe', 'Achevez.')","('#pluton', ""Voulez-vous me causer d'éternels déplaisirs ?"")",1.41,Substitution
269,"('#daphne-', ""Eh ! Que sert d'achever Un souhait qu'on sait bien qui ne peut arriver ?"")","('#proserpine', 'Laissez-moi suivre en paix mes innocents désirs.')",1.25,Substitution
270,"('#leucippe', ""Il n'importe, mon âme y trouvera des charmes."")","('#pluton', 'Laissez-moi la douceur de voir toujours vos charmes')",0.0,Match
271,,"('#proserpine', 'Voyez couler mes larmes.')",1.0,Deletion
272,,"('#pluton', 'Écoutez mes soupirs. Pluton et Proserpine ensemble.')",1.0,Deletion
273,"('#daphne-', ""Ne m'aimez plus."")","('#pluton', 'Mon amour fidèle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",1.15,Substitution
274,"('#leucippe', 'Le puis-je ? Et le souhaitez-vous ?')",,1.0,Insertion
275,"('#daphne-', 'Vos tourments ont pour moi quelque chose de doux, Il est vrai ; mais cessez.')","('#proserpine', 'Ma douleur mortelle Ne touche point votre coeur ? Ah ! Quelle rigueur !')",0.79,Substitution
276,"('#leucippe', ""Hélas ! Cesser de vivre Est le seul remède à mon mal. Voilà le parti qu'il faut suivre ; Mais avec moi je veux perdre aussi mon rival. Vous ne me serez pas impunément ravie : Non, Daphné. Vous pleurez ? Ah ! Princesse, je dois Mourir pour vos yeux mille fois. Avant qu'avoir Daphné, Tharsis aura ma vie. Je ne puis voir tant de biens En d'autres bras que les miens : Que mon rival me les cède, Et renonce à votre amour, Ou qu'il m'ôte aussi le jour Si l'on veut qu'il vous possède."")","('#pluton', ""N'importe, fussiez-vous cent fois plus inhumaine, Mon amour entreprend de vaincre votre haine."")",0.48,Substitution
277,"('#daphne-', 'Leucippe, si je vous perds, Il faut que dans nos déserts La solitude me donne Un sort plus calme et plus doux ; Et ne pouvant être à vous, je ne veux être à personne.')","('#pluton', ""Que l'on suspende ici les tourments éternels Des plus criminels : Qu'aux enfers en ce jour tout soit exempt de peine. Vous qu'un heureux repos suit après le trépas, Et vous, dieux, mes sujets, venez, hâtez vos pas, Rendez hommage à votre reine : Admirez ses divins appas. Régnez aimable souveraine, Régnez à jamais ici bas."")",0.72,Substitution
278,"('#heures', ""Daphné, portez vos yeux Sur le plus beau des dieux. Daphné s'enfuit aussitôt qu'elle a reconnu Apollon sous le visage de Tharsis."")","('#les-choeurs', 'Rendons hommage à notre reine, Admirons ses divins appas. Régnez, aimable souveraine, Régnez à jamais ici-bas.')",0.96,Substitution
279,"('#apollon', ""Tu me fuis, divine mortelle ! Où cours-tu ? N'aperçois-tu pas Un précipice sous tes pas ? Il est plein de serpents : détourne-toi, cruelle. Suis-je encor plus à craindre ? Et rien dans ce vallon Ne peut-il t'arrêter quand tu fuis Apollon ? Quoi ! Tant de haine en une belle ! Insolent, qui brûles pour elle, Renonce à l'hymen de Daphné ; C'est Apollon qui te l'ordonne. Regarde quel rival ton malheur t'a donné."")","('#choeur-des-ombres', ""C'est assez de regrets ; C'est verser trop de larmes, Goûtez les attraits Du destin plein de charmes, Pluton aime mieux que Cérès. Une mère Vaut-elle un époux ? L'amour doit toujours plaire, Les soins en sont doux. Un coeur est trop sauvage S'il change l'usage D'un bien si charmant, Et c'est grand dommage D'en faire un tourment. Triomphez dans ces lieux : C'est pour vous que soupire L'un des plus grands dieux, Possédez son empire. Tout cède au pouvoir de vos yeux. Une mère Vaut-elle un époux, etc."")",0.32,Substitution
280,"('#leucippe', ""Mon malheur ? Dis le tien. Toi, le fils de Latone ! N'es-tu pas ce Tharsis que tantôt on a vu ? D'un magique ornement ton front s'est revêtu. Enchanteur, penses-tu que ta pompe m'étonne ? Ce n'est qu'un songe, ce n'est rien ; Va tromper d'autres yeux, et me laisse mon bien."")",,1.0,Insertion
281,"('#apollon', ""Ô dieux ! Ô citoyens du lumineux empire ! Que vient un mortel de me dire ? Malheureux, ton orgueil s'en va te coûter cher. Les dieux ne sont pas insensibles. Qu'on l'attache sur ce rocher Avec des chaînes invisibles. Ce commandement est exécuté par les ministres de la puissance d'Apollon, qui va se faire voir à Pénée, non plus sous le personnage de Tharsis, mais sous le sien propre. "")","('#les-choeurs', ""Dans les enfers Tout rit, tout chante ; On vous doit, beauté charmante, La douceur de nos concerts. Un dieu sévère Par vos yeux est enflammé, Tout son empire vous révère ; Qu'il est doux d'avoir charmé Un coeur qui n'a jamais aimé. Que vos appas Auront de gloire ! Ils étendent leur victoire Jusqu'où règne le trépas. Un dieu sévère, etc."")",0.13,Substitution
