,regnard-coquette,regnard-divorce,Cost,Operation Type
204,"('#arlequin', ""Ah !  Cette marchandise-là ne dure toujours que trop.  Vous pouvez aussi vous vanter que vous serez le beau-père de France le mieux engendré.  Je n'ai aucune mauvaise qualité ; je hais le vin à la mort ; j'ai une aversion incroyable pour le jeu, et je suis fort aisé à vivre : je ne crois pas avoir assommé plus de vingt paysans ; et si, ce n'était que pour des bagatelles, quelques rentes seigneuriales.  Il tire son mouchoir, et laisse voir dans sa poche un pistolet et une bouteille ; il fait tomber des dés et des cartes. "")","('#isabelle', ""Mon_Dieu !  Les femmes ne sont-elles pas assez déguisées sans se masquer encore ?  Et pourquoi veulent-elles peindre leur peu de sincérité jusque sur leur visage ?  Pour moi, je ne suis point de ce nombre-là ; j'aime mieux qu'on me trouve un peu moins jolie, et être un peu plus vraie."")",0.98,Substitution
205,"('#trafiquet', ""Voilà cet homme si doux, qui ne joue et qui ne boit pas ! Vous dites donc, monsieur, que ma fille sera doucement avec vous ; et qu'est-ce que c'est que cela, s'il vous plaît ?  Haut.  Il montre le pistolet."")",,1.0,Insertion
206,"('#arlequin', ""Je porte toujours cela sur moi, car je n'aime pas à être contredit. "")",,1.0,Insertion
207,"('#trafiquet', ""Vous m'assurez que sa dot ne court point de risque entre vos mains, et que vous ne jouez point ? Il montre les cartes qui sont à terre."")",,1.0,Insertion
208,"('#arlequin', ""Fi, monsieur !  Il n'y a que des fripons qui s'amusent à ce métier-là.  Je porte quelquefois des cartes et des dés par complaisance ; mais je ne m'en sers qu'en compagnie, et je vous assure que si j'étais seul je ne jouerais jamais. "")","('#colombine', ""Ho !  Par ma foi, voilà une belle délicatesse de sentiments.  Il n'y a plus que le rouge qui se met à la toilette qui marque la pudeur des femmes d'aujourd'hui ; elles ne rougiraient jamais sans cela.  Et que serait-ce donc, madame, s'il vous fallait peler avec de certaines eaux, comme la dernière maîtresse que je servais, qui changeait tous les six mois de peau."")",1.04,Substitution
209,"('#pierrot', ""Je vous l'ai toujours dit, monsieur ; il n'y a que les mauvaises compagnies qui gâtent la jeunesse. "")",,1.0,Insertion
210,"('#trafiquet', ""Pour du vin, vous n'en buvez pas ? "")",,1.0,Insertion
211,"('#arlequin', 'La crapule me fait horreur.  Est-ce que les honnêtes gens boivent du vin ? ')","('#isabelle', 'Bon !  Tu te moques, Colombine : est-ce que tu as vu cela ?')",1.38,Substitution
212,"('#trafiquet', ""Je vois pourtant là quelque chose qui a assez la physionomie d'une bouteille. "")",,1.0,Insertion
213,"('#pierrot', 'Bon !  Monsieur, vous avez la berlue. ')",,1.0,Insertion
214,"('#arlequin', ""Oui, parbleu !  Il l'a ; ce n'est que de l'eau-de-vie que je porte à une femme de qualité qui est en couche. "")","('#colombine', ""Si je l'ai vu ? C'étoit moi qui faisois l'opération ; elle me faisait prendre la peau de son front, que je tirais de toute ma force ; elle criait comme un beau diable, et moi je riais comme une folle ; il me semblait habiller un levraut : mais ce qui est de meilleur, c'est qu'elle portait toujours sur elle, dans une boîte, la peau de son dernier visage calcinée, et disait qu'il n'y avait rien de si bon pour les élevures et les bourgeons."")",0.74,Substitution
215,"('#trafiquet', ""Allons, allons, il faut passer par là-dessus : on ne fera pas un homme exprès pour moi.  Apparemment vous n'épouserez pas ma fille sans la voir ?  Pierrot, dis à Colombine qu'elle vienne saluer monsieur. "")","('#isabelle', ""Tu veux t'égayer, Colombine."")",1.31,Substitution
216,"('#pierrot', ""Elle n'est pas ici. "")",,1.0,Insertion
217,"('#trafiquet', ""Elle n'est pas ici ? "")",,1.0,Insertion
218,"('#pierrot', ""Non, monsieur ; j'ai vu un chevalier avec un abbé qui sont venus pour l'emprunter jusqu'à sept heures. "")","('#un-laquais', 'Mademoiselle, voilà un homme qui demande à vous parler.')",1.6,Substitution
219,"('#arlequin', ""L'emprunter !  Comment donc !  Est-ce là cette fille si neuve ?  Si on me l'emprunte comme cela quand elle sera ma femme, elle ne durera pas si longtemps que je pensais.  Mon garçon, la fille de monsieur se prête donc quelquefois de main en main quand on la demande ? "")","('#isabelle', ""Qu'on le fasse entrer."")",1.6,Substitution
220,"('#pierrot', ""Oui, monsieur, tous les jours ; il y a tout plein d'honnête monde qui la vient prendre pour la divertir. "")",,1.0,Insertion
221,"('#arlequin', ""Oui, monsieur du beau-père !  En tout cas, si dans six mois ou un an je ne m'accommodais pas de votre fille, en perdant quelque chose dessus, vous la reprendriez. "")",,1.0,Insertion
222,"('#trafiquet', ""Il n'y a rien à perdre sur cette fille-là ; vous en trouverez toujours votre argent. "")",,1.0,Insertion
223,"('#pierrot', ""On ne parle point du loup qu'on n'en voie la queue.  Tenez, la voilà.  Ne vous avais-je pas bien dit qu'elle viendrait souper avec vous ?  Il n'y a point de fille à Paris si bien morigénée ; elle ne couche jamais en ville. "")","('#trotenville', ""Je crois, mademoiselle, que vous n'avez pas l'honneur de me connaître ; mais quand vous saurez que je m'appelle Monsieur De La Gavotte, sieur de Trotenville, vous devinerez aisément que je suis maître à danser."")",0.98,Substitution
224,"('#trafiquet', 'Ma fille, voilà le bailli en question : tu ne voudras peut-être pas lui ouvrir ton coeur en ma présence ?  Monsieur, je ne vous rends pas un méchant office de vous laisser seul avec votre maîtresse.  Il sort avec Pierrot.  Pierrot fait des mines en quittant Colombine. ')","('#isabelle', ""Votre nom, monsieur, est assez connu dans Paris ; et j'espère devenir une bonne écolière, ayant pour maître le plus habile homme du métier."")",0.95,Substitution
225,"('#arlequin', ""Ne vous étonnez pas, mademoiselle, si vous me voyez reculer trois pas au frontispice de vos charmes : vous avez des yeux capables d'embraser tout le bailliage de mon coeur ; et depuis qu'on porte des bouches, on n'a jamais bouchonné un bouchon si bouchonnable. "")","('#trotenville', ""Ah !  Madame !  Vous mettez ma modestie hors de cadence ; et quand on n'a, comme moi, qu'un mérite léger et cabriolant, pour peu qu'on l'élève par des louanges un peu fortes, il court risque, en tombant, de se casser le cou."")",0.64,Substitution
226,"('#colombine', ""Je suis confuse de vos civilités, monsieur ; et il faudrait avoir plus d'esprit que je n'en ai pour répondre à un compliment aussi bien tourné. "")","('#colombine', ""Miséricorde !  Que Monsieur De Trotenville a d'esprit !"")",1.04,Substitution
227,"('#arlequin', ""Il est vrai que pour des compliments, il n'y a personne dans notre province qui ose me prêter le collet.  J'ai harangué une fois notre intendant pendant deux heures, avec tant d'éloquence, qu'il s'endormit tout debout, et ne s'éveilla qu'une heure après que j'eus fini. "")",,1.0,Insertion
228,"('#colombine', ""De pareils efforts d'esprit sont bons pour la province ; mais à Paris on aime à parler terre à terre."")","('#isabelle', ""Il est vrai que voilà une pensée qui est tout-à-fait bien mise en oeuvre ; c'est un brillant."")",1.07,Substitution
229,"('#arlequin', ""Bon !  A-t-on de l'esprit à Paris ?  Sitôt qu'il y a un fat dans un pays, on l'y envoie ; c'est le rendez-vous de tous les sots de la France ; et, de tous les Parisiens, je ne vois que les Normands et les Manceaux qui aient un peu de brillant. "")","('#trotenville', ""Pour de l'esprit, mademoiselle, les gens de notre profession en regorgent.  Eh !  Qui en aurait, si nous n'en avions pas ?  Nous sommes tous les jours parmi tout ce qu'il y a de gens de qualité.  Je sors présentement de chez la femme d'un élu, où je me suis fait admirer par mon esprit ; j'ai deviné une énigme du Mercure galant.  Vous savez, madame, que c'est là présentement la pierre de touche du bel-esprit."")",0.28,Substitution
230,"('#colombine', ""À vous entendre parler, vous ne paraissez pas content des cavaliers de ce pays-ci ; et les dames, qu'en dites-vous ? "")",,1.0,Insertion
231,"('#arlequin', ""La la ; elles sont d'assez bonne amitié : j'en ai trouvé quelques unes de jolies en mon chemin ; mais, tout franc, je n'en ai point encore vu une de votre calibre. "")","('#colombine', ""Ah !  Par ma foi, les beaux esprits sont donc bien communs ?  Car la moitié du Mercure n'est remplie que des noms de ceux qui les devinent.  Pour vous, monsieur, vous n'avez pas besoin que l'on imprime le vôtre, pour faire connoître votre mérite au public ; on sait assez que vous êtes l'honneur de l'escarpin.  Mais je vous prie de me dire pourquoi vous avez un si petit cheval."")",0.57,Substitution
232,"('#colombine', ""Il faut pourtant tomber d'accord qu'elles ont un tour d'esprit et des manières de se mettre que les femmes de province n'ont pas. "")",,1.0,Insertion
233,"('#arlequin', ""Oui-da, oui-da, je trouve qu'elles se coiffent raisonnablement haut, et je crois que leurs maris ne sont guère coiffés plus bas, "")",,1.0,Insertion
234,"('#colombine', ""Où passe-t-on le temps avec plus d'économie ?  Aujourd'hui à l'Opéra, demain à la Comédie, un autre jour au bal ; on entrelace cela de parties de jeu et de promenades.  Vous voyez bien qu'il n'y a point de lieu où une femme soit si façonnière. "")","('#trotenville', ""J'avais autrefois un carrosse à un cheval ; mais mes amis m'ont conseillé de changer de voiture, afin de ne pas causer une erreur dans le public, qui prend souvent, dans cet équipage-là, un maître à danser pour un lévrier d'Hippocrate."")",1.17,Substitution
235,"('#arlequin', 'Pour moi, je trouve cela le plus joli du monde ; mais que disent les maris à Paris ? ')",,1.0,Insertion
236,"('#colombine', ""Les maris disent ce qu'ils veulent, et les femmes font ce qui leur plaît ; c'est la mode du pays. "")",,1.0,Insertion
237,"('#arlequin', ""Les femmes feront durer cette mode-là le plus qu'elles pourront.  Et, s'il vous plaît, quand une femme revient du bal à cinq heures du matin avec un cavalier, qu'elle éveille toute la maison, que disent les maris à Paris ? "")",,1.0,Insertion
238,"('#colombine', 'Ils ne disent rien ; dès que la femme est rentrée, ils se rendorment. ')",,1.0,Insertion
239,"('#arlequin', ""Un homme qui a le sommeil si bien en main n'a pas besoin d'être bercé.  Mais, je vous prie, lorsqu'une femme vend ses pierreries pour faire l'équipage de quelque galant homme qui va à l'armée, que disent les maris à Paris ? "")","('#colombine', ""Vous devriez bien avoir un carrosse à deux chevaux : depuis que l'on ne joue plus, il y a tant de chevaliers qui en ont à vendre."")",1.43,Substitution
240,"('#colombine', 'Oh !  Les Parisiens sont trop bons serviteurs du Roi pour trouver cela mauvais. ')",,1.0,Insertion
241,"('#arlequin', ""Je ne m'en dédis point, voila de bonnes gens que ces Parisiens-là.  Vaille que vaille, puisque j'ai fait les frais du voyage, je vous épouserai ; mais à condition que, dès le lendemain de la noce, vous vous mettrez dans la carriole du Mans pour venir régenter les chapons de ma basse-cour : l'air de Paris donne trop de maux de tête. "")","('#trotenville', ""Je ne donnerais pas ce petit cheval-là pour les deux meilleurs chevaux de Paris ; c'est un diable pour aller.  Toutes les fois que je veux aller à la Bastille, il m'emmène à Vincennes.  Nous appelons ces petits animaux-là, parmi nous, un tendre engagement. "")",0.71,Substitution
242,"('#colombine', ""Quelque loi que vous m'imposiez, elle me paraîtra toujours douce, pourvu que je sois sûre de passer avec vous le reste de mes jours : vous me tenez lieu de tout ; et du moment que je vous ai vu, j'ai senti pour vous...  Ah !  Ne m'obligez pas de m'expliquer ; j'en dirais peut-être plus que je ne veux. "")","('#colombine', ""Comment donc !  Qu'est-ce que cela veut dire, un tendre engagement ?"")",1.13,Substitution
243,"('#arlequin', ""Les filles de ce pays-ci sont faites avec des étoupes ; il ne faut qu'une étincelle... "")",,1.0,Insertion
244,"('#colombine', ""J'ai une grâce à vous demander : les filles, comme vous savez, ont beaucoup d'ambition sur le fait du mariage ; j'ai eu toute ma vie une noble horreur pour les baillis du Maine ; ne pourriez-vous point changer de charge, et vous faire homme de qualité ? "")","('#trotenville', 'Vraiment oui.  Est-ce que vous ne savez pas "" qu\'un tendre engagement va plus loin qu\'on ne pense ? "" Il chante ces derniers mots.')",0.97,Substitution
245,"('#arlequin', ""Très volontiers ; rien n'est plus aisé : aussi bien je suis en pourparler avec un marquis de nos cantons qui s'en va à l'armée ; et, comme il a besoin d'argent, il veut me vendre sa charge de marquis avec sa pratique. "")","('#colombine', ""Ah, ah !  On voit bien que monsieur sait son opéra, et qu'il en est."")",1.1,Substitution
246,"('#colombine', ""Oh, monsieur !  Que cela me fera de plaisir !  Mais, en achetant une charge de marquis, n'oubliez pas, s'il vous plaît, de vous faire donner les airs déhanchés de ces messieurs-là. "")","('#trotenville', ""Moi, de l'opéra ?  Moi ?  Fi !  Fi !"")",1.47,Substitution
247,,"('#colombine', 'Comment donc, fi, fi ?')",1.0,Deletion
248,"('#arlequin', ""Oh !  Je n'en ai que faire : quand on a été toute sa vie élevé dans le Bas-Maine, les airs de cour ne sont que trop familiers.  Adieu, ma belle enfant ; touchez là : dans une heure au plus tard je vous fais marquise ou baillivesse ; vous choisirez."")","('#trotenville', ""Hé fi !  Vous dis-je : j'en ai été autrefois ; mais il m'a fallu plus de vingt lavements et autant de médecines pour me purifier du mauvais air que j'y avais respiré."")",1.14,Substitution
249,,"('#isabelle', ""Vous me surprenez, monsieur : j'avais toujours cru que l'opéra était le lieu du monde où l'on prenait le meilleur air."")",1.0,Deletion
250,"('#colombine', ""La sotte pécore qu'un homme qui a le mariage en tête !  Une fille un peu savante sur l'article le manie comme un chamois.  Voyez, je vous prie, cet idiot de bailli qui va se faire marquis.  Pour m'essayer, le premier marquis qui me tombera sous la patte, j'en ferai un procureur fiscal. Scènes italiennes. "")","('#colombine', ""Bon, bon !  Monsieur De Trotenville a beau dire, il voudrait y être rentré, comme tous ceux qui en sont sortis : c'est un Pérou ; il n'y a pas jusqu'aux violons qui n'aient des justaucorps bleus galonnés."")",1.08,Substitution
251,"('#trafiquet', ""Je vous prie, mademoiselle ma fille, de ne point m'échauffer les oreilles ; je sais ce qu'il vous faut, et c'est à vous d'obéir quand je vous ai choisi un mari, entendez-vous ? "")","('#trotenville', ""Je veux que le premier entrechat que je ferai me coupe le cou, si jamais j'y mets le pied !  Vous moquez-vous de moi ?  Quand on me donnerait un tiers dans l'opéra, je n'y rentrerois pas.  Pour quelques... quelques femmes, que l'on achète bien, de par tous les diables !  J'irais prostituer ma gloire, et figurer avec le premier venu !  Nous sommes glorieux comme tous les diables dans notre profession.  Voulez-vous que je vous parle franchement ?  L'opéra n'est plus bon que pour les filles.  Il n'y a pas aussi une meilleure condition au monde.  Je ne conçois pas l'entêtement des jeunes gens.  C'est une fureur, mademoiselle, et toutes les coquettes s'en plaignent hautement, et disent que l'opéra leur enlève les meilleures pratiques, et qu'elles sont ruinées de fond en comble."")",0.45,Substitution
252,"('#colombine', ""Comme je suis une partie des plus intéressées dans l'affaire, je crois, mon père, que mon choix est du moins aussi nécessaire que le vôtre ; et je vous dirai franchement que cet homme-là n'est point fait pour moi. "")","('#colombine', ""Je le crois bien : ces personnes-là ont grande raison ; et si j'étais d'elles, je leur ferais rendre jusqu'à la moindre petite faveur qu'elles auraient reçue."")",0.73,Substitution
253,"('#trafiquet', ""N'est point fait pour vous !  J'en suis d'avis ; il faut vous l'essayer.  Mais voyez, je vous prie, comme cela fait la raisonneuse !"")","('#trotenville', ""Eh !  Là, là, donnez-vous patience ; on leur fera peut-être tout rendre : mais cependant elles usent en toute rigueur de leurs privilèges ; et un amant qui n'exprime son amour qu'avec des fontanges et des bas de soie, se morfond dix ans derrière leur porte."")",0.92,Substitution
254,"('#colombine', ""Je vous dis encore une fois, mon père, laissez-moi mener cette affaire-là.  Vous êtes plus vieux que moi, j'en conviens ; mais je me connais mieux en maris que vous. "")","('#isabelle', 'Mon_Dieu, que voilà un joli habit !  Je vous trouve un fonds de bon air que vous répandez sur tout.')",1.7,Substitution
255,"('#trafiquet', ""Et que trouvez-vous, s'il vous plaît, à redire au mari que je vous propose ? "")","('#trotenville', ""Fi, madame !  Vous vous moquez ; c'est une guenille.  Que peut-on avoir pour cinquante ou soixante pistoles ?  Je voudrais que vous vissiez ma garde-robe ; elle est des plus magnifiques, et si, sans vanité, elle ne me coûte guère."")",1.03,Substitution
256,"('#colombine', ""Bon !  C'est un homme qui se présente de front au mariage, et ne sait pas ce que c'est qu'un préliminaire d'amour. "")",,1.0,Insertion
257,"('#trafiquet', ""Hé !  De par tous les diables !  Comment veux-tu donc qu'il se présente ?  Tant mieux, s'il entre tout de suite en matière ; en fait de mariage, je n'aime point à voir préluder. "")","('#colombine', 'Ho bien, monsieur, nous la verrons une autre fois ; mais présentement je vous prie de danser un menuet avec moi.')",1.62,Substitution
258,"('#colombine', 'Quoi !  Mon père, vous voudriez... ')","('#trotenville', 'Oui-dà, très volontiers : allons.')",1.28,Substitution
259,"('#trafiquet', 'Oui, je le veux. ')",,1.0,Insertion
260,"('#colombine', ""Vous prétendez qu'un homme que je n'ai jamais vu... "")","('#colombine', 'Qui est cet homme-là qui est avec vous ?')",0.57,Substitution
261,"('#trafiquet', 'Oui, je le prétends. ')",,1.0,Insertion
262,"('#colombine', ""J'ai trop de raison pour... "")",,1.0,Insertion
263,"('#trafiquet', ""Si tu as de la raison tu dois m'obéir, et prendre le parti qui se présente."")",,1.0,Insertion
264,"('#colombine', 'Le parti qui se présente ? ')",,1.0,Insertion
265,"('#trafiquet', 'Oui, le parti qui se présente. ')",,1.0,Insertion
266,"('#colombine', 'Assurément ? ')",,1.0,Insertion
267,"('#trafiquet', ""Oui, s'il vous plaît ; il ne faut point tant faire de gestes et de grimaces : est-ce qu'il lui manque quelque chose ? "")","('#trotenville', ""C'est ma poche.  Tel que vous le voyez, il n'y a point d'homme au monde qui gourmande une chanterelle comme lui ; il ferait danser, s'il l'avait entrepris, tous les invalides et leur hôtel.  Vous allez voir. Eh bien, madame !  Que dites-vous de ma danse ? L'homme prend la poche dans la queue du cheval, et en joue ; Colombine et Trotenville dansent."")",1.38,Substitution
268,"('#colombine', 'Je ne dis pas cela. ')",,1.0,Insertion
269,"('#trafiquet', 'Est-il tortu ou bossu ? ')",,1.0,Insertion
270,"('#colombine', 'Je trouve sa taille dégagée et engageante. ')","('#isabelle', ""J'en suis charmée."")",1.04,Substitution
271,"('#trafiquet', ""Est-ce qu'il n'a point d'esprit ?  Va, va, ce n'est pas le plus nécessaire en ménage. "")",,1.0,Insertion
272,"('#colombine', 'Son esprit me charme, et je connais peu de gens qui en aient plus que lui. ')",,1.0,Insertion
273,"('#trafiquet', ""Et pourquoi donc n'en veux-tu point ? "")","('#trotenville', ""Ne voulez-vous point que j'aie l'honneur de danser avec vous ?"")",1.11,Substitution
274,"('#colombine', ""Moi, je n'en veux pas !  Il faudrait, mon père, que je fusse bien aveugle ou bien insensible pour, refuser un tel parti. "")",,1.0,Insertion
275,"('#trafiquet', ""Oh !  Que ne parles-tu donc ?  J'allais me mettre en colère.  Voyez, je vous prie, quand on ne s'entend pas.  Viens, ma fille, que je t'embrasse. "")","('#isabelle', ""Pour aujourd'hui, monsieur, il n'y a pas moyen ; je suis d'une fatigue, cela ne se conçoit pas.  Mais avant que de me quitter, je vous prie de me dire combien vous prenez par mois."")",1.13,Substitution
276,"('#colombine', 'Que cet embrassement me fait de plaisir ! Colombine, en embrassant Trafiquet, donne sa main à baiser à Octave.')","('#trotenville', ""Par mois, madame !  C'est bon pour les maîtres à danser fantassins.  On me donne une marque chaque visite ; et je veux vous montrer quel a été le travail de cette semaine.  Hé !  Qu'on m'apporte ma valise.  Vous allez voir.  Allez donc.  On détache une valise, que l'on apporte pleine de marques faites de cartes."")",1.52,Substitution
277,"('#trafiquet', ""Tu réponds dignement aux soins que j'ai pris de ton éducation. "")","('#colombine', 'Ah, mon_Dieu !  Vous avez été plus de vingt ans à faire toutes ces leçons-là.')",1.53,Substitution
278,"('#colombine', ""J'aimerais mieux mourir, mon père, que de vous désobliger. "")",,1.0,Insertion
279,"('#trafiquet', 'Tu me promets donc de ne plus songer à cet étourdi ? ')","('#trotenville', ""Bon, bon !  C'est le travail d'une semaine ; et si, ce que je vous montre-là, c'est de l'argent comptant.  Je n'ai qu'à aller chez le premier banquier, je suis sûr de toucher un demi-louis d'or de chaque billet."")",1.61,Substitution
280,"('#colombine', ""Je ne le verrai de ma vie ; c'est un homme que je ne puis souffrir. "")","('#colombine', ""Un demi-louis d'or pour une leçon !  On ne donnait autrefois aux meilleurs maîtres qu'un écu par mois."")",1.8,Substitution
281,"('#trafiquet', ""Et moi, pour reconnaître ton obéissance, je te promets d'augmenter ton trousseau de six chemises, et d'aller te voir toutes les fêtes et dimanches quand tu seras au Maine. "")","('#trotenville', ""Il est vrai ; mais dans ce temps-là les maîtres à danser n'étaient pas obligés d'être dorés dessus et dessous, comme à présent ; et une paire de galoches était la voiture qui les menait par toute la ville.  Mais présentement on ne nous regarde pas, si nous n'avons le cheval et le laquais."")",1.14,Substitution
282,"('#colombine', 'Au Maine, mon père !  Et que faire là ? ')",,1.0,Insertion
283,"('#trafiquet', 'Accompagner ton mari. ')",,1.0,Insertion
284,"('#colombine', ""Mon mari !  Ce n'est pas son dessein de quitter Paris. "")",,1.0,Insertion
285,"('#trafiquet', 'Vraiment si ; il est bailli du Maine. ')",,1.0,Insertion
286,"('#colombine', 'Octave est bailli du Maine !  Depuis quand donc ? ')",,1.0,Insertion
287,"('#trafiquet', 'Que diable veux-tu donc dire avec ton Octave ?  Je crois que tu es folle. ')",,1.0,Insertion
288,"('#colombine', ""Quoi !  Ce n'est pas Octave que vous voulez me donner pour mari ? "")",,1.0,Insertion
289,"('#trafiquet', 'Non, assurément. ')",,1.0,Insertion
290,"('#colombine', 'Bon, bon !  Vous voulez rire. ')","('#colombine', 'Ah !  Mademoiselle, voilà votre maître à chanter, Monsieur Amilaré-Bécarre.')",1.45,Substitution
291,"('#trafiquet', ""Je ne ris point, et je veux...  Il aperçoit Octave qui lui fait une révérence et s'en va. "")","('#isabelle', ""Ne vous en allez pas, monsieur, je vous prie.  Je veux que vous entendiez chanter cet homme-là ; c'est un italien."")",1.48,Substitution
292,"('#trafiquet', ""C'est donc ainsi, coquine, que tu fais état de mes remontrances, et que tu te moques de moi !"")",,1.0,Insertion
293,"('#colombine', 'Mon père... ')",,1.0,Insertion
294,"('#trafiquet', ""Va, je t'abandonne. "")","('#trotenville', 'Très volontiers, madame ; cela me fera bien du plaisir : car tel que vous me voyez, je suis à deux mains, et je chante aussi bien que je danse.')",1.68,Substitution
295,"('#colombine', 'Hé !  Mon père... ')",,1.0,Insertion
296,"('#trafiquet', 'Je te déshérite. ')",,1.0,Insertion
297,"('#colombine', 'Mon petit papa !')","('#trotenville', ""Voilà un visage bien baroque !  Les musiciens italiens sont de plaisants originaux.  Ne dirait-on pas que ce serait là un siamois échappé d'un écran ?  Comment vous appelez-vous, monsieur ?  Voilà bien des noms : il faut, monsieur, que vous ayez bien des pères.  C'est un calendrier que cet homme-là. Amilaré répète une douzaine de noms."")",1.19,Substitution
298,"('#trafiquet', 'Je te donne ma malédiction, et tu mourras vieille fille. ')",,1.0,Insertion
299,"('#colombine', ""Oh !  Criez tant qu'il vous plaira.  Je n'irai pas perdre un amant pour la mauvaise humeur d'un père : nous sommes dans un temps où il faut garder le peu qu'on en a. "")","('#isabelle', ""Je suis ravi, messieurs, que vous vous trouviez ensemble.  L'on n'est pas malheureux, quand on peut unir deux illustres.  Je vous prie, monsieur, de vouloir bien chanter un air. Au maître à chanter."")",0.58,Substitution
300,,"('#amilare', 'Je, je, je, je, le, le veux bien.')",1.0,Deletion
301,"('#colombine', ""Voici notre amoureux Pierrot ; il faut l'écouter un moment et nous en divertir."")","('#trotenville', ""Quoi !  C'est là un maître à chanter ?  Miséricorde !  Amilaré chante."")",1.05,Substitution
302,"('#pierrot', ""Enfin, Pierrot, te voilà dans le bourbier jusqu'au cou. De quoi t'avises-tu d'être amoureux ?  Tu ne fais plus que quatre repas par jour ; tu ne saurais plus t'éveiller qu'à midi sonné : tu vois bien qu'en cet état-là tu ne peux pas faire longue vie.  Hé bien, je mourrai.  Tu mourras !  Sais-tu bien qu'il n'y a rien de si triste que la mort ?  Il n'importe ; je ne verrai plus cette ingrate, cette....  Il aperçoit Colombine. "")","('#isabelle', 'Eh bien !  Monsieur, que dites-vous de ce chant-là ?')",1.74,Substitution
303,"('#colombine', 'Que dis-tu là ? ')","('#trotenville', ""Ah, ah !  Voilà une voix d'un assez beau métal ; cela n'est pas mal."")",1.8,Substitution
304,"('#pierrot', 'Je dis...  Je dis, mademoiselle, que quand je serai mort, je ne verrai plus goutte. ')",,1.0,Insertion
305,"('#colombine', ""C'est donc à dire que ta folie te dure toujours ? "")",,1.0,Insertion
306,"('#pierrot', ""Mademoiselle, assurément vous me ferez faire quelque mauvais coup : je me serais déjà jeté vingt fois par la fenêtre de notre grenier, s'il avait été seulement un étage plus bas. "")","('#colombine', 'Comment pas mal !  Il faut se jeter par les fenêtres, quand on a entendu chanter ainsi.')",0.94,Substitution
307,"('#colombine', ""Tu te moques, Pierrot ; quand on est bien amoureux, on n'est pas à un étage près.  Je te conseille, de ce pas, d'aller faire ce saut-là pour l'amour de moi. "")","('#trotenville', ""Ho !  Tout doucement, s'il vous plaît ; je ne sais point faire de ces cabrioles-là.  Voyez-vous, mademoiselle, je ne suis point de ces gens qui louent à plein tuyau.  Un homme comme moi, qui a été toute sa vie nourri de dièses et de bémols, est diablement délicat en musique."")",1.05,Substitution
308,"('#pierrot', 'Allez, vilain petit porc-épic, le ciel vous punira.  Ô amour !  Amour !  Ô Pierrot !  Pierrot !')","('#amilare', ""Monsieur apparemment n'aime pas l'italien ; mais j'ai fait depuis peu un petit duo en français, que je veux chanter avec lui, et je suis sûr qu'il ne lui déplaira pas.  Il lui présente un papier de musique."")",1.74,Substitution
309,"('#le-laquais', 'Mademoiselle, voilà la comtesse de Flamèche et la marquise de Bistoquet qui demandent à vous voir. ')","('#trotenville', ""Voyons.  Qu'est-ce donc, s'il vous plaît, que tous ces pieds de mouche qui sont au commencement des lignes ?"")",1.69,Substitution
310,"('#colombine', 'La comtesse de Flamèche et la marquise de Bistoquet !  Je ne connais point cela.  De quel mauvais vent ces femmes-là abordent-elles chez moi ?  Il faut que ce soient des provinciales. ')","('#amilare', ""Ce sont des dièses, pour montrer que c'est un a mi la ré bécarre.  Je ne compose jamais que sur ce ton, et c'est pour cela que j'en porte le nom."")",1.61,Substitution
311,"('#le-laquais', ""Ce sont des dames qui disent qu'elles demeurent depuis peu dans le quartier. "")","('#trotenville', 'Ah, ah !  Vous composez donc toujours sur ce ton-là ?')",1.79,Substitution
312,"('#colombine', ""Faites-les entrer.  Voilà de ces chiennes de visites que l'on ne saurait éviter."")",,1.0,Insertion
313,"('#mezzetin', ""Hé !  Bonjour, mademoiselle ; comment vous portez-vous ?  Il y a mille ans que j'ai envie de vous venir voir, et de profiter de l'honneur de votre voisinage. "")","('#amilare', 'Oui, monsieur.')",1.09,Substitution
314,"('#pasquariel', ""On a dû vous dire, mademoiselle, que mon équipage s'est arrêté vingt fois à votre porte ; mais vous êtes introuvable, et toute des plus rares. "")","('#trotenville', ""Et moi, monsieur, je n'y chante jamais."")",1.87,Substitution
315,"('#colombine', ""En vérité, mesdames, je suis dans la dernière confusion d'avoir si mai profité de l'honneur de votre visite.  Holà !  Quelqu'un, des siéges. Elles se taisent toutes les trois, et recommencent à parler ensemble. "")","('#amilare', 'Eh bien !  Monsieur, voilà un autre air en D la ré sol.')",1.28,Substitution
316,"('#mezzetin', ""Peut-on savoir, la belle, quels sont vos plaisirs ?  Vous êtes toujours dans le grand monde ; on dit que c'est vous qui faites l'honneur du quartier. "")","('#trotenville', 'La rissole vous-même.  Je vous trouve bien admirable de me donner des sobriquets.')",0.77,Substitution
317,"('#pasquariel', ""Mais voyez ce teint, je vous prie, madame la Comtesse. Apparemment que vous l'avez pris du bon faiseur ; je n'ai jamais rien vu d'aussi charmant. À Colombine. "")","('#amilare', ""Voilà un homme qui est bien fâcheux !  Je vous dis, monsieur, que cet air-là est en d la ré sol, et qu'il n'est pas si difficile que l'autre."")",1.31,Substitution
