,corneillep-melite,corneillep-melite-33,Cost,Operation Type
296,"('#cloris', ""Mon frère, en ma faveur retourne sur tes pas, Dis-moi la vérité ; tu ne me cherchais pas. Et quoi, tu fais semblant de ne me pas connaître ? Ô dieux ! En quel état te vois-je ici paraître ! Tu pâlis tout_à_coup, et tes louches regards S'élancent incertains presque de toutes parts ! Tu manques à la fois de couleur et d'haleine ! Ton pied mal affermi ne te soutient qu'à peine ! Quel accident nouveau te trouble ainsi les sens ?"")","('#cloris', ""Mon frère en ma faveur retourne sur tes pas,  Dis-moi la vérité, tu ne me cherchais pas  Et quoi ? Tu fais semblant de ne me pas connaître  Ô Dieux ! En quel état, te vois-je ici paraître  Tu pâlis tout_à_coup, et tes louches regards  S'élancent incertains presque de toutes parts  Tu manques à la fois, de poumon et d'haleine  Ton pied mal affermi ne te soutient qu'à peine  Quel accident nouveau te brouille ainsi les sens. "")",0.0,Match
297,"('#tircis', ""Puisque tu veux savoir le mal que je ressens, Avant que d'assouvir l'inexorable envie De mon sort rigoureux qui demande ma vie, Je vais t'assassiner d'un fatal entretien, Et te dire en deux mots mon malheur et le tien : En nos chastes amours de tous deux on se moque, Philandre... Ah ! La douleur m'étouffe et me suffoque. Adieu, ma soeur, adieu, je ne puis plus parler, Lis, et, si tu le peux, tâche à te consoler."")","('#tirsis', ""Puisque tu veux savoir le mal que je ressens,  Avant que d'assouvir l'inexorable envie  De mon sort rigoureux qui demande ma vie,  Je vais t'assassiner d'un fatal entretien,  Et te dire en deux mots mon malheur et le tien.  En nos chastes amours de nous deux on se moque, Philandre, ah la douleur m'étouffe et me suffoque,  Adieu, ma soeur, adieu, je ne peux plus parler,  Lis, puis si tu le peux, tâche à te consoler. "")",0.0,Match
298,"('#cloris', ""Ne m'échappe donc pas."")","('#cloris', ""Ne m'échappe donc pas. "")",0.0,Match
299,"('#tircis', 'Ma soeur, je te supplie...')","('#tirsis', 'Ma soeur, je te supplie [... ]')",0.0,Match
300,"('#cloris', ""Quoi ! Que je t'abandonne à ta mélancolie ? Voyons auparavant ce qui te fait mourir, Et nous aviserons à te laisser courir."")","('#cloris', ""Quoi ! Que je t'abandonne à ta mélancolie ? Non, non, quand j'aurai su ce qui te fait mourir,  Si bon me semble alors, je te lairrai courir.  Elle lit les Lettres que Tirsis lui avait données."")",0.0,Match
301,"('#tircis', 'Hélas ! Quelle injustice !')","('#tirsis', 'Hélas ! Quelle injustice ! ')",0.0,Match
302,"('#cloris', ""Est-ce là tout, fantasque ? Quoi ! Si la déloyale enfin lève le masque, Oses-tu te fâcher d'être désabusé ? Apprends qu'il te faut être en amour plus rusé, Apprends que les discours des filles bien sensées Découvrent rarement le fond de leurs pensées, Et que les yeux aidant à ce déguisement, Notre sexe a le don de tromper finement. Apprends aussi de moi que ta raison s'égare, Que Mélite n'est pas une pièce si rare, Qu'elle soit seule ici qui vaille la servir : Assez d'autres objets, y sauront te ravir. Ne t'inquiète point pour une écervelée, Qui n'a d'ambition que d'être cajolée, Et rend à plaindre ceux qui flattant ses beautés Ont assez de malheur pour en être écoutés. Damon lui plut jadis, Aristandre, et Géronte ; Eraste après deux ans n'y voit pas mieux son compte, Elle t'a trouvé bon seulement pour huit jours, Philandre est aujourd'hui l'objet de ses amours ; Et peut-être déjà (tant elle aime le change) Quelque autre nouveauté le supplante et nous venge. Ce n'est qu'une coquette avec tous ses attraits, Sa langue avec son coeur ne s'accorde jamais. Les infidélités sont ses jeux ordinaires, Et ses plus doux appas sont tellement vulgaires, Qu'en elle homme d'esprit n'admira jamais rien, Que le sujet pourquoi tu lui voulais du bien."")","('#cloris', ""Est-ce là tout, fantasque ?  Quoi ! Si la déloyale enfin lève le masque  Oses-tu te fâcher d'être désabusé ?  Apprends qu'il te faut être en amour plus rusé,  Apprends que les discours des filles mieux sensées  Découvrent rarement le fond de leurs pensées,  Et que les yeux aidant à ce déguisement  Notre sexe a le don de tromper finement :  Apprends aussi de moi que ta raison s'égare,  Que Mélite n'est pas une pièce si rare,  Qu'elle soit seule ici qui vaille la servir,  Tant d'autres te sauront en sa place ravir,  Avec trop plus d'attraits que cette écervelée, Qui n'a d'ambition que d'être cajolée  Par les premiers venus qui flattant ses beautés  Ont assez de malheur pour en être écoutés.  Ainsi Damon lui plut, Aristandre, et Géronte,  Éraste après deux ans n'en a pas meilleur compte,  Elle t'a trouvé bon seulement pour huit jours,  Philandre est aujourd'hui l'objet de ses amours,  Et peut-être demain (tant elle aime le change)  Quelque autre nouveauté le supplante et nous venge.  Ce n'est qu'une coquette, une tête à l'évent,  Dont la langue et le coeur s'accordent peu souvent,  À qui les trahisons deviennent ordinaires,  Et dont tous les appas sont tellement vulgaires,  Qu'en elle homme d'esprit n'admira jamais rien  Que le sujet pourquoi tu lui voulais du bien. "")",0.0,Match
303,"('#tircis', ""Penses-tu m'arrêter par ce torrent d'injures ? Que ce soient vérités, que ce soient impostures, Tu redoubles mes maux au lieu de les guérir : Adieu, rien que la mort ne peut me secourir."")","('#tirsis', ""Penses-tu m'amusant avecques des sottises  Par tes détractions rompre mes entreprises  Non, non ces traits de langue épandus vainement  Ne m'arrêteraient pas, encor un seul moment. "")",0.42,Substitution
304,"('#cloris', ""Mon frère. Il s'est sauvé ; son désespoir l'emporte, Me préserve le ciel d'en user de la sorte, Un volage me quitte, et je le quitte aussi, Je l'obligerais trop de m'en mettre en souci. Pour perdre des amants, celles qui s'en affligent Donnent trop d'avantage à ceux qui les négligent, Il n'est lors que la joie, elle nous venge mieux ; Et la fit-on à faux éclater par les yeux, C'est montrer par bravade à leur vaine inconstance Qu'elle est pour nous toucher de trop peu d'importance. Que Philandre à son gré rende ses voeux contents; S'il attend que j'en pleure, il attendra longtemps, Son coeur est un trésor dont j'aime qu'il dispose, Le larcin qu'il m'en fait me vole peu de chose, Et l'amour qui pour lui m'éprit si follement M'avait fait bonne part de son aveuglement. On enchérit pourtant sur ma faute passée, Dans la même folie une autre embarrassée Le rend encor parjure, et sans âme, et sans foi, Pour se donner l'honneur de faillir après moi. Je meure, s'il n'est vrai, que la moitié du monde Sur l'exemple d'autrui se conduit et se fonde, À cause qu'il parut quelque temps m'enflammer, La pauvre fille a cru qu'il valait bien l'aimer, Et sur cette croyance elle en a pris envie ; Lui pût-elle durer jusqu'au bout de sa vie ; Si Mélite a failli me l'ayant débauché, Dieux, par là seulement punissez son péché. Elle verra bientôt que sa digne conquête N'est pas une aventure à me rompre la tête, Un si plaisant malheur m'en console à l'instant. Ah, si mon fou de frère en pouvait faire autant, Que j'en aurais de joie, et que j'en ferais gloire ! Si je puis le rejoindre, et qu'il me veuille croire, Nous leur ferons bien voir que leur change indiscret Ne vaut pas un soupir, ne vaut pas un regret. Je me veux toutefois en venger par malice ; Me divertir une heure à m'en faire justice ; Ces lettres fourniront assez d'occasion D'un peu de défiance, et de division. Si je prends bien mon temps, j'aurai pleine matière À les jouer tous deux d'une belle manière. En voici déjà l'un qui craint de m'aborder."")","('#cloris', ""Mon frère, il s'est sauvé, son désespoir l'emporte  Me préserve le Ciel d'en user de la sorte.  Un volage me quitte, et je le quitte aussi  Je l'obligerais trop de m'en mettre en souci,  Pour perdre des amants celles qui s'en affligent  Donnent trop d'avantage à ceux qui les négligent.  Il n'est lors que la joie, elle nous venge mieux,  Et la fit-on à faux éclater par les yeux,  C'est toujours témoigner que leur vaine inconstance  Est pour nous émouvoir de trop peu d'importance,  Aussi ne veux-je pas le retenir d'aller  Et si d'autres que moi ne le vont rappeler  Il usera ses jours à courtiser Mélite  Outre que l'infidèle a si peu de mérite  Que l'amour qui pour lui m'éprit si follement  M'avait fait bonne part de son aveuglement  On enchérit pourtant sur ma faute passée  Dans la même sottise une autre embarrassée,  Le rend encor parjure, et sans âme, et sans foi  Pour se donner l'honneur de faillir après moi,  Je meure s'il n'est vrai que la moitié du monde  Sur l'exemple d'autrui se conduit et se fonde,  À cause qu'il parut quelque temps m'enflammer  La pauvre fille a cru qu'il valait bien l'aimer  Et sur cette croyance elle en a pris envie,  Lui peut-elle durer jusqu'au bout de sa vie,  Si Mélite a failli me l'ayant débauché  Dieux par là seulement punissez son péché,  Elle verra bientôt quoi qu'elle se propose  Qu'elle n'a pas gagné, ni moi perdu grand-chose,  Ma perte me console, et m'égaye à l'instant  Ah si mon fou de frère en pouvait faire autant  Qu'en ce plaisant malheur, je serais satisfaite !  Si je puis découvrir le lieu de sa retraite  Et qu'il me veuille croire éteignant tous ses feux  Nous passerons le temps à ne rire que d'eux.  Je la ferai rougir, cette jeune éventée,  Lorsque son écriture à ses yeux présentée  Mettant au jour un crime estimé si secret,  Elle reconnaîtra qu'elle aime un indiscret.  Je lui veux dire alors pour aggraver l'offense,  Qui Philandre avec moi toujours d'intelligence  Me fait des contes d'elle, et de tous les discours  Qui servent d'aliment à ses vaines amours,  Si qu'à peine il reçoit de sa part une lettre,  Qu'il ne vienne en mes mains aussitôt la remettre,  La preuve captieuse, et faite en même temps  Produira sur le champ l'effet que j'en attends. "")",0.0,Match
305,"('#cloris', 'Quoi ! Tu passes, Philandre, et sans me regarder ?')",,1.0,Insertion
306,"('#philandre', ""Pardonne-moi, de grâce, une affaire importune M'empêche de jouir de ma bonne fortune, Et son empressement, qui porte ailleurs mes pas, Me remplissait l'esprit jusqu'à ne te voir pas."")","('#philandre', ""Donc pour l'avoir tenu si longtemps en haleine  Il me faudra souffrir une éternelle peine,  Et payer désormais avecque tant d'ennui  Le plaisir que j'ai pris à me jouer de lui ?  Vit-on jamais amant, dont la jeune insolence  Malmenât un rival, avec tant d'imprudence ?  Vit-on jamais amant, dont l'indiscrétion  Fût de tel préjudice à son affection ?  Les lettres de Mélite en ses mains demeurées  En ses mains, autant vaut à jamais égarées  Ruinent à la fois ma gloire, mon honneur,  Mes desseins, mon espoir, mon repos, et mon heur,  Mon trop de vanité tout au rebours succède,  J'ai reçu des faveurs, et Tirsis les possède,  Et cet amant trahi convaincra sa beauté  Par des signes si clairs de sa déloyauté.  C'est mal avec Mélite être d'intelligence  D'armer son ennemi, d'instruire sa vengeance ;  Me pourra-t-elle après regarder de bon oeil ?  M'oserais-je en promettre un gracieux accueil ?  Non il les faut ravoir des mains de ce bravache,  Et laver de son sang cette honteuse tache,  De force, ou d'amitié, j'en aurai la raison,  Je m'en vais l'affronter jusques dans sa maison,  Et là si je le trouve, il faudra que sur l'heure  En dépit qu'il en ait il les rende, ou qu'il meure. "")",0.41,Substitution
307,,"('#philandre', 'Tirsis. ')",1.0,Deletion
308,,"('#cloris', 'Que lui veux-tu ? ')",1.0,Deletion
309,"('#cloris', ""J'ai donc souvent le don d'aimer plus qu'on ne m'aime, Je ne pense qu'à toi, j'en parlais en moi-même."")","('#philandre', ""Cloris pardonne-moi  Si je cherche plutôt à lui parler qu'à toi,  Nous avons entre nous quelque affaire qui presse. "")",0.92,Substitution
310,,"('#cloris', 'Le crois-tu rencontrer hors de chez sa maîtresse ? ')",1.0,Deletion
311,"('#philandre', 'Me veux-tu quelque chose ?')","('#philandre', ""Sais-tu bien qu'il y soit ? "")",0.22,Substitution
312,,"('#cloris', ""Non pas assurément,  Mais j'ose présumer que l'aimant chèrement  Le plus qu'il peut de temps, il le passe chez elle. "")",1.0,Deletion
313,,"('#philandre', ""Je m'en vais de ce pas, le trouver chez la belle,  Adieu, jusqu'au revoir. Je meurs de déplaisir. "")",1.0,Deletion
314,"('#cloris', ""Il t'ennuie avec moi ; Mais comme de tes feux j'ai pour garant ta foi, Je ne m'alarme point. N'était ce qui te presse, Ta flamme un peu plus loin eût porté la tendresse, Et je t'aurais fait voir quelques vers de Tircis Pour le charmant objet de ses nouveaux soucis. Je viens de les surprendre, et j'y pourrais encore, Joindre quelques billets de l'objet qu'il adore, Mais tu n'a pas le temps. Toutefois, si tu veux Perdre un demi-quart d'heure à les lire nous deux..."")","('#cloris', ""Un mot, Philandre, un mot, n'aurais-tu point loisir  De voir quelques papiers, que je viens de surprendre ? "")",0.09,Substitution
315,,"('#philandre', ""Qu'est-ce qu'au bout du compte, ils me pourraient apprendre ? "")",1.0,Deletion
316,,"('#cloris', ""Peut-être leurs secrets : regarde si tu veux  Perdre un demi-quart d'heure à les lire nous deux. "")",1.0,Deletion
317,"('#philandre', ""Voyons donc ce que c'est, sans plus longue demeure ; Ma curiosité pour ce demi-quart d'heure ; S'osera dispenser."")","('#philandre', ""Hasard, voyons ce que c'est, mais vite, et sans plus demeure,  Ma curiosité pour un demi-quart d'heure  Se pourra dispenser. "")",0.0,Match
318,"('#cloris', ""Aussi tu me promets, Quand tu les auras lus, de n'en parler jamais ; Autrement, ne crois pas..."")","('#cloris', ""Mais aussi garde-bien  Qu'en discourant ensemble, il n'en découvre rien,  Promets-le moi, sinon [... ]"")",0.28,Substitution
319,"('#philandre', ""Cela s'en va sans dire, Donne, donne-les-moi, tu ne les saurais lire, Et nous aurions ainsi besoin de trop de temps[.]"")","('#philandre', ""Cela s'en va sans dire,  Donne, donne-les-moi, tu ne les saurais lire,  Et nous aurions ainsi besoin de trop de temps.  Il reconnaît les lettres et tâche de s'en saisir, mais Cloris les resserre. "")",0.0,Match
320,"('#cloris', ""Philandre, tu n'es pas encore où tu prétends ; Quelque hautes faveurs que ton mérite obtienne, Elles sont aussi bien en ma main qu'en la tienne, Je les garderai mieux, tu peux en assurer La belle qui pour toi daigne se parjurer."")","('#cloris', ""Philandre, tu n'es pas encore où tu prétends,  Assure, assure-toi, que Cloris te dépite  De les ravoir jamais que des mains de Mélite  À qui je veux montrer avant qu'il soit huit jours,  La façon dont tu tiens secrètes ses amours.  Elle lui ferme la porte au nez."")",0.0,Match
321,"('#philandre', ""Un homme doit souffrir d'une fille en colère, Mais je sais comme il faut les ravoir de ton frère, Tout exprès je le cherche, et son sang, ou le mien..."")",,1.0,Insertion
322,"('#cloris', ""Quoi, Philandre est vaillant, et je n'en savais rien ! Tes coups sont dangereux quand tu ne veux pas feindre, Mais ils ont le bonheur de se faire peu craindre, Et mon frère, qui sait comme il s'en faut guérir, Quand tu l'aurais tué, pourrait n'en pas mourir."")","('#philandre', ""Confus, désespéré, que faut-il que je fasse ?  J'ai malheur sur malheur, disgrâce sur disgrâce,  On dirait que le Ciel ami de l'équité  Prend le soin de punir mon infidélité.  Si faut-il néanmoins en dépit de sa haine  Que Tirsis retrouvé me tire hors de peine,  Il faut qu'il me les rende, il le faut et je veux  Qu'un duel accepté les mette entre nous deux,  Et si je suis alors encore ce Philandre  Par un détour subtil qu'il ne pourra comprendre,  Elles demeureront, le laissant abusé,  Sinon au plus vaillant, du moins au plus rusé. "")",0.01,Substitution
323,"('#philandre', ""L'effet en fera foi, s'il en a le courage. Adieu. J'en perds le temps à parler davantage. Tremble."")",,1.0,Insertion
324,"('#cloris', ""J'en ai grand lieu, connaissant ta vertu, Pourvu qu'il y consente, il sera bien battu."")",,1.0,Insertion
325,"('#la-nourrice', ""Cette obstination à faire la secrète M'accuse injustement d'être trop peu discrète."")","('#la-nourrice', ""Cette obstination à faire la secrète  M'accuse injustement d'être trop peu discrète. "")",0.0,Match
326,"('#melite', ""Ton importunité n'est pas à supporter, Ce que je ne sais point, te le puis-je conter ?"")","('#melite', ""Vraiment tu me poursuis avec trop de rigueur,  Que te puis-je conter, n'ayant rien sur le coeur ? "")",0.19,Substitution
327,"('#la-nourrice', ""Les visites d'Eraste un peu moins assidues, Témoignent quelque ennui de ses peines perdues, Et ce qu'on voit par là de refroidissement Ne fait que trop juger son mécontentement : Tu m'en veux cependant cacher tout le mystère, Mais je pourrais enfin en croire ma colère, Et pour punition te priver des avis Qu'a jusqu'ici ton coeur si doucement suivis."")","('#la-nourrice', ""Un chacun fait à l'oeil des remarques aisées  Qu'Éraste abandonnant ses premières brisées,  Pour te mieux témoigner son refroidissement  Cherche sa guérison dans un bannissement,  Tu m'en veux cependant ôter la connaissance :  Mais si jamais sur toi j'eus aucune puissance,  Par ce que tous les jours, en tes affections,  Tu reçois de profit de mes instructions,  Apprends-moi ce que c'est. "")",0.0,Match
328,"('#melite', ""C'est à moi de trembler après cette menace, Et toute autre du moins tremblerait à ma place."")",,1.0,Insertion
329,"('#la-nourrice', ""Ne raillons point, le fruit qui t'en est demeuré (Je parle sans reproche, et tout considéré) Vaut bien... Mais revenons à notre humeur chagrine, Apprends-moi ce que c'est."")",,1.0,Insertion
330,"('#melite', ""Veux-tu que je devine ? Dégoûté d'un esprit si grossier que le mien, Il cherche ailleurs peut-être un meilleur entretien."")","('#melite', ""Et que sais-je, Nourrice,  Des fantasques ressorts qui meuvent son caprice ?  Ennuyé d'un esprit si grossier que le mien,  Il cherche ailleurs peut-être un meilleur entretien. "")",0.0,Match
331,"('#la-nourrice', ""Ce n'est pas bien ainsi qu'un amant perd l'envie D'une chose deux ans ardemment poursuivie ; D'assurance un mépris l'oblige à se piquer, Mais ce n'est pas un trait qu'il faille pratiquer, Une fille qui voit, et que voit la jeunesse, Ne s'y doit gouverner qu'avec beaucoup d'adresse, Le dédain lui messied, ou, quand elle s'en sert, Que ce soit pour reprendre un amant qu'elle perd ; Une heure de froideur à propos ménagée, Peut rembraser une âme à demi dégagée, Qu'un traitement trop doux dispense à des mépris D'un bien dont cet orgueil fait mieux savoir le prix. Hors ce cas il lui faut complaire à tout le monde, Faire qu'aux voeux de tous l'apparence réponde, Et sans embarrasser son coeur de leurs amours, Leur faire bonne mine, et souffrir leurs discours. Qu'à part ils pensent tous avoir la préférence : Et paraissent ensemble entrer en concurrence ? Que tout l'extérieur de son visage égal Ne rende aucun jaloux du bonheur d'un rival ; Que ses yeux partagés leur donnent de quoi craindre Sans donner à pas-un aucun lieu de se plaindre ; Qu'ils vivent tous d'espoir jusqu'au choix d'un mari, Mais qu'aucun cependant ne soit le plus chéri, Et qu'elle cède enfin, puisqu'il faut qu'elle cède, À qui paiera le mieux le bien qu'elle possède, Si tu n'eusses jamais quitté cette leçon, Ton Eraste avec toi vivrait d'autre façon."")","('#la-nourrice', ""Ce n'est pas bien ainsi qu'un amant perd l'envie,  D'une chose deux ans ardemment poursuivie :  D'assurance un mépris l'oblige à se piquer,  Mais ce n'est pas un trait qu'il faille pratiquer.  Une fille qui voit, et que voit la jeunesse,  Ne s'y doit gouverner qu'avec beaucoup d'adresse,  Le dédain lui messied, ou quand elle s'en sert,  Que ce soit pour reprendre un amant qu'elle perd :  Une heure de froideur à propos ménagée,  Rembrase assez souvent une âme dégagée,  Qu'un traitement trop doux dispense à des mépris  D'un bien dont un dédain fait mieux savoir le prix.  Hors ce cas il lui faut complaire à tout le monde,  Faire qu'aux voeux de tous son visage réponde,  Et sans embarrasser son coeur de leurs amours,  Leur faire bonne mine et souffrir leurs discours,  Qu'à part ils pensent tous avoir la préférence : Et paraissent ensemble entrer en concurrence.  Ainsi lorsque plusieurs te parlent à la fois,  En répondant à l'un, serre à l'autre les doigts,  Et si l'un te dérobe un baiser par surprise,  Qu'à l'autre incontinent il soit en belle prise,  Que l'un et l'autre juge à ton visage égal  Que tu caches ta flamme aux yeux de son rival,  Partage bien les tiens, et surtout sache feindre  De sorte que pas un n'ait sujet de se plaindre  Qu'ils vivent tous d'espoir jusqu'au choix d'un mari,  Mais qu'aucun cependant ne soit le plus chéri,  Tiens bon, et cède enfin, puisqu'il faut que tu cèdes,  À qui paiera le mieux le bien que tu possèdes.  Si tu n'eusses jamais quitté cette leçon,  Ton Éraste avec toi vivrait d'autre façon. "")",0.0,Match
332,"('#melite', ""Ce n'est pas son humeur de souffrir ce partage, Il croit que mes regards soient son propre héritage, Et prend ceux que je donne à tout autre qu'à lui Pour autant de larcins faits sur le bien d'autrui."")","('#melite', ""Ce n'est pas son humeur de souffrir ce partage,  Il croit que mes regards soient son propre héritage,  Et prend ceux que je donne à tout autre qu'à lui  Pour autant de larcins faits sur le bien d'autrui. "")",0.0,Match
333,"('#la-nourrice', ""J'entends à demi-mot, achève, et m'expédie Promptement le motif de cette maladie."")","('#la-nourrice', ""J'entends à demi-mot, achève, et m'expédie  Promptement le motif de cette maladie. "")",0.0,Match
334,"('#melite', ""Si tu m'avais, Nourrice, entendue à demi, Tu saurais que Tircis..."")","('#melite', 'Tirsis est ce motif. ')",1.43,Substitution
335,"('#la-nourrice', ""Quoi son meilleur ami ! N'a-ce pas été lui qui te l'a fait connaître ?"")","('#la-nourrice', ""Ce jeune cavalier !  Son ami plus intime, et son plus familier !  N'a-ce pas été lui qui te l'a fait connaître ? "")",0.0,Match
336,"('#melite', ""Il voudrait que le jour en fût encore à naître, Et si d'auprès de moi je l'avais écarté, Tu verrais tout à l'heure Eraste à mon côté."")","('#melite', ""Il voudrait que le jour en fût encore à naître,  Et si dans ce jourd'hui je l'avais écarté,  Tu verrais dès demain Éraste à mon côté. "")",0.0,Match
337,"('#la-nourrice', ""J'ai regret que tu sois leur pomme de discorde ; Mais puisque leur humeur ensemble ne s'accorde, Eraste n'est pas homme à laisser échapper, Un semblable pigeon ne se peut rattraper, Il a deux fois le bien de l'autre, et davantage."")","('#la-nourrice', ""J'ai regret que tu sois leur pomme de discorde,  Mais puisque leur humeur ensemble ne s'accorde,  Éraste n'est pas homme à laisser échapper,  Un semblable pigeon ne se peut rattraper,  Il a deux fois le bien de l'autre, et davantage. "")",0.0,Match
338,"('#melite', 'Le bien ne touche point un généreux courage.')","('#melite', 'Le bien ne touche point un généreux courage. ')",0.0,Match
339,"('#la-nourrice', ""Tout le monde l'adore, et tâche d'en jouir."")","('#la-nourrice', ""Tout le monde l'adore, et tâche d'en jouir. "")",0.0,Match
340,"('#melite', ""Il suit un faux éclat qui ne peut m'éblouir."")","('#melite', ""Il suit un faux éclat qui ne peut m'éblouir. "")",0.0,Match
341,"('#la-nourrice', 'Auprès de sa splendeur toute autre est fort petite.')","('#la-nourrice', 'Auprès de sa splendeur toute autre est trop petite. ')",0.0,Match
342,"('#melite', ""Tu le places au rang qui n'est dû qu'au mérite."")","('#melite', ""Tu le places au rang qui n'est dû qu'au mérite. "")",0.0,Match
343,"('#la-nourrice', 'On a trop de mérite étant riche à ce point.')","('#la-nourrice', 'On a trop de mérite étant riche à ce point. ')",0.0,Match
344,"('#melite', ""Les biens en donnent-ils à ceux qui n'en ont point ?"")","('#melite', ""Les biens en donnent-ils à ceux qui n'en ont point ? "")",0.0,Match
345,"('#la-nourrice', ""Oui, ce n'est que par là qu'on est considérable."")","('#la-nourrice', ""Oui, ce n'est que par là qu'on est considérable. "")",0.0,Match
346,"('#melite', ""Mais ce n'est que par là qu'on devient méprisable. Un homme dont les biens font toutes les vertus, Ne peut être estimé que des coeurs abattus."")","('#melite', ""Mais ce n'est que par là qu'on devient méprisable :  Un homme dont les biens font toutes les vertus,  Ne peut être estimé que des coeurs abattus. "")",0.0,Match
347,"('#la-nourrice', 'Est-il quelques défauts que les biens ne réparent ?')","('#la-nourrice', 'Est-il quelques défauts que les biens ne réparent ? ')",0.0,Match
348,"('#melite', ""Mais plutôt en est-il où les biens ne préparent ? Étant riche, on méprise assez communément Des belles qualités le solide ornement, Et d'un luxe honteux la richesse suivie Souvent par l'abondance aux vices nous convie."")","('#melite', ""Mais plutôt en est-il où les biens ne préparent ?  Étant riche, on méprise assez communément  Des belles qualités le solide ornement,  Et d'un luxe honteux la richesse suivie  Souvent par l'abondance aux vices nous convie. "")",0.0,Match
349,"('#la-nourrice', 'Enfin je reconnais...')","('#la-nourrice', 'Enfin je reconnais [... ]')",0.0,Match
350,"('#melite', ""Qu'avec tout ce grand bien Un jaloux sur mon coeur n'obtiendra jamais rien."")","('#melite', ""Qu'avecque tout son bien,  Un jaloux dessus moi n'obtiendra jamais rien. "")",0.0,Match
351,"('#la-nourrice', ""Et que d'un cajoleur la nouvelle conquête T'imprime, à mon regret ces erreurs dans la tête ; Si ta mère le sait..."")","('#la-nourrice', ""Et que d'un cajoleur la nouvelle conquête  T'imprime à mon regret ces erreurs dans la tête.  Si ta mère le sait... "")",0.0,Match
352,"('#melite', 'Laisse-moi ces soucis Et rentre, que je parle à la soeur de Tircis.')","('#melite', ""Laisse-moi ces soucis,  Et rentre que je parle à la soeur de Tirsis,  Je la vois qui de loin me fait signe et m'appelle. "")",0.0,Match
353,"('#la-nourrice', ""Peut-être elle t'en veut dire quelque nouvelle."")","('#la-nourrice', ""Peut-être elle t'en veut dire quelque nouvelle ? "")",0.0,Match
354,"('#melite', ""Ta curiosité te met trop en cervelle, Rentre sans t'informer de ce qu'elle prétend, Un meilleur entretien avec elle m'attend."")","('#melite', ""Rentre sans t'informer de ce qu'elle prétend,  Un meilleur entretien avec elle m'attend. "")",0.0,Match
355,"('#cloris', ""Je chéris tellement celles de votre sorte, Et prends tant d'intérêt en ce qui leur importe, Qu'aux pièces qu'on leur fait je ne puis consentir, Ni même en rien savoir sans les avertir. Ainsi donc, au hasard d'être la malvenue, Encor que je vous sois, peu s'en faut, inconnue, Je viens vous faire voir que votre affection N'a pas été fort juste en son élection."")","('#cloris', ""Je chéris tellement celles de votre sorte,  Et prends tant d'intérêt en ce qui leur importe,  Qu'aux fourbes qu'on leur fait je ne puis consentir,  Ni même en rien savoir sans les en avertir.  Ainsi donc au hasard d'être la malvenue,  Encor que je vous sois, peu s'en faut, inconnue,  Je viens vous faire voir, que votre affection  N'a pas été fort juste en son élection. "")",0.0,Match
356,"('#melite', ""Vous pourriez, sous couleur de rendre un bon office, Mettre quelque autre en peine avec cet artifice, Mais pour m'en repentir j'ai fait un trop bon choix, Je renonce à choisir une seconde fois, Et mon affection ne s'est point arrêtée Que chez un cavalier qui l'a trop méritée."")","('#melite', ""Vous pourriez sous couleur de rendre un bon office  Mettre quelque autre en peine avec cet artifice,  Mais pour m'en repentir j'ai fait un trop beau choix,  Je renonce à choisir une seconde fois,  Et mon affection ne s'est point arrêtée,  Que chez un cavalier qui l'a trop méritée. "")",0.0,Match
357,"('#cloris', ""Vous me pardonnerez, j'en ai de bons témoins, C'est l'homme qui de tous la mérite le moins."")","('#cloris', ""Vous me pardonnerez j'en ai de bons témoins,  C'est l'homme qui de tous la mérite le moins. "")",0.0,Match
358,"('#melite', ""Si je n'avais de lui qu'une faible assurance, Vous me feriez entrer en quelque défiance : Mais je m'étonne fort que vous l'osiez blâmer, Ayant quelque intérêt vous-même à l'estimer."")","('#melite', ""Si je n'avais de lui qu'une faible assurance,  Vous me feriez entrer en quelque défiance,  Mais je m'étonne fort que vous l'osez blâmer  Vu que pour votre honneur vous devez l'estimer. "")",0.0,Match
359,"('#cloris', ""Je l'estimai jadis, et je l'aime, et l'estime Plus que je ne faisais auparavant son crime, Ce n'est qu'en ma faveur qu'il ose vous trahir. Et vous pouvez juger si je le puis haïr, Lorsque sa trahison m'est un clair témoignage Du pouvoir absolu que j'ai sur son courage."")","('#cloris', ""Je l'estimai jadis, et je l'aime, et l'estime  Plus que je ne faisais auparavant son crime,  Ce n'est qu'en ma faveur qu'il ose vous trahir,  Après cela jugez si je le puis haïr,  Puisque sa trahison m'est un grand témoignage  Du pouvoir absolu que j'ai sur son courage."")",0.0,Match
360,"('#melite', ""Le pousser à me faire une infidélité, C'est assez mal user de cette autorité."")","('#melite', ""Vraiment c'est un pouvoir dont vous usez fort mal,  Le poussant à me faire un tour si déloyal. "")",0.53,Substitution
361,"('#cloris', ""Me le faut-il pousser où son devoir l'oblige, C'est son devoir qu'il suit alors qu'il vous néglige."")","('#cloris', ""Me le faut-il pousser où son devoir l'oblige ?  C'est son devoir qu'il suit alors qu'il vous néglige. "")",0.0,Match
362,"('#melite', 'Quoi, le devoir chez vous oblige aux trahisons.')","('#melite', ""Quoi ? Son devoir l'oblige à l'infidélité ? "")",0.0,Match
