corneillet-festin-pierre,moliere-dom-juan,Score
"('#pierrot', ""Oh, je veux que tout haut, L'en fasse ce qu'en fait pour aimé comme i faut."")","('#pierrot', ""Je veux que l'en fasse comme l'en fait quand l'en aime comme il faut. "")",0.6503484845161438
"('#charlotte', ""J't'aime aussi comme i faut, pourquoi donc q'tu t'étonnes ?"")","('#charlotte', ""Ne t'aimai-je pas aussi comme il faut ? "")",0.6102027297019958
"('#pierrot', ""Non, ça s'voit quand il est, et toujou z'aux parsonnes, Quand c'est tout d'bon qu'en aime, en leu fait en passant Mil p'tite singerie ; et sis-je un innocent ? Margué, je n'veux que voir com' la grosse Tomasse Fait au jeune Robain, al n'tient jamais en place, Tant al n'est assotée, et dès qu'a l'voit passer, Al n'attend point qui vienne, al s'en court l'agacer ; Ly jett'son Chapiau bas, et toujou sans reproche Ly fait exprès queuq'niche, ou baille une taloche : Et darrainement oncor que su z'un Escabiau I regardait danser, al s'en fut bian et biau Ly tirer de dessous et l'mit à la renvarse. Jarny vla s'q'c'est qu'aimer, mais margué l'en me barse Quand dret comme un piquet j'vois q'tu viens te parcher. Tu n'me dis jamais mot, et j'ai biau tentincher, En glieu de m'fair' présent d'une bonne égratineure, De m'bailler queuquecoup, ou d'voir par aventure Si j'sis point chatouilleux, tu te grattes lé doigts, Et t'és-là toujou comme une vray souche de bois. T'es trop fraide, vois-tu, ventrigué, ça me choque."")","('#pierrot', ""Non !  Quand ça est, ça se voit, et l'en fait mille petites singeries aux personnes quand on les aime du bon du coeur.  Regarde la grosse Thomasse, comme elle est assotée du jeune Robain : alle est toujou autour de li à l'agacer, et ne le laisse jamais en repos ; toujou al li fait queuque niche ou li baille quelque taloche en passant ; et l'autre jour qu'il estoit assis sur un escabiau, al fut le tirer de dessous li, et le fit choir tout de son long par tarre.  Jarni !  Vlà où l'en voit les gens qui aimont ; mais toi, tu ne me dis jamais mot, t'es toujou là comme eune vraie souche de bois ; et je passerois vingt fois devant toi, que tu ne te grouillerois pas pour me bailler le moindre coup, ou me dire la moindre chose.  Ventrequenne !  ça n'est pas bian, après tout, et t'es trop froide pour les gens. "")",0.7950054407119751
"('#charlotte', ""C'est me n'imeur, Piarrot ; que veux-tu ?"")","('#charlotte', ""Que veux-tu que j'y fasse ?  C'est mon himeur, et je ne me pis refondre. "")",0.28894731402397156
"('#pierrot', ""Tu te moques. Quand l'en aime les Gens, l'en en baille toujou Queuq'petit' signifiance."")","('#pierrot', ""Ignia himeur qui quienne.  Quand en a de l'amiquié pour les personnes, l'an en baille toujou queuque petite signifiance."")",0.6575444340705872
"('#charlotte', ""Ô cherche donc par où. S'tu penses qu'à t'aimer queuque autre soit pu prompte, Va l'aimer, j'te l'accorde."")","('#charlotte', ""Enfin je t'aime tout autant que je pis, et, si tu n'es pas content de ça, tu n'as qu'à en aimer queuque autre. "")",0.6477778553962708
"('#pierrot', ""Et bian, vla pas mon compte ? Tastigué, s'tu m'aimais, m'dirais-tu ça ?"")","('#pierrot', ""Eh bien, vlà pas mon compte.  Testigué, si tu m'aimais, me dirais-tu ça ? "")",0.7754273414611816
"('#charlotte', ""Pourquoi M'viens-tu tarabuster toujou l'esprit ?"")","('#charlotte', ""Pourquoi me viens-tu aussi tarabuster l'esprit ? "")",0.8417286276817322
"('#pierrot', ""Dis-moi. Queu mal t'fais-je à vouloir que tu m'fasses paraître Un peu pu d'amiquié ?"")","('#pierrot', ""Morqué !  Queu mal te fais-je !  Je ne te demande qu'un peu d'amiquié. "")",0.6902713179588318
"('#charlotte', ""Va, ça m'viendra peut-être. Ne me presse point tant, et laisse faire."")","('#charlotte', ""Eh bian !  Laisse faire aussi, et ne me presse point tant, peut-être que ça viendra tout d'un coup sans y songer. "")",0.7823073267936707
"('#pierrot', ""Et bien, Touche donc là, Charlotte, et d'bon coeur."")","('#pierrot', 'Touche donc là, Charlotte. ')",0.6088059544563293
"('#charlotte', 'Et bien, quien.')","('#charlotte', 'Eien, quien. ')",0.6299133896827698
"('#pierrot', ""Promets q'tu tâcheras z'a m'aimer davantage."")","('#pierrot', ""Promets-moi donc que tu tâcheras de m'aimer davantage. "")",0.8443099856376648
"('#charlotte', 'Est-ce là su Monsieu ?')","('#charlotte', ""J'y ferai tout ce que je pourrai, mais il faut que ça vienne de lui-même.  Pierrot, est-ce là ce Monsieur ? "")",0.11833329498767853
"('#pierrot', 'Oui, le vla.')","('#pierrot', 'Oui, le vlà. ')",0.7338736057281494
"('#charlotte', ""Queu dommage Qui l'eût été nayé ! Qui l'est genty !"")","('#charlotte', ""Ah !  Mon quieu, qu'il est genti, et que ç'auroit été dommage qu'il eût esté nayé ! "")",0.6185833215713501
"('#pierrot', 'Je vas Boire chopaine, aguieu, je ne tarderai pas.')","('#pierrot', ""Je revians tout à l'heure : je m'en vas boire chopaine, pour me rebouter tant soit peu de la fatigue que j'ais eue. "")",0.5218769311904907
"('#don-juan', ""Il n'y faut plus penser, c'en est fait, Sganarelle. La force entre mes bras allait mettre la Belle, Lorsque ce coup de vent, difficile à prévoir, Renversant notre Barque, a trompé mon espoir. Si par là de mon feu l'espérance est frivole, L'aimable Paysanne aisément m'en console, Et c'est une conquête assez pleine d'appas, Qui dans l'occasion ne m'échappera pas. Déjà par cent douceurs j'ai jeté dans son âme Ces dispositions à bien traiter ma flamme On se plaît à m'entendre, et je puis espérer Qu'ici je n'aurai pas longtemps à soupirer."")","('#don-juan', ""Nous avons manqué notre coup, Sganarelle, et cette bourrasque imprévue a renversé avec notre barque le projet que nous avions fait ; mais, à te dire vrai, la paysanne que je viens de quitter répare ce malheur, et je lui ai trouvé des charmes qui effacent de mon esprit tout le chagrin que me donnait le mauvais succès de notre entreprise.  Il ne faut pas que ce coeur m'échappe, et j'y ai déjà jeté des dispositions à ne pas me souffrir longtemps de pousser des soupirs. "")",0.744101881980896
"('#sganarelle', ""Ah, Monsieur, je frémis à vous entendre dire. Quoi, des bras de la mort quand le Ciel nous retire, Au lieu de mériter par quelque amendement, Les bontés qu'il répand sur nous incessamment ; Au lieu de renoncer aux folles amourettes, Qui déjà tant de fois... Paix, Coquin que vous êtes. Monsieur sait ce qu'il fait, et vous ne savez, vous, Ce que vous dites. S'interrompant, en voyant Don Juan prêt à se fâcher."")","('#sganarelle', ""Monsieur, j'avoue que vous m'étonnez.  À peine sommes-nous échappés d'un péril de mort, qu'au lieu de rendre grâce au Ciel de la pitié qu'il a daigné prendre de nous, vous travaillez tout de nouveau à attirer sa colère par vos fantaisies accoutumées et vos amours cr...  Paix !  Coquin que vous êtes ; vous ne savez ce que vous dites, et Monsieur sait ce qu'il fait.  Allons. "")",0.7794976234436035
"('#don-juan', 'Ah ! Que vois-je auprès de nous ?')","('#don-juan', ""Ah, ah, d'où sort cette autre paysanne, Sganarelle ?  As-tu rien vu de plus joli ?  Et ne trouves-tu pas, dis-moi, que celle-ci vaut bien l'autre ? "")",0.27226918935775757
"('#sganarelle', ""Qu'est-ce ?"")","('#sganarelle', 'Assurément.  Autre pièce nouvelle.')",0.35919809341430664
"('#don-juan', ""Tourne les yeux, Sganarelle, et condamne La surprise où me met cette autre paysanne. D'où sort-elle ? Peut-on rien voir de plus charmant ? Celle-ci vaut bien l'autre, et mieux."")","('#don-juan', ""D'où me vient, la belle, une rencontre si agréable ?  Quoi, dans ces lieux champêtres, parmi ces arbres et ces rochers, on trouve des personnes faites comme vous êtes ? "")",0.5951648950576782
"('#sganarelle', 'Assurément.')","('#charlotte', 'Vous voyez, Monsieur. ')",0.2505161166191101
"('#don-juan', 'Il faut que je lui parle.')","('#don-juan', 'Êtes-vous de ce village ?')",0.07327210158109665
"('#sganarelle', 'Autre pièce nouvelle.')","('#charlotte', 'Oui, Monsieur. ')",0.32666268944740295
"('#don-juan', ""L'agréable rencontre ! Et d'où me vient, la belle, L'inespéré bonheur de trouver en ces lieux, Sous cet habit rustique, un chef-d'oeuvre des Cieux ?"")","('#don-juan', 'Et vous y demeurez ? ')",0.2608400881290436
"('#charlotte', 'Eh ! Monsieur.')","('#charlotte', 'Oui, Monsieur. ')",0.94169020652771
"('#don-juan', ""Il n'est point un plus joli visage."")","('#don-juan', 'Vous vous appelez ? ')",0.10254576057195663
"('#charlotte', 'Monsieur.')","('#charlotte', 'Charlotte, pour vous servir. ')",0.18899427354335785
"('#don-juan', 'Demeurez-vous, ma belle, en ce village !')","('#don-juan', 'Ah !  La belle personne, et que ses yeux sont pénétrants ! ')",0.24239622056484222
"('#charlotte', 'Oui, Monsieur.')","('#charlotte', 'Monsieur, vous me rendez toute honteuse. ')",0.18741001188755035
"('#don-juan', 'Votre nom ?')","('#don-juan', ""Ah, n'ayez point de honte d'entendre dire vos vérités.  Sganarelle, qu'en dis-tu ?  Peut-on voir rien de plus agréable ?  Tournez-vous un peu, s'il vous plaît, ah que cette taille est jolie !  Haussez un peu la tête, de grâce, ah que ce visage est mignon.  Ouvrez vos yeux entièrement, ah qu'ils sont beaux !  Que je voie un peu vos dents, je vous prie, ah qu'elles sont amoureuses !  Et ces lèvres appétissantes.  Pour moi, je suis ravi, et je n'ai jamais vu une si charmante personne. "")",0.07653569430112839
"('#charlotte', ""Charlotte, à vous servir, Si j'en étais capable."")","('#charlotte', ""Monsieur, cela vous plaît à dire, et je ne sais pas si c'est pour vous railler de moi. "")",0.24586589634418488
"('#don-juan', ""Ah, je me sens ravir. Qu'elle est belle, et qu'au coeur sa vue est dangereuse ! Pour moi... À Sganarelle."")","('#don-juan', ""Moi, me railler de vous ?  Dieu m'en garde, je vous aime trop pour cela, et c'est du fond du coeur que je vous parle. "")",0.33709582686424255
"('#charlotte', 'Vous me rendez, Monsieur, toute honteuse.')","('#charlotte', 'Je vous suis bien obligée, si ça est.')",0.40935641527175903
"('#don-juan', ""Honteuse, d'ouïr dire ici vos vérités ! Sganarelle, as-tu vu jamais tant de beautés ? Tournez-vous, s'il vous plaît. Que sa taille est mignonne ! Haussez un peu la tête. Ah, l'aimable personne ! Cette bouche, ces yeux. Ouvrez-les tout à fait. Qu'ils sont beaux ! Et vos dents ? Il n'est rien si parfait. Ces lèvres ont surtout un vermeil que j'admire, J'en suis charmé. À Sganarelle. À Charlotte. À Sganarelle À Charlotte. À Sganarelle À Charlotte."")","('#don-juan', ""Point du tout, vous ne m'êtes point obligée de tout ce que je dis, et ce n'est qu'à votre beauté que vous en êtes redevable. "")",0.40842801332473755
"('#charlotte', ""Monsieur, cela vous plaît à dire, Et je ne sais si c'est pour vous railler de moi."")","('#charlotte', ""Monsieur, tout ça est trop bien dit pour moi, et je n'ai pas d'esprit pour vous répondre. "")",0.38904523849487305
"('#don-juan', ""Me railler de vous ! Non, j'ai trop de bonne foi. Regarde cette main plus blanche que l'ivoire, Sganarelle, peut-on... À Sganarelle."")","('#don-juan', 'Sganarelle, regarde un peu ses mains. ')",0.4743739366531372
"('#charlotte', ""Fi, Monsieur, al est noire Tout comme je n'sais quoi."")","('#charlotte', 'Fi, Monsieur, elles sont noires comme je ne sais quoi. ')",0.8198468685150146
"('#don-juan', 'Laissez-la moi baiser.')","('#don-juan', 'Ha que dites-vous là, elles sont les plus belles du monde, souffrez que je les baise, je vous prie. ')",0.35304802656173706
"('#charlotte', ""C'est trop d'honneur pour moi, j'n'os'rais vous refuser. Mais si j'eus su tout ça devant votre arrivée, Exprès aveu du son je m'la serais lavée."")","('#charlotte', ""Monsieur, c'est trop d'honneur que vous me faites, et si j'avais su ça tantôt, je n'aurais pas manqué de les laver avec du son. "")",0.6098566651344299
"('#don-juan', ""Vous n'êtes point encor mariée ?"")","('#don-juan', ""Et dites-moi un peu, Belle Charlotte, vous n'êtes pas mariée sans doute ? "")",0.5341323614120483
"('#charlotte', ""Oh, non pas, Mais je dois bientôt l'être au fils du grand Lucas. Il se nomme Piarrot ; c'est ma Tante Phlipote Qui nous fait marier."")","('#charlotte', ""Non, Monsieur ; mais je dois bientôt l'être avec Piarrot, le fils de la voisine Simonette. "")",0.7083035111427307
"('#don-juan', ""Quoi, vous, belle Charlotte, D'un simple paysan être la femme ? Non, Il vous faut autre chose, et je crois tout de bon Que le Ciel m'a conduit exprès dans ce village, Pour rompre cet injuste et honteux mariage ; Car enfin je vous aime, et malgré les jaloux, Pourvu que je vous plaise, il ne tiendra qu'à vous Qu'on ne trouve moyen de vous faire paraître Dans l'éclat des honneurs où vous méritez d'être. Cet amour est bien prompt, je l'avouerai ; mais quoi ? Vos beautés tout d'un coup ont triomphé de moi, Et je vous aime autant, Charlotte, en un quart d'heure, Qu'on aimerait une autre en six mois."")","('#don-juan', ""Quoi ?  Une personne comme vous serait la femme d'un simple paysan ?  Non, non c'est profaner tant de beautés, et vous n'êtes pas née pour demeurer dans un village, vous méritez sans doute une meilleure fortune, et le Ciel, qui le connaît bien, m'a conduit ici tout exprès pour empêcher ce mariage, et rendre justice à vos charmes : car enfin, belle Charlotte, je vous aime de tout mon coeur, et il ne tiendra qu'à vous que je vous arrache de ce misérable lieu, et ne vous mette dans l'état où vous méritez d'être, cet amour est bien prompt sans doute ; mais quoi, c'est un effet, Charlotte, de votre grande beauté, et l'on vous aime autant en un quart d'heure, qu'on ferait une autre en six mois. "")",0.7948407530784607
"('#charlotte', 'Oui ?')","('#don-juan', ""Quoi ?  Une personne comme vous serait la femme d'un simple paysan ?  Non, non c'est profaner tant de beautés, et vous n'êtes pas née pour demeurer dans un village, vous méritez sans doute une meilleure fortune, et le Ciel, qui le connaît bien, m'a conduit ici tout exprès pour empêcher ce mariage, et rendre justice à vos charmes : car enfin, belle Charlotte, je vous aime de tout mon coeur, et il ne tiendra qu'à vous que je vous arrache de ce misérable lieu, et ne vous mette dans l'état où vous méritez d'être, cet amour est bien prompt sans doute ; mais quoi, c'est un effet, Charlotte, de votre grande beauté, et l'on vous aime autant en un quart d'heure, qu'on ferait une autre en six mois. "")",1.0
"('#don-juan', ""Je meure, S'il n'est rien de plus vrai."")","('#don-juan', ""Quoi ?  Une personne comme vous serait la femme d'un simple paysan ?  Non, non c'est profaner tant de beautés, et vous n'êtes pas née pour demeurer dans un village, vous méritez sans doute une meilleure fortune, et le Ciel, qui le connaît bien, m'a conduit ici tout exprès pour empêcher ce mariage, et rendre justice à vos charmes : car enfin, belle Charlotte, je vous aime de tout mon coeur, et il ne tiendra qu'à vous que je vous arrache de ce misérable lieu, et ne vous mette dans l'état où vous méritez d'être, cet amour est bien prompt sans doute ; mais quoi, c'est un effet, Charlotte, de votre grande beauté, et l'on vous aime autant en un quart d'heure, qu'on ferait une autre en six mois. "")",1.0
"('#charlotte', ""Monsieur, je voudrais bien Que ça fût tout com'ça, car vous n'me dites rien Qui n'me fasse assé z'aise, et j'aurais bien envie De n'vous mécroire point, mais j'ai toute ma vie Entendu dire à ceux qui savont bien s'que c'est, Qu'i n'est point de Monsieus qui ne soient toujou prêt À tromper queuque fille, à moins qu'al n'y regarde."")","('#charlotte', ""Aussi vrai, Monsieur, je ne sais comment faire quand vous parlez, ce que vous dites me fait aise, et j'aurais toutes les envies du monde de vous croire, mais on m'a toujou dit qu'il ne faut jamais croire les Monsieux, et que vous autres courtisans êtes des enjoleus, qui ne songez qu'à abuser les filles. "")",0.7193284630775452
"('#don-juan', 'Suis-je de ces gens-là ? Non Charlotte.')","('#don-juan', 'Je ne suis pas de ces gens-là. ')",0.4342682957649231
"('#sganarelle', ""Il n'a garde."")","('#sganarelle', ""Il n'a garde. "")",1.0
"('#don-juan', ""Le temps vous fera voir comme j'en veux user."")","('#sganarelle', ""Il n'a garde. "")",1.0
"('#charlotte', ""Aussi je n'voudrais pas me laisser abuser. Voyez-vous, si j'sis pauvre et native au village, J'ai d'l'honneur tout autant qu'on en ait à mon âge ; Et pour tout l'or du monde on n'me pourrait tenter, Si j'pensais qu'en m'aimant l'en me l'voulût ôter."")","('#charlotte', ""Voyez-vous, Monsieur, il n'y a pas plaisir à se laisser abuser, je suis une pauvre paysanne, mais j'ai l'honneur en recommandation, et j'aimerais mieux me voir morte que de me voir déshonorée. "")",0.6708520650863647
"('#don-juan', ""Je voudrais vous l'ôter, moi ? Ce soupçon m'offense. Croyez que pour cela j'ai trop de conscience, Et que si vos appas m'ont su d'abord charmer, Ce n'est qu'en tout honneur que je vous veux aimer. Pour vous le faire voir, apprenez que dans l'âme J'ai formé le dessein de vous faire ma femme. J'en donne ma parole, et pour vous au besoin L'homme que vous voyez en sera le témoin."")","('#don-juan', ""Moi, j'aurais l'âme assez méchante pour abuser une personne comme vous, je serais assez lâche pour vous déshonorer ?  Non, non, j'ai trop de conscience pour cela, je vous aime, Charlotte, en tout bien et en tout honneur, et pour vous montrer que je vous dis vrai, sachez que je n'ai point d'autre dessein que de vous épouser, en voulez-vous un plus grand témoignage, m'y voilà prêt quand vous voudrez, et je prends à témoin l'homme que voilà de la parole que je vous donne. "")",0.8664473295211792
"('#charlotte', ""Vou m'vouriez épousé, moi ?"")","('#sganarelle', 'Non, non, ne craignez point, il se mariera avec vous tant que vous voudrez. ')",0.4613112807273865
"('#don-juan', 'Cela vous étonne ? Demandez au témoin que mon amour vous donne, Il me connaît.')","('#don-juan', ""Ah !  Charlotte, je vois bien que vous ne me connaissez pas encore.  Vous me faites grand tort de juger de moi par les autres, et s'il y a des fourbes dans le monde, des gens qui ne cherchent qu'à abuser des filles, vous devez me tirer du nombre, et ne pas mettre en doute la sincérité de ma foi, et puis votre beauté vous assure de tout.  Quand on est faite comme vous, on doit être à couvert de toutes ces sortes de crainte, vous n'avez point l'air, croyez-moi, d'une personne qu'on abuse ; et pour moi, je l'avoue, je me percerais le coeur de mille coups, si j'avais eu la moindre pensée de vous trahir. "")",0.3097083568572998
"('#sganarelle', ""Très fort. Ne craignez rien, allez. Il vous épousera cent fois si vous voulez. J'en réponds."")","('#charlotte', ""Mon_Dieu, je ne sais si vous dites vrai ou non, mais vous faites que l'on vous croit. "")",0.44242236018180847
"('#don-juan', 'Et bien donc, pour le prix de ma flamme, Ne consentez-vous pas à devenir ma Femme ?')","('#don-juan', ""Lorsque vous me croirez, vous me rendrez justice assurément, et je vous réitère encore la promesse que je vous ai faite, ne l'acceptez-vous pas ?  Et ne voulez-vous pas consentir à être ma femme ? "")",0.6939239501953125
"('#charlotte', ""I faudret à ma tante en dire un petit mot, Pour qu'al en fût contente, al aime bian Piarrot."")","('#charlotte', 'Oui, pourvu que ma tante le veuille. ')",0.28960856795310974
"('#don-juan', ""Je dirai ce qu'il faut, et m'en rendrai le Maître. Touchez-là seulement, pour me faire connaître Que de votre côté vous voulez bien de moi. Il lui veut prendre la main."")","('#don-juan', 'Touchez donc là, Charlotte, puisque vous le voulez bien de votre part. ')",0.4350230097770691
"('#charlotte', ""J'n'en veux que trop, mais vous ?"")","('#charlotte', ""Mais au moins, Monsieur, ne m'allez pas tromper, je vous prie, il y aurait de la conscience à vous, et vous voyez comme j'y vais à la bonne foi. "")",0.2418619990348816
"('#don-juan', 'Je vous donne ma foi, Et deux petits baisers vous vont servir de gage...')","('#don-juan', 'Comment, il semble que vous doutiez encore de ma sincérité ?  Voulez-vous que je fasse des serments épouvantables ?  Que le Ciel... ')",0.5266379714012146
"('#charlotte', ""Oh Monsieu, attendé qu'j'ons fait le mariage. Après ça, voyez-vous, je vous baiserai tant Que vous n'erez qu'à dire."")","('#charlotte', 'Mon_Dieu, ne jurez point, je vous crois. ')",0.30823883414268494
"('#don-juan', 'Ah, me voilà content. Tout ce que vous voulez, je le veux pour vous plaire, Donnez-moi seulement votre main.')","('#don-juan', 'Donnez-moi donc un petit baiser pour gage de votre parole. ')",0.5044032335281372
"('#charlotte', 'Pourquoi faire ?')","('#charlotte', 'Oh, Monsieur, attendez que je soyons mariés, je vous prie ; après, ça, je vous baiserai tant que vous voudrez. ')",0.21011756360530853
"('#don-juan', ""Il faut que cent baisers vous marquent l'intérêt..."")","('#don-juan', 'Eh bien, Belle Charlotte, je veux tout ce que vous voulez, abandonnez-moi seulement votre main, et souffrez que par mille baisers, je lui exprime le ravissement où je suis... ')",0.5714147686958313
"('#pierrot', 'Tout doucement, Monsieu, tené-vous, si vous plaît. Vous pourriez v-s-échauffant gagné la purésie.')","('#pierrot', ""Tout doucement, Monsieur, tenez-vous, s'il vous plaît, vous vous échauffez trop, et vous pourriez gagner la purésie. "")",0.6739025712013245
"('#don-juan', ""D'où cet impertinent nous vient-il ?"")","('#don-juan', ""Qui m'amène cet impertinent ? "")",0.6880526542663574
"('#pierrot', ""Oh jarnie, J'vous dis qu'où vous tegniais, et qu'i n'est pas besoin Qu'où vegniais courtisé nos Femmes de si loin."")","('#pierrot', ""Je vous dis qu'où vous tegniez, et qu'ou ne caressiais point nos accordées. "")",0.5957271456718445
"('#don-juan', 'Ah, que de bruit ?')","('#don-juan', 'Ah !  Que de bruit ! ')",0.8746762871742249
"('#pierrot', ""Margué, j'ne no z'émouvons guère, Pour cé pousseus de Gens."")","('#pierrot', ""Jerniquenne !  Ce n'est pas comme ça qu'il faut pousser les gens. "")",0.22636036574840546
"('#charlotte', 'Piarrot, laisse-le faire.')","('#charlotte', 'Et laisse-le faire aussi, Piarrot. ')",0.7375405430793762
"('#pierrot', ""Quement ? Que je l'laiss' faire ? Et je ne l'veux pas moi."")","('#pierrot', 'Quement, que je le laisse faire.  Je ne veux pas moi ? ')",0.7206975221633911
"('#don-juan', 'Ah !')","('#don-juan', 'Ah ! ')",0.9999999403953552
"('#pierrot', ""Parsqu'il est Monsieur, i s'en viendra, je crois, Caresser à not'barbe ici nos z'accordées. Pargué, j'en sis d'avis que j'vous l'z'ayons gardées. Allez v-s-en caresser les vôtres."")","('#pierrot', ""Testiguenne !  Parce qu'ous êtes Monsieu, ous viendrez caresser nos femmes à notre barbe, allez-v's-en caresser les vôtres. "")",0.5706704258918762
"('#don-juan', 'Heu ?')","('#don-juan', 'Heu ? ')",1.0
"('#pierrot', ""Heu ! Margué. Ne v-s-avisé pas trop de m'frappé. Jarnigué, Ventrigué, tastigué, voyé z'un peu la chance, De v-nir battre les gens. S'n'est pas la récompense De v-s'être allés tantôt sauvé d'être nayé. J'vous devions laissez boire, i l'est bien employé."")","('#pierrot', ""Heu.  Testigué !  Ne me frappez pas.  Oh !  Jernigué !  Ventrequé !  Palsanqué !  Morquenne !  ça n'est pas bian de battre les gens, et ce n'est pas là la récompense de v's avoir sauvé d'être nayé.  Don Juan lui donne un soufflet. Autre soufflet. Autre soufflet. Autre soufflet."")",0.6867376565933228
"('#charlotte', 'Va, ne te fâche point, Piarrot.')","('#charlotte', 'Piarrot, ne te fâche point. ')",0.8916395306587219
"('#pierrot', ""Oh, palsanguène, Il m'plaît de me fâcher, et t'es une vilaine, D'endurer qu'en t'cajole."")","('#pierrot', ""Je me veux fâcher, et t'es une vilaine toi d'endurer qu'on te cajole. "")",0.8225275874137878
"('#charlotte', ""Il me veut épouser, Et tu n'te devrais pas si fort colériser. S'n'est pas s'que tu penses, dea."")","('#charlotte', ""Oh, Piarrot, ce n'est pas ce que tu penses, ce Monsieur veut m'épouser, et tu ne dois pas te bouter en colère. "")",0.46581459045410156
"('#pierrot', ""Jarny, tu m'es promise."")","('#pierrot', ""Quement ?  Jerni, tu m'es promise. "")",0.8235870599746704
"('#charlotte', ""Ça n'y fait rien, Piarrot, tu n'mas pas encor prise. S'tu m'aimes comme i faut, s'ras-tu pas tout joyeux De m'voir Madame ?"")","('#charlotte', ""Ça n'y fait rien, Piarrot, si tu m'aimes ne dois-tu pas être bien aise que je devienne Madame ? "")",0.7271460890769958
"('#pierrot', ""Non, j'aimerais cent fois mieux Te voir crever qu'n'en pas qu'un autre t'eût. Marguenne..."")","('#pierrot', ""Jerniqué, non, j'aime mieux te voir crevée que de te voir à un autre."")",0.4574643671512604
"('#charlotte', ""Laiss'moi que je la sois, et n'te mets point en peine. Je te ferai cheux nous z'apporté des z'oeufs frais, Du beurre..."")","('#charlotte', 'Va, va, Piarrot, ne te mets point en peine : si je sis Madame, je te ferai gagner queuque chose, et tu apporteras du beurre et du fromage cheux nous. ')",0.648722231388092
"('#pierrot', ""Palsangué, je gnien portrai jamais, Quand tu m'en frais poyer deux fois autant ; acoute, C'est donc com'ça q'tu fais ? Si j'en eusse eu queuq'doute, Je m'sras bien ampâché de le tirer de gliau, Et je gliaurais baillé putôt un chinfreneau, D'un bon coup d'aviron sur la tête."")","('#pierrot', ""Ventrequenne, je gni en porterai jamais quand tu m'en poyrois deux fois autant.  Est-ce donc comme ça que t'écoutes ce qu'il te dit ?  Morquenne, si j'avais su ça tantôt, je me serais bian gardé de le tirer de gliau, et je gli aurois baillé un bon coup d'aviron sur la teste. "")",0.8389775156974792
"('#don-juan', 'Heu ?')","('#don-juan', ""Qu'est-ce que vous dites ? "")",0.46194928884506226
"('#pierrot', ""Parsonne N'me fait peur."")","('#pierrot', 'Jerniquenne, je ne crains parsonne. ')",0.6216059923171997
"('#don-juan', ""Attendez, j'aime assez qu'on raisonne."")","('#don-juan', 'Attendez-moi un peu. ')",0.30146387219429016
"('#pierrot', ""Je m'gol arg' de tout, moi."")","('#pierrot', 'Je me moque de tout, moi. ')",0.28225311636924744
"('#don-juan', 'Voyons un peu cela.')","('#don-juan', 'Voyons cela. ')",0.6773764491081238
"('#pierrot', ""J'en avons bien vu d'autre."")","('#pierrot', ""J'en avons bien vu d'autres. "")",0.9409792423248291
"('#don-juan', 'Houais.')","('#don-juan', 'Houais ! ')",0.6677114367485046
"('#sganarelle', ""Monsieur, laissez-là Ce pauvre Diable ; à quoi peut servir de le battre ? Vous voyez bien qu'il est obstiné comme quatre. Va, mon pauvre garçon, va-t-en, retire-toi, Et ne lui dis plus rien. À Pierrot."")","('#sganarelle', ""Eh !  Monsieur, laissez là ce pauvre misérable.  C'est conscience de le battre.  Écoute, mon pauvre garçon, retire-toi, et ne lui dis rien. "")",0.7303416132926941
"('#pierrot', ""Et j'li veux dire, moi."")","('#pierrot', 'Je veux lui dire, moi. ')",0.7114713788032532
"('#don-juan', 'Ah, je vous apprendrai...')","('#don-juan', 'Ah, je vous apprendrai. ')",0.968270480632782
"('#sganarelle', 'Peste, soit du maroufle.')","('#sganarelle', 'Peste soit du maroufle ! ')",0.8588653802871704
"('#don-juan', 'Voilà ta charité.')","('#don-juan', 'Te voilà payé de ta charité. ')",0.7732028365135193
"('#pierrot', ""Je m'ris d'queuq'vent qui souffle, Et j'm'en vas à ta tante en lâché quatre mots, Laisse faire. Il s'en va."")","('#pierrot', 'Jarni !  Je vas dire à sa tante tout ce ménage-ci. ')",0.44229066371917725
"('#don-juan', 'À la fin il nous laisse en repos, Et je puis à la joie abandonner mon âme. Que de ravissements quand vous serez ma Femme ! Sera-t-il un bonheur égal au mien ?')","('#don-juan', ""Enfin je m'en vais être le plus heureux de tous les hommes, et je ne changerais pas mon bonheur à toutes les choses du monde.  Que de plaisirs quand vous serez ma femme, et que... "")",0.6411389112472534
"('#sganarelle', ""Ah, ah. Voici l'autre."")","('#sganarelle', 'Ah, ah.')",0.600275993347168
"('#maturine', ""Monsieu, qu'es-donc qu'ou faites-là ? Es'qu'ou parlez d'amour à Charlotte ?"")","('#mathurine', ""Monsieur, que faites-vous donc là avec Charlotte, est-ce que vous lui parlez d'amour aussi ? "")",0.7342622876167297
"('#don-juan', ""Au contraire. C'est qu'elle m'aime ; et moi, comme je suis sincère, Je lui dis que déjà vous possédez mon coeur."")","('#don-juan', ""Non, au contraire, c'est elle qui me témoignait une envie d'être ma femme, et je lui répondais que j'étais engagé à vous. "")",0.6163133978843689
"('#charlotte', ""Qu'es-donc que vous veut là Mathurine ?"")","('#charlotte', ""Qu'est-ce que c'est donc que vous veut Mathurine ? "")",0.9031604528427124
