schelandre-tyr-sidon-i,schelandre-tyr-sidon-ii,Score
-,"('#almodice', ""Quoi ? Mon cher nourrisson, d'où vous nait ce vouloir De me celer le mal qui vous fait tant douloir, Vous ayant tant de fois sur vos plaintes enquise ? Vous cachez-vous de moi, qui vous suis tant acquise, Qui vous chéris si fort que pour vous contenter Rien de trop dur à moi ne se peut présenter ; Moi de qui vous avez honoré les mamelles, Qui n'ai pas plus que vous conservé mes prunelles, Ayant ce corps tendret élevé jusqu'ici, Dès l'heure qu'Atropos le terme eut accourci Du support maternel, vous laissant orpheline ? Ne me direz-vous pas cet ennui qui vous mine ? Qu'est-ce qui vous éteint tous les éclairs de l'oeil ? Et qui vous fait déchoir comme neige au soleil ? Qui défigure ainsi les grâces plus naïves Des traits de ce visage et ses couleurs plus vives ? D'où vient de vous à moi le soupçon méfiant ? Ne répondez-vous point, quand je parle en priant ?"")",0.0
-,"('#cassandre', ""Las ! Quand je l'aurai dit, quel soulas en aurai-je ?"")",0.0
-,"('#almodice', ""Il n'est si grand ennui qu'un bon conseil n'allège."")",0.0
-,"('#cassandre', 'Le mien est sans remède.')",0.0
-,"('#almodice', ""Il n'est rien ici-bas Qu'on ne puisse esquiver si ce n'est le trépas ; Un ami sert beaucoup, même la solitude Est un accroissement de toute inquiétude : Le feu brûle tant plus que plus il est celé, Mais le mal découvert est demi-consolé."")",0.0
-,"('#cassandre', ""Je ne le cache point : ce qui me rend dolente C'est mon frère enlevé d'une main violente ; C'était tout mon support, las ! Ne puis-je savoir Le temps de son retour ? Je meurs de le revoir."")",0.0
-,"('#almodice', ""Ô la belle défaite ! Ô que vous êtes fine ! Ne le nierez-vous pas si le vrai je devine ? Madame, c'est l'amour, et non pas l'amitié, C'est ce petit garçon qui blessait sans pitié Les dieux et les mortels, attirés par vos charmes, Qui retourne vers vous la pointe de ses armes : N'ai-je pas bien atteint ? Quelque beau cavalier A fait ce qu'avant lui n'avaient fait un millier. Eh bien ! Celui peut tout qui peut prendre courage, Pour vous donner secours j'ai le savoir et l'âge ; Servez-vous donc de moi, souvent en un tel fait Le bon avis des vieux donne aux jeunes l'effet. Mais si ne faut-il pas qu'une fille bien née Soit par ses appétits sans bride gouvernée ; Il faut bien reconnaître avant de bien aimer, Et savoir de quel bois on se doit enflammer. Je ne connais point d'homme assez grand, assez brave, Qui ne tienne à faveur de vivre votre esclave, N'abaissez point la tête où vous avez le pied."")",0.0
-,"('#cassandre', 'Las ! Ma chère nourrice, ayez de moi pitié.')",0.0
-,"('#almodice', ""Il faut qu'un rang d'honneur sur vos désirs commande."")",0.0
-,"('#cassandre', ""J'ai fait élection d'une valeur si grande, Qu'au lieu de m'accuser d'un courage trop bas Vous jugerez plutôt que je ne la vaux pas. Que si par un serment vous me rendez hardie, Je vous découvrirai toute ma maladie."")",0.0
-,"('#almodice', ""Par les traits enflammés que le ciel se fendant Fait fondre sur la terre en sifflant et grondant, Par le rivage noir, par le chien à trois têtes, Par les rages d'enfer, à nuire toujours prêtes, Par le fer et le feu dont le tartare est ceint, Et si dans l'univers il est rien de plus craint, Je jure de tenir ma langue si fidèle Qu'on n'exigera point une trahison d'elle, Et que, pour vous placer au désiré bonheur, Je veux mettre à mépris et la vie et l'honneur."")",0.0
-,"('#cassandre', ""L'esprit tant admiré, la grave bien-disance, La douce et franche humeur pleine de complaisance, La valeur, la beauté, la royale façon Du prince prisonnier, m'ont prise à l'hameçon."")",0.0
-,"('#almodice', ""Ha ! Que me dites-vous ? M'en voilà toute émue ! Un grand étonnement dans mon sang se remue ! Vous me surprenez donc ! Que serait devenu Ce ferme jugement par tant d'effets connu ? Ici plus que jamais, petit bâtard de Gnide, Je vois l'aveuglement où ta torche nous guide."")",0.0
-,"('#cassandre', ""N'est-il point assez beau pour se faire chérir ?"")",0.0
-,"('#almodice', ""Il ne l'est que par trop pour vous faire périr."")",0.0
-,"('#cassandre', 'Oui, si de me guérir il ne lui prend envie.')",0.0
-,"('#almodice', ""Attendez-vous d'un si l'arrêt de votre vie ?"")",0.0
-,"('#cassandre', 'Qui le rendrait contraire à mon contentement ?')",0.0
-,"('#almodice', 'Qui vous rendait jadis contraire à tout amant ?')",0.0
-,"('#cassandre', 'Mais il est trop courtois pour être inexorable.')",0.0
-,"('#almodice', 'Votre amour est trop fol pour être favorable.')",0.0
-,"('#cassandre', ""Est-ce aimer follement que d'aimer son pareil ?"")",0.0
-,"('#almodice', ""C'est aimer follement que d'aimer sans conseil."")",0.0
-,"('#cassandre', ""Pour voir ce qui m'est bon n'ai-je pas assez d'âge ?"")",0.0
-,"('#almodice', 'Le père doit toujours guider la fille sage.')",0.0
-,"('#cassandre', 'Il doit avec raison souscrire à mon désir.')",0.0
-,"('#almodice', ""C'est à vous d'approuver, mais à lui de choisir."")",0.0
-,"('#cassandre', 'La qualité du prince est sortable à la mienne.')",0.0
-,"('#almodice', 'Vous êtes de famille ennemie à la sienne.')",0.0
-,"('#cassandre', 'Je voudrais lier Mars des noeuds de son enfant.')",0.0
-,"('#almodice', ""Le Roi ne veut la paix qu'en vainqueur triomphant."")",0.0
-,"('#cassandre', ""Las ! J'aime, qu'y ferai-je ?"")",0.0
-,"('#almodice', 'Armez-vous de constance. Mon coeur est déjà pris.')",0.0
-,"('#almodice', 'Pourquoi sans résistance ?')",0.0
-,"('#cassandre', ""Amour est si puissant que son arc souverain Pourrait même enfoncer des murailles d'airain."")",0.0
-,"('#almodice', ""Amour n'est qu'un enfant de qui la main peu forte Ne gourmande que ceux qui lui cèdent la porte."")",0.0
-,"('#cassandre', ""Il a souvent ému par changements divers Celui qui d'un clin d'oeil émeut tout l'univers, Le transformant en or distillant de la nue, Tantôt en taureau blanc à la tête cornue, Puis en cygne, en bélier, en mille autres façons. Les nymphes ne sont pas, sous les raides glaçons, À couvert de ses feux ; sous les vagues profondes Il blesse les tritons et l'empereur des ondes. En vain, nourrice, en vain vos conseils bien donnéz Combattent mes désirs trop fort enracinés ; Il me faut succomber ou franchir la carrière, Le détroit ne permet de tourner en arrière ; Je suis (tant me prévient ce premier mouvement) Et sourde de l'oreille et de l'entendement. La seule jouissance y peut donner remède, Et c'est en cela seul que j'implore votre aide."")",0.0
-,"('#almodice', ""Non le courroux du Roi, qui viendrait m'accabler, Non l'effet, qui pourrait difficile sembler, Mais votre saint honneur, dont je serai meurtrière, M'empêche d'écouter cette injuste prière."")",0.0
-,"('#cassandre', 'Méprisez-vous déjà la force du serment ?')",0.0
-,"('#almodice', ""« Faire et jurer le mal, c'est pêcher doublement. »"")",0.0
-,"('#cassandre', ""Or sus, tant de raisons ont vaincu ma folie. Le destin ne veut pas que mon hymen allie Deux sceptres ennemis, et ne sera point dit Que sur ma chasteté l'amour ait eu crédit. Non, non, je le dépite et sais le seul asile Qui me peut garantir de sa chaîne servile : J'ai ce fer protecteur, qui, bravant son pouvoir, Retiendra mon honneur en son juste devoir."")",0.0
-,"('#almodice', 'Ha ! Que vois-je ? Bons dieux ! Tout beau !')",0.0
-,"('#cassandre', 'Laissez-moi faire.')",0.0
-,"('#almodice', 'Holà !')",0.0
-,"('#cassandre', 'Vous me fâchez ; pensez-vous me distraire ? Lâchez-moi ce poignard.')",0.0
-,"('#almodice', ""Vous me romprez les mains Ou je vous l'ôterai."")",0.0
-,"('#cassandre', ""Quoi ! Que mes doigts contraints Vous quittent cette lame à mon sang destinée ! Ma résolution n'en est pas détournée. Quand vous la briserez en cent luisants éclats, Mon mortel désespoir ne s'en fléchira pas ; Tant de chemins glissants, tant de passages, tendent À l'empire muet où les ombres descendent Qu'en tout temps sans refus on y voit introduits Tous humains désireux de vaincre leurs ennuis."")",0.0
-,"('#almodice', ""Je n'eusse jamais cru que telle frénésie Eut d'un si bel esprit blessé la fantaisie. Las ! Madame, vivez ; j'aime mieux offenser Immortels et mortels que vos jours avancer ; Vivez, et dussions-nous nous lâcher à tous crimes : Car les pertes de biens, d'honneur, d'amis intimes, N'ont rien qui ne soit doux à l'égal de la mort, Mort, étrange sommeil qui sans réveil endort ! « Ne désespérez point : un courage invincible Rencontre en son effort toute chose possible. » Ou l'augure me trompe, ou bientôt vous verrez À l'abri du malheur vos désirs assurés. Laissez-m'en le souci, mettez-vous à délivre Sur l'appui de ma foi ; n'ayez soin que de vivre. Relevez vos beautés par un ris attrayant, Rallumez les éclairs de votre oeil foudroyant, Retournez à la court, cependant que je puise Au fonds de mes pensers un moyen qui nous duise."")",0.0
-,"('#cassandre', 'Travaillez donc, ma mère, et ne présumez point De vaincre par le temps la fureur qui me point.')",0.0
-,"('#almodice', ""Qui te peut amoindrir la charge malaisée, Mais, toute insupportable à ton dos imposée, Malencontreuse vieille ? Eh ! Que sur ton sommet D'horribles maudissons ton dessein te promet ! Quelle route prends-tu ? D'une ou d'autre partie, Te voilà de Charybde ou de Scylle engloutie. Combien de faux projets, de mouvements divers, Retournent tout_à_coup mon esprit à l'envers ! Que de flots et de vents d'un inconstant orage Poussent mon jugement à deux pas du naufrage ! Bâtirai-je un complot pitoyable et cruel Pour frauder les plaisirs et l'amour mutuel Qui joint avec Belcar notre jeune princesse ? Ils s'assurent à moi, leur serai-je traîtresse ? Mais las ! Mettrai-je aussi Cassandre à nonchaloir ? Ma plante, que toujours j'ai fait croître et valoir, Va sécher à mon su ; faut-il que je l'endure ? Elle a reçu ma foi, lui serai-je parjure ? Que fera Méliane en sa juste douleur, Si d'un si lâche tour je trame son malheur ? Que dira son Belcar ? Sa passion constante Ne souffrira jamais qu'un autre objet le tente. Et même avec quel front le pourrai-je aborder ? Quels seront mes discours pour le persuader ? Après avoir longtemps, par mes propres messages, Du trafic de leurs coeurs assuré les passages, Leur rompre le chemin, quelle infidélité ! Mais voir mon nourrisson dans telle extrémité, Se fondre toute en pleurs, voir sa fin tout proche, La pouvant empêcher, ô dieux ! Quelle reproche ! Quoi qu'il puisse arriver, j'oublierai tout devoir En faveur de ma fille, et de tout mon pouvoir Tâcherai d'apaiser le tourment qui l'afflige. C'est où le naturel par contrainte m'oblige. Trésor d'expérience en mon timbre compris, Rappelle ma mémoire, assemble mes esprits, Ô chef de mon conseil ! Ma caboche routière ! C'est de toi que j'attends ma délivrance entière. Ne laisse en ton cerveau tendon, veine ou recoin Qui ne s'émeuve ici pour servir au besoin ; Monstre que ta toison n'est pas ainsi chenue Sans beaucoup de finesse apprise et retenue. Or donc, si je faisais... mais non... toutefois, si... Cela n'irait pas bien ; serait-il mieux ainsi ? Le danger en est grand, faisons donc d'autre sorte ; À mon premier avis la raison me remporte : Il est bon, c'en est fait, il y faut travailler, Je vais tout maintenant ce prince conseiller Avec tant d'artifice et de raisons plausibles, Qu'il aidera lui-même à mes complots nuisibles."")",0.0
-,"('#araxe', ""Allez, suivez de près ce traître, mes amis, Qui tous en général en trouble nous a mis, Ayant par assassins, contre la foi publique, Léonte massacré pour sa femme impudique, Nous exposant, hélas ! En hasard apparent De voir par représailles accabler son garant, Notre maistre Belcar, notre unique espérance. Pensant, le faux renard, se mettre en assurance, Dès le vêpre d'hier nous le vîmes sortir Pour coucher en sa ferme au grand chemin de Tyr Courez, il n'est pas loin ; sur la grande chaussée Le doute de son fait entretient sa pensée. Un de ses espions, que nous avons surpris, M'a découvert la ruse et son séjour appris, Avant que les meurtriers, qu'à la croix on attache, L'eussent voulu noter de criminelle tache. Marchez, efforcez-vous ; quiconque le prendra Deux talents assurés de salaire il tiendra"")",0.0
-,"('#soldat', ""Allons, je le connais ; j'ai remarqué la sorte Dont il était vêtu passant à cette porte."")",0.0
-,"('#zorote', ""Que dois-je devenir ? Je suis en pauvre état. J'ai peur qu'un repentir suivra mon attentat. Mon maraud de valet fait bien longue demeure ; Il n'avait de chemin que pour le cours d'une heure, Et je vois toutefois que depuis son départ Mon ombre s'accourcit de plus d'un demi-quart. Je me lasse d'attendre et me trouve en grand'peine ; Je crains d'être pipé par mes tireurs de laine : Car j'ai mis mon argent sur la foi d'un soldat, Sans pleige ni témoin de notre concordat. Combien le jugement se dissipe et se change En un pauvre jaloux quand le front lui démange ! Avant ce mal de tête, on m'eut eu beau prêcher Pour me faire sans gage une obole lâcher. Malheureux que je suis ! Que sais-je si ce drôle, Au lieu de bien jouer son difficile rôle, A (comme fit jadis un barbier à Midas) Découvert mon fourchon que l'on ne voyait pas, Prenant du Tyrien des plus certaines offres Que celle qui leur est dangereuse en mes coffres ? Dieux ! Que ferais-je alors ? Je quitterai Sidon Et mettrai sur les flots ma vie à l'abandon : Car je n'estime pas qu'un homme de courage Puisse être possédé de plus poignante rage Qu'alors que dans son nid il sait qu'on a ponnu, Et qu'il voit du public son diffame connu."")",0.0
-,"('#soldats', ""Courage, compagnons ! Sans doute, c'est notre homme. Jamais aucun butin de si notable somme Ne nous est arrivé : nous aurons tous de quoi Nous donner du bon temps, plus aises que le Roi."")",0.0
-,"('#zorote', ""J'ai quitté le pavé : je me vais mettre à l'ombre, Prenant pour mon repos ce buisson frais et sombre, D'où sans être aperçu je verrai les passants. En voici quatre ou cinq au grand pas s'avançant."")",0.0
-,"('#soldats', ""Mais comment pouvons-nous l'avoir perdu de vue ? Allons revisiter cette épine touffue Qui paraît à main gauche. Il faut bien qu'il soit là."")",0.0
-,"('#zorote', 'Ils viennent droit à moi. Que peut être cela ?')",0.0
-,"('#soldats', ""Ha ! Le galant s'enfuit."")",0.0
-,"('#zorote', 'Je me sauve à la course.')",0.0
-,"('#soldats', 'Il nous pense amuser en nous jetant sa bourse.')",0.0
-,"('#zorote', ""Hélas ! Je suis perdu ! Je ne puis plus courir, L'haleine me défaut. Ah ! Je m'en vais mourir. Ô jambes sans vigueur ! Pauvre corps sans courage ! Que vous êtes déchu par le surcroît de l'âge !"")",0.0
-,"('#soldats', 'Arrête, faux vieillard ! Rends-toi, de par le Roi !')",0.0
-,"('#zorote', 'Êtes-vous des voleurs qui vous jetez sur moi ? Vous ferez peu de gain, car je suis un pauvre homme.')",0.0
-,"('#soldats', ""Nous savons ta richesse et comment on te nomme. Ce n'est pas pour ton or que nous te contraignons : Ton or porte malheur, témoins nos compagnons."")",0.0
-,"('#zorote', ""Pour qui me prenez-vous, messieurs ? J'en serai plainte."")",0.0
-,"('#soldats', ""Marche ! C'est trop causé, c'est trop usé de feinte. Qui ne te connaîtrait ! Je me fâche, à la fin. Nous te garrotterons si tu fais plus le fin. Avant l'extrémité tu devais être sage."")",0.0
-,"('#zorote', 'De grâce, mes amis, eh ! Faites-moi passage !')",0.0
-,"('#soldats', 'Bien, le voilà tout fait, le passage à Sidon.')",0.0
-,"('#zorote', ""Tout ce que j'ai vaillant, je le baille en pur don, Chaines d'or, diamants."")",0.0
-,"('#soldats', ""Prenons cela d'avance."")",0.0
-,"('#zorote', ""Encor deux fois autant quand j'aurai délivrance."")",0.0
-,"('#soldats', ""Penses-tu, vieil bouquin, médaille de Vulcan, Que nous mettions pour toi notre vie à l'encan ? Chemine."")",0.0
-,"('#zorote', ""Ah ! Si jadis ta flamme fut dardée Même sur un tien fils, adultère en idée, Ô Jupiter vengeur ! Approuves-tu que moi, Pour m'être délivré d'un véritable émoi, Revengeant mon honneur par une juste voie, Au supplice mortel entraîné je me voie ?"")",0.0
-,"('#soldats', ""Qui pourrait approuver qu'un vieillard refroidi, Sachant qu'un prince adroit, plus chaud et plus hardi, Combattait en sa place aux amoureux alarmes, Traitât son lieutenant à la rigueur des armes ? Il vaut toujours mieux être, ô miseéable fou ! Mis par la corne au joug qu'attelé par le cou."")",0.0
-,"('#pharnabaze', ""Déjà l'air amoureux a réchauffé le germe Dont nature s'émeut pour produire à son terme ; Déjà des aquilons les zéphyrs sont vainqueurs Et reçoivent en prix des couronnes de fleurs, Et déjà le bélier, qui la froideur tempère, Ôte le voile blanc à notre grande mère, Lui rendant l'habit vert que la mort des saisons Avait caché trois mois au coin de ses tisons ; Déjà des oiselets les gorges réveillées Caressent à l'envi les naissantes feuillées, Et des nymphes de l'eau les bruyantes chansons Après un long combat triomphent des glaçons. Ô mars ! Voici ton mois. Ta riante maîtresse L'a choisi pour dompter l'hivernale paresse. Donc, qui me tient encor que je ne fais sortir Du trésor de mes ports la puissance de Tyr ? Pourquoi mille sapins sur les plaines salées Ne font-ils égayer leurs toiles ampoulées ? Éole nous semond d'un souffler opportun : Je vois doux au montoir les phoques de Neptun[e], Qui semble convier nos carènes dormantes À labourer son dos en rides écumantes. Que font tant de drapeaux qu'ils ne sont éventés, Et voltigeant en plis sur les poupes montés ? Vu que mes fantassins impatients n'attendent Sinon que des tambours les cordages se tendent ? Que tarde l'airain creux, que de sons éclatants Il ne rassemble en gros mes braves combattants, Qui frétillent des mains, désireux de reprendre L'honneur que la fortune a bien osé défendre ? Moi, qui suis né guerrier, nourri le fer au point, Toujours la gloire au coeur, en la tête le soin, Qui me peut amuser ? Faut-il que la vieillesse En trêve languissante avec honte me laisse ? Non ! Non ! D'un froid hiver je n'ai rien que le teint. Je brûle par dedans : mon feu n'est pas éteint ; Et, bien que par les ans ma force dérobée Ait sillonné mon front et ma taille courbée, On ne verra jamais mon courage envieilli, Ni l'amour de Bellone en mon âme failli."")",0.0
-,"('#phulter', ""Sire, c'est en ce point que les dignes monarques Portent des immortels les plus notables marques ; Clothon d'un même lin ne retord en ses doigts Le filet des petits et la trame des rois. Leurs âmes sont d'en haut et paraissent royales, En vigueur, en constance, en valeur spéciales : Car l'humeur mieux séante aux monarques bien nés, C'est d'être ambitieux, aux combats obstinés. Les états sur la guerre ont fondé leurs colonnes ; La guerre, c'est la forge où se font les couronnes ; C'est la guerre qui peut, seule échelle des cieux, Faire les hommes rois, et les rois demi-dieux. Par là sont parvenus en gloire surhumaine Les invincibles fils de Sémélé et d'Alcmène ; Par là mille guerriers, sans avoir des autels, En renom néanmoins deviennent immortels. Cet Achille fameux et cet Hector de Troie, Que sa force empêchait de voir sa ville en proie, Et ce grand Alexandre, héros de notre temps, Qui ne craignait manquer sinon de résistants, N'ont-ils point par le choc de sanglantes batailles Remparé leur renom d'imprenables murailles, Dans l'enclos du renom conservant leurs lauriers, Malgré la faux du temps, jusqu'aux siècles derniers ? Même j'oserai dire, ô fils aîné de Rhée, Que ta main souveraine est bien plus révérée En la céleste cour depuis que les Titans Furent vaincus par toi, fièrement combattant, Qu'alors que seulement ta force était connue Pour avoir en suspens la chaine retenue Où tous les immortels, contre toi conjurés, Furent sans coup férir par toi seul attirés."")",0.0
-,"('#pharnabaze', ""La guerre est mon ébat. Puisse finir ma vie Lorsque de l'exercer finira mon envie ! La guerre est un beau jeu dont l'honneur est le prix, Endurcissant les corps, aiguisant les esprits. Va doncques, mon Phulter, faire croître nos troupes ; J'ai dit à l'amiral qu'il équipe les poupes, Car je veux à ce coup, par un dernier effort, Sur l'onde et sur le sec violenter le sort. Les jours vont expirer de notre surséance ; C'est trop longtemps croupir hors de la bienséance."")",0.0
-,"('#timadon', ""Pauvre Tyr, pauvre peuple et roi trop affligé, Combien à votre abord mon mal est rengrégé ! Malheureux, qui devrais pour une telle perte Me perdre auparavant que de l'avoir soufferte, Plutôt que de me voir le premier annonçant Ce qui cent fois le jour me tue en y pensant ! Quel fard peut donner lustre à mon triste message ?"")",0.0
-,"('#thamys', 'Dieu vous gard[e], Timadon ; je vous prends au passage. Quel désastre vous porte à si fort lamenter ?')",0.0
-,"('#timadon', ""Très fâcheux à l'entendre, et plus à le conter."")",0.0
-,"('#thamys', 'Je pourrai, le sachant, vous être secourable.')",0.0
-,"('#timadon', 'Vous serez, le sachant, vous-même déplorable.')",0.0
-,"('#thamys', 'Qui sait plutôt son mal est plutôt consolé.')",0.0
-,"('#timadon', 'Tout funeste rapport est trop tôt décelé.')",0.0
-,"('#thamys', 'Mon penser ne peut pas si grand malheur se feindre.')",0.0
-,"('#timadon', 'Feignez-vous le plus grand que vous auriez peu craindre. Léonte, hélas ! Léonte, ô deuil sans réconfort ! ...')",0.0
-,"('#thamys', 'Dieux ! Que me dites-vous ? Quoi ! Léonte est-il mort ?')",0.0
-,"('#timadon', 'Eh hé ! Tout est perdu.')",0.0
-,"('#thamys', 'Jupiter, quelle plaie ! La chose est-elle sûre ?')",0.0
-,"('#timadon', ""Elle n'est que trop vraie. Las ! Que n'était cillé d'un sommeil éternel Mon oeil que cet aspect a rendu criminel ! Thamys, j'ai vu périr entre les mains des traîtres Le premier des vaillants et le meilleur des maîtres. Mais, n'ayant peu mourir pour lui ni quand et lui, Il faut honteusement que j'en meure d'ennui."")",0.0
-,"('#thamys', ""Ce grand fanal d'honneur est-il réduit en cendre ? Ô ciel ! Le donniez-vous pour sitôt le reprendre !"")",0.0
-,"('#timadon', ""Ce prince environné de terreur et d'amour, Ardent comme la foudre et beau comme le jour, Notre soleil levant, lorsque chacun l'adore, A trouvé son couchant auprès de son aurore."")",0.0
-,"('#thamys', ""Las ! Que sert le printemps, si l'été ne le suit ? Un arbre bien fleuri, si l'on en a le fruit ? Si l'orage grêleux vient renverser à terre L'espérance d'un peuple aussi frêle que verre ? Alcide tutélaire, où dormait votre soin ? Ô soldats orphelins, qu'il vous fera besoin ! Que vous plaindrez ce chef qui servait à la charge D'exemple et de conduite, en retraite de targe !"")",0.0
-,"('#timadon', ""Ah ! Mon roi, triste père, où sera ta vertu ? Las ! Que j'ai peur de voir ton courage abattu Sous les pieds du malheur, aux dépens de ta vie, Et la mort de ton fils de la tienne suivie !"")",0.0
-,"('#thamys', ""Jamais son coeur altier, s'élevant comme à bonds, Ne se pourra tenir qu'il ne sorte des gonds. Je crois déjà le voir, tout ainsi que malades Grimpent au mont fourchu les bacchantes ménades, Courant, hurlant de rage, et pensant, furieux, Que les plus doux propos lui sont injurieux : Il est déjà farouche et bouillant de nature."")",0.0
-,"('#timadon', ""Hélas, mon cher ami, que ma charge m'est dure ! Au moins si quelque ami me voulait obliger !"")",0.0
-,"('#thamys', 'Avisez, cavalier. Vous puis-je soulager ?')",0.0
-,"('#timadon', ""Aucun ne le peut mieux que vous, mon capitaine, Si de me prévenir vous acceptiez la peine, Pour adoucir un peu ces nouvelles au Roi, Qu'il supportera mieux d'un autre que de moi : Car, encor que du fait mon âme soit bien nette, J'ai peur que sur moi seul tout le tort il rejette."")",0.0
-,"('#thamys', ""J'en eusse refusé tous mes autres amis, Mais je vous servirai puisque je l'ai promis. Or çà, contez-moi donc comment la parque inique Nous a ravi sitôt notre support unique."")",0.0
-,"('#timadon', ""Quelqu'un sur ce discours pourrait nous rencontrer : Tirons-nous à l'écart, je ne m'ose montrer."")",0.0
-,"('#almodice', ""Je ne fais rien que perdre et ma ruse et mon temps : Méliane et Belcar ont les coeurs trop constants. De vrai, j'ai bien tiré du prince une promesse Qui doit, s'il l'accomplit, irriter sa maîtresse ; Mais elle a l'esprit fort, car jamais je n'ai su Faire qu'elle ait de lui quelque ombrage conçu. C'est pourquoi je les quitte, et désormais n'espère, En faveur de Cassandre, autre aide que son père, Qui peut donner le change à ce captif amant, Par amour ou par force, il n'importe comment. Toutefois, il me reste une fourbe subtile Qui, selon mon avis, ne peut être inutile. Si le Sidonien se trouve tant heureux Que d'attirer sa belle au déduit amoureux, Il n'y peut réussir que par mon entremise Sous l'ombre de la nuit, à quelque heure promise ; Et là, sans que d'abord il s'en puisse aviser, Je puis l'une des soeurs pour l'autre supposer ; Puis, quand c'en sera fait, Cassandre étant contente, Il faut bien qu'il renonce à sa première attente ; Même en l'effet peut-être il n'y pensera point, En pareille charnure et pareil embonpoint, Et l'une et l'autre pièce ont un égal usage ; Hors la diversité qui paraît au visage ( Où l'oeil n'est abusé que par l'échantillon ), Tout est d'un même drap prêt à mettre au foulon."")",0.0
-,"('#belcar', ""À quoi tend le discours de cette vieille masque ? Cela me rend l'esprit tout confus et fantasque. D'où vient ce changement ? Elle qui jusqu'ici Pour un simple baiser s'est donné du souci Me conseille aujourd'hui, voire me sollicite, De convier ma belle au plaisir illicite, Jusqu'à me protester que si je ne le fais On en verra bientôt des sinistres effets. Or je sais que d'abord Méliane, prudente, Repoussera bien loin ma requête impudente. Mais quoi ? Je sais d'ailleurs l'empire dangereux Qu'Almodice possède en mon sort amoureux, Si bien qu'il me vaut mieux offenser ma maîtresse Qu'irriter contre moi cette fine traîtresse ; Puis, en tout cas, j'aurai pour mon dernier ressort, L'aveu de son conseil en cet honteux effort. Elle m'a, toutefois, fait jurer de m'en taire ; Mais les amants n'ont point de serment volontaire, Car la force d'amour domine sur la leur, Et tous serments forcés sont de nulle valeur. Je vois bien que je tente une mauvaise voie ; Si m'y faut-il passer, quel péril que j'y voie. Mais, pour n'être battu, je parlerai si doux Qu'elle en rira plutôt que d'entrer en courroux."")",0.0
-,"('#meliane', ""Belcar n'est point venu. La timide Almodice Me veut persuader, sur quelque faible indice, Que sa recherche est feinte afin de m'amuser ; Mais pour en faire épreuve il le faut embraser."")",0.0
-,"('#belcar', 'Quels propos sont-ce là ? Rencontre bien plaisante ! À mon hardi dessein la porte se présente.')",0.0
-,"('#meliane', 'Je ne veux que mon oeil pour bon juge en cela.')",0.0
-,"('#belcar', 'Que ferai-je ?')",0.0
-,"('#meliane', 'Ah ! Mon prince ! Et qui vous pensait là ?')",0.0
-,"('#belcar', ""Je me jette à vos pieds, ma maîtresse, ma reine ! Je demande une grâce à la main souveraine Qui seule peut donner la mort ou le pardon À celui qui vous met sa vie à l'abandon."")",0.0
-,"('#meliane', 'Que dites-vous, Monsieur ? Quelle humeur vous transporte ? Vous moquez-vous de moi de parler de la sorte ?')",0.0
-,"('#belcar', ""Je serai bien-disant si j'étais un moqueur ; Mais quand ma langue est faible, elle parle du coeur."")",0.0
-,"('#meliane', ""Qu'espérez-vous de moi dans cette humble posture ?"")",0.0
-,"('#belcar', ""Par toutes vos beautés, ici je vous conjure, Si vous ne trouvez bon qu'à cette heure, en ce lieu, Je m'immole moi-même à l'amour, notre Dieu, (J'ai le poignard tout prêt), d'abolir ou permettre Un crime capital que je m'en vais commettre."")",0.0
-,"('#meliane', 'Tout mal fait se pardonne entre les bons amis, Mais un crime non fait ne peut être permis.')",0.0
-,"('#belcar', ""J'aurai donc le pardon quand j'aurai fait l'offence ?"")",0.0
-,"('#meliane', ""C'est souffrance du mal qu'un pardon par avance."")",0.0
-,"('#belcar', ""Bien donc ! Au pis aller, je n'en puis que mourir."")",0.0
-,"('#meliane', 'Voudriez-vous à la mort sans contrainte courir ?')",0.0
-,"('#belcar', ""Non, non, j'y suis contraint, car ma douleur trop forte Pour mourir ou guérir à cet essai me porte."")",0.0
-,"('#meliane', ""D'un périlleux essai souvent on se repent."")",0.0
-,"('#belcar', 'Le péril du succès de vous seule dépend.')",0.0
-,"('#meliane', ""Si vous n'en dites plus, je n'y puis rien entendre."")",0.0
-,"('#belcar', ""Pour tout perdre en un coup, de vrai, c'est trop attendre. Sachez donc, mon soleil (mon astre plus puissant Que tous les feux du ciel qui me virent naissant), Que, si vous ne versez un peu d'eau sur ma flamme, Je ne puis plus suffire à l'ardeur de mon âme."")",0.0
-,"('#meliane', ""Tout le soulagement que l'honneur peut souffrir, Je l'ai déjà donné : que puis-je plus offrir ?"")",0.0
-,"('#belcar', ""Quand l'amour n'est pas fort, l'honneur maintient son être ; Mais c'est une chimère, amour étant le maître."")",0.0
-,"('#meliane', ""Plus l'amour se déborde, et plus il se tarit."")",0.0
-,"('#belcar', ""Tant plus l'amour est libre, et mieux il se nourrit."")",0.0
-,"('#meliane', ""Faites-vous tant d'état d'une action brutale ?"")",0.0
-,"('#belcar', ""C'est le fruit le plus doux que la nature étale."")",0.0
-,"('#meliane', 'De fruit hors de saison nul ne se doit pourvoir.')",0.0
-,"('#belcar', 'Ce fruit est en saison quand on le peut avoir.')",0.0
-,"('#meliane', 'Un don bien attendu davantage contente.')",0.0
-,"('#belcar', 'Un don devient achat par une longue attente.')",0.0
