chevalier-amours-de-calotin,palaprat-le-muet,Score
-,"('#timante', 'Eh !  Le moyen que je puisse vivre sans elle ?')",0.0
-,"('#frontin', ""Tant d'Amour qu'on voudra tant de charmants appas, Il faut toujours manger et boire,  Et c'est un incident nécessaire à l'Histoire, Que de prendre un léger repas. Et sans bien pouvez- vous mieux vivre : il me souvient d'avoir lu autrefois ces Vers que j'ai toujours retenus : En effet il me paraît plus aisé de vivre sans aimer, que sans dîner et sans souper, et je tiens une bonne cuisine plus nécessaire qu'une Maîtresse."")",0.0
-,"('#timante', ""Hélas !  Quoiqu'elle fasse, je vois bien que mon destin est de l'aimer toute ma vie."")",0.0
-,"('#frontin', ""Cependant vous l'avez ouï, votre père marie le Chevalier avec la fille que vous avez refusée, passe pour cela ; mais il le fait son héritier, voila le diable.  J'ai cela sur le coeur pour vous, et quelque défense qu'on m'ait faite, il faut que j'engage le Chevalier à faire quelque sottise qui mette votre père en colère contre lui."")",0.0
-,"('#timante', ""Oh !  Nous parlerons de cela quelqu'autre fois, je ne suis pas bien guéri de ma jalousie, il faut que ce soir même tu demeures ici pour épier si l'on mènera cette fille à la Comtesse, après cela je ne pourrai plus douter de ce qu'elle vient de médire, je partirai content, et pour avoir l'esprit plus en repos durant mon voyage, je te laisserai ici pour observer exactement tout ce qui se passera dans cette maison."")",0.0
-,"('#frontin', ""Hé bien, Monsieur, j'y reviendrai dès ce soir, aussi bien n'ai-je point vu d'aujourd'hui ma cruelle Marine, c'est ma Comtesse à moi ; mais à propos vous ne songez qu'à cette femme, et vous ne dites pas ce que vous voulez faire de ce muet que je vous ai arrêté."")",0.0
-,"('#timante', ""Je ne m'en suis pas souvenu quand il en était temps, ce soir tu le mèneras où je te dirai.  Retirons-nous, mon père soupe chez le Marquis, il pourrait nous trouver ici, sortons j'ai quelques ordres à te donner."")",0.0
-,"('#frontin', 'Allons, Monsieur, Dieu veuille que tout aille mieux pour vous que Frontin ne pense.')",0.0
-,"('#marine', ""Quelle impatience de femme, ne pouvait-elle attendre qu'on lui amenât Zaïde, sans m'y envoyer à l'heure qu'il est."")",0.0
-,"('#la-comtesse', 'Marine, attends, Marine.')",0.0
-,"('#marine', 'Me voici, Madame.')",0.0
-,"('#la-comtesse', 'Dis au Capitaine que je veux avoir Zaïde ce soir même.')",0.0
-,"('#marine', 'Oui, Madame.')",0.0
-,"('#la-comtesse', ""Que j'ai des raisons pour cela."")",0.0
-,"('#marine', 'Il suffit.')",0.0
-,"('#la-comtesse', ""Que je m'y attend ?"")",0.0
-,"('#marine', 'Et bien, Madame.')",0.0
-,"('#la-comtesse', ""Qu'il m'a promis de me l'envoyer."")",0.0
-,"('#marine', 'Je lui dirai.')",0.0
-,"('#la-comtesse', 'Ni manque pas au moins.')",0.0
-,"('#marine', ""Je n'oublierai rien."")",0.0
-,"('#la-comtesse', 'As-tu bien compris ?')",0.0
-,"('#marine', 'Et oui Madame.')",0.0
-,"('#la-comtesse', ""Tu n'as que la rue à traverser, amène-la si tu peux avec toi."")",0.0
-,"('#marine', ""Il faut avouer que cette femme là veuT bien ce qu'elle veut : elle m'a déjà dit chez elle dix fois la même chose.  Quand je forts elle me soit pour me le redire, ah !  La voici encore."")",0.0
-,"('#la-comtesse', ""Écoute, j'avais oublié à te dire d'avertir le Capitaine de ne prendre pas la peine de venir lui-même ce soir : je n'aime point qu'on me vienne voir à ces heures-ci."")",0.0
-,"('#marine', ""Eh, Madame, vous me l'avez dit quatre fois, est-ce tout ?"")",0.0
-,"('#la-comtesse', 'Oui, va, et reviens bientôt.')",0.0
-,"('#marine', ""Eh, Dieu soit loué... mais... ne m'appelle-t'elle pas encore ?  Non C'est quelqu'un qui monte l'escalier ; ne serait-ce point qu'on lui amène Zaïde...  Attendons un moment.  Ah !  C'est ce diable de Frontin qui me fait enrager avec son amour, que diantre vient il faire ici ?"")",0.0
-,"('#frontin', 'Où vas-tu si tard, charmante Marine.')",0.0
-,"('#marine', ""Où vas-tu toi-même à l'heure qu'il est, hibou ?"")",0.0
-,"('#frontin', 'Je te cherche, cruelle, et tu ne me cherches point.')",0.0
-,"('#marine', ""J'ai bien à faire de toi.  Adieu."")",0.0
-,"('#frontin', ""Arrête, inhumaine, arrête un moment, ou tu vas voir expirer à tes pieds l'amoureux, le triste, le désespéré Frontin."")",0.0
-,"('#marine', ""Oh ça, m'aime[s]-tu autant que tu le dis ?"")",0.0
-,"('#frontin', ""Oui, la peste m'étouffe."")",0.0
-,"('#marine', ""Veux-tu m'épouser ?"")",0.0
-,"('#frontin', ""Oui, ou le diable m'emporte."")",0.0
-,"('#marine', ""Tiens, il n'y a qu'un mot qui serve ; touche-là.  Je t'aime aussi, j'enrage de te l'avoir dit ; mais c'est une affaire faite, à condition que tu renonceras aux fourberies, et que tu songeras à embrasser quelque profession."")",0.0
-,"('#frontin', ""Mon enfant, je n'ai reçu du Ciel que l'industrie en partage ; chacun est obligé en conscience de faire valoir ses talons, je n'ai point d'autre profession."")",0.0
-,"('#marine', 'Appelle-tu cela profession !')",0.0
-,"('#frontin', ""Oui, Marine, et je soutiens qu'il n'en est pas aujourd'hui de plus en usage."")",0.0
-,"('#marine', ""Tu as perdu l'esprit."")",0.0
-,"('#frontin', ""Nullement, j'ai même fait dessein, quand nous serons mariez, que nous montrions aux autres."")",0.0
-,"('#marine', 'À tromper ?')",0.0
-,"('#frontin', 'Nous donnerons à cela un nom honnête.  Je montrerai aux hommes, et toi aux femmes.')",0.0
-,"('#marine', 'Montrer à tromper aux femmes ?  Ce serait pour ne rien gagner, tu te moques de moi ; mais laissons cela, parle-moi franchement, que viens-tu faire ici ?')",0.0
-,"('#frontin', ""À te dire la pure vérité, j'y viens par l'ordre de mon maître pour épier si l'on mènera à la Comtesse cette Zaïde dont tu as sans_doute ouï parler."")",0.0
-,"('#marine', ""Tu la verras passer par ici tout à l'heure, je vais la quérir, adieu."")",0.0
-,"('#frontin', ""Attends, j'ai à présent bien des choses à te dire."")",0.0
-,"('#marine', 'Tu me les diras ce soir quand tu amèneras ce muet, que ton Maître a promis à ma Maîtresse.')",0.0
-,"('#frontin', 'Qui, ce muet ?  Est-ce pour elle ?')",0.0
-,"('#marine', 'Vraiment oui.')",0.0
-,"('#frontin', ""Eh, que di[a]ntre veut-elle faire d'un muet ? "")",0.0
-,"('#marine', ""Bizarre.  Elle veut toujours avoir dans son équipage quelque chose de singulier ; elle eut d'abord un More, dès qu'elle vit qu'ils devenaient trop communs, et que la vanité d'en avoir avait passé jusques aux bourgeoises, elle n'en voulut plus, et prit un petit Turc, d'autres en eurent elle le quitta ; présentement elle s'est avisée d'avoir un muet à cause que personne ne s'en sert."")",0.0
-,"('#frontin', ""Oh je te réponds qu'en cela elle sera bientôt suivie par les autres femmes ; elles seront bien aises d'avoir auprès d'elles des gens qui ne parlent point, et j'en sais plus de quatre qui se sont mal trouvées de n'avoir pas eu des domestiques muets."")",0.0
-,"('#marine', 'Tais-toi, voici Zaïde.')",0.0
-,"('#frontin', ""Sera-t'elle de nos amies ?"")",0.0
-,"('#marine', ""Eh, je t'en réponds, il y a longtemps que nous nous connaissons."")",0.0
-,"('#zaïde', ""Bonsoir, Marine, ta Maîtresse m'attend à ce qu'on m'a dit ?"")",0.0
-,"('#marine', 'Oui, Mademoiselle, je vous allais quérir ; mais qui attendez-vous vous-même.')",0.0
-,"('#zaïde', ""Ma fille de chambre qui [s]'est arrêtée sur la porte ; la voici.  Hé bien, Lisette qu'est-il devenu ? C'est lui-même."")",0.0
-,"('#lisette', ""Il faut que quelqu'un l'ait arrêté, car je l'ai perdu de vue, mais pour être celui qui ne bougeait de ses fenêtres..."")",0.0
-,"('#zaïde', ""C'est assez, c'est assez, je n'en ai pas douté un moment.  Entrons, ne faisons pas attendre la Comtesse."")",0.0
-,"('#marine', ""Adieu, il faut que j'entre avec elle...  Mais peste soit de toi, tu es cause que je n'ai pas été dire au Capitaine de ne pas venir ce soir, oh s'il vient, je sais ce que je ferai."")",0.0
-,"('#frontin', ""Adieu, ma Déesse.  À ce que je viens d'entendre la Comtesse a dît vrai à Timante, et après ce que Marine vient de me dire, nous voila mon maître et moi assez heureux dans nos amours ; cependant du côté de l'intérêt nos affaires de l'un et de l'autre, vont fort mal.  Il me doit mes gages de plus de dix ans, s'il est privé des biens de son père, adieu les travaux de ma jeunesse.  Je ne voudrais pour rien du monde avoir servi un Maître déshérité.  Que pourrais-je imaginer pour engager notre héritier prétendu à faire quelque fredaine qui le brouillât avec son père ?  Mais par où diable l'attaquer ?  Il est trop taciturne, et l'on ne sait comment s'insinuer avec les gens d'une humeur si extraordinaire.  Eh, parbleu le voici tout à propos."")",0.0
-,"('#frontin', ""Que cherche-t-il ici si tard, et avec tant d'empressement ?"")",0.0
-,"('#le-chevalier', ""Où sera-t-elle allée ?  Qu'est-t-elle devenue ?  Ah !  Frontin, que je suis heureux de te rencontrer !  Ne m'en donneras-tu pas des nouvelles ?"")",0.0
-,"('#frontin', 'Et de qui, Monsieur ? ')",0.0
-,"('#le-chevalier', ""Je crois qu'elle est entrée dans ce Palais ; mais dans quel appartement sera ce ?  Je suis mort si je ne la trouve."")",0.0
-,"('#frontin', 'La peste !  Comme il jase.')",0.0
-,"('#le-chevalier', 'Il faut que je la cherche partout, elle ne sera pas surprise de me voir.  Hélas !  Peut-être ne la verrai-je jamais.')",0.0
-,"('#frontin', ""Ce n'est plus le même homme, et de qui parlez-vous, Monsieur ?"")",0.0
-,"('#le-chevalier', 'De la plus charmante personne que tes yeux aient jamais vue.  Enseigne-moi où elle est.')",0.0
-,"('#le-baron', 'Et que puis-je savoir, si vous ne parlez plus clairement ?')",0.0
-,"('#le-chevalier', ""Je suis perdu si je ne la retrouve.  Grands Dieux !  Qu'elle a de charmes, et je ne la verrais plus ?  Non il n'est pas possible, elle est trop belle.  Quelque part qu'elle soit, elle n'y peut être longtemps cachée."")",0.0
-,"('#frontin', ""S'il parlait de Zaïde ?  Quel bonheur, qu'avez-vous donc, Monsieur ?"")",0.0
-,"('#le-chevalier', 'Tu me vois au désespoir.')",0.0
-,"('#frontin', 'Et de quoi ?')",0.0
-,"('#le-chevalier', 'Je suis amoureux.')",0.0
-,"('#frontin', 'Amoureux ?')",0.0
-,"('#le-chevalier', 'Oui amoureux ; mais éperdument, et il faut que tu me serves.')",0.0
-,"('#frontin', 'Moi ?')",0.0
-,"('#le-chevalier', ""Oui toi, tu sais les bons offices que je t'ai rendus auprès de mon père, et que tu me disais toujours, Chevalier, cherchez seulement une maîtresse, et vous verrez ce que je ferai pour vous."")",0.0
-,"('#frontin', 'Allez, allez, badin, vous voulez rire;')",0.0
-,"('#le-chevalier', ""Ce n'est point raillerie, j'ai trouvé ce que tu me disais de chercher, et tu me tiendras ce que tu m'as promis.  Si tu savais qu'elle est belle !"")",0.0
-,"('#frontin', ""Ah ! Je n'en doute point, courage !"")",0.0
-,"('#le-chevalier', ""Elle n'est pas comme la plupart des filles qui gâtent leur beauté à force de soins, elle n'a rien que de naturel : si tu l'avais vue."")",0.0
-,"('#frontin', ""Sachons si c'est Zaïde.......  Comment est-elle faite ?"")",0.0
-,"('#le-chevalier', ""Comment ?  Une taille faite exprès pour l'amour, un teint ! une douceur !  Je ne puis te l'exprimer.  Un tour de visage qui touche, et qui enchante !  Les yeux : ah !  Frontin, quels yeux."")",0.0
-,"('#frontin', ""Au portrait que vous m'en faites, me voilà aussi savant que je l'étais ; mais de quel âge à peu prés ?"")",0.0
-,"('#le-chevalier', ""D'environ seize ans."")",0.0
-,"('#frontin', 'Quelle est donc cette fille ?')",0.0
-,"('#le-chevalier', ""Je n'en sais rien."")",0.0
-,"('#frontin', 'Son nom ?')",0.0
-,"('#le-chevalier', 'Je le sais encore moins.')",0.0
-,"('#frontin', 'Me voila bien instruit : je vous servirai assurément.')",0.0
-,"('#le-chevalier', ""Il faut que tu me lui fasses parler ou par prière, ou par adresse, n'importe, pourvu que je lui parle."")",0.0
-,"('#frontin', ""Après ce que vous venez de me dire, il n'est tien de plus aisé ; mais il le faut faire mieux expliquer ?  Où l'avez-vous vue ?"")",0.0
-,"('#le-chevalier', 'À sa fenêtre vis à vis de chez nous, où je ne pouvais lui parler que par signes.')",0.0
-,"('#frontin', ""C'est elle...  Elle répondait au[x] signes ?"")",0.0
-,"('#le-chevalier', ""D'une manière dont j'étais charmé."")",0.0
-,"('#frontin', ""Fort bien.  Ne l'avez-vous jamais vue ailleurs ?"")",0.0
-,"('#le-chevalier', ""Tout à l'heure dans la rue[.]"")",0.0
-,"('#frontin', ""La voilà... Qu'est-elle devenue !"")",0.0
-,"('#le-chevalier', 'Je ne sais.')",0.0
-,"('#frontin', 'Que ne la suiviez-vous ?')",0.0
-,"('#le-chevalier', ""Mon oncle le Commandeur m'a arrêté, et j'en suis inconsolable."")",0.0
-,"('#frontin', 'Avec qui était-elle ?')",0.0
-,"('#le-chevalier', ""Avec sa fille de chambre et un laquais qui les éclairait.  Je jurerais qu'elles sont entrées dans ce Palais ; je les ai perdues de vue sur la porte."")",0.0
-,"('#frontin', 'Je sais tout cela.')",0.0
-,"('#le-chevalier', ""Que je suis heureux, et comment s'appelle-t-elle ?"")",0.0
-,"('#frontin', 'Zaïde.')",0.0
-,"('#le-chevalier', 'Et qui sont ses parents ?')",0.0
-,"('#frontin', ""C'est ce qu'on ne sait point.  Elle fut prise par des Corsaires à l'âge de deux ans."")",0.0
-,"('#le-chevalier', ""Elle est d'une naissance illustre : mais où elle est présentement ?  Dis.le-moi, je t'en conjure."")",0.0
-,"('#frontin', ""Pas loin d'ici, là, chez la Comtesse."")",0.0
-,"('#le-chevalier', ""Que je suis malheureux de n'être pas connu d'elle, j'entrerais tout à l'heure !  On dit que cette Comtesse est une belle personne ?"")",0.0
-,"('#frontin', 'Très belle.')",0.0
-,"('#le-chevalier', 'Mais non pas comme la nôtre ?')",0.0
-,"('#frontin', 'Ho que non.')",0.0
-,"('#le-chevalier', 'Ah !  Frontin.')",0.0
"('#tersandre', 'Adieu, Monsieur.')","('#frontin', 'Adieu, Monsieur.')",1.0000001192092896
